beta,gamma
0.178346,0.009710
0.099419,0.023229
0.075740,0.009073
0.216681,0.007243
0.084849,0.020257
0.279683,0.007961
0.065772,0.008399
0.261926,0.014529
0.104612,0.020023
0.141685,0.011686
0.098720,0.028976
0.069563,0.010603
0.063416,0.009568
0.116847,0.008050
0.143645,0.012091
0.289748,0.006275
0.098877,0.012272
0.165503,0.011129
0.131939,0.005739
0.078946,0.006088
0.095571,0.021115
0.264087,0.020278
0.260180,0.017029
0.121157,0.006120
0.102922,0.015568
0.119833,0.019294
0.123441,0.038572
0.126054,0.019798
0.120271,0.016007
0.174548,0.006287
0.281445,0.007804
0.065116,0.011675
0.090969,0.007960
0.081881,0.027748
0.112487,0.011101
0.096546,0.007020
0.119474,0.010391
0.162490,0.006323
0.166687,0.009620
0.206209,0.012371
0.116875,0.010561
0.202349,0.021824
0.053176,0.008634
0.131953,0.007259
0.051588,0.006207
0.081225,0.006612
0.167326,0.008462
0.167134,0.028135
0.089406,0.013618
0.169495,0.005004
0.067055,0.005574
0.168859,0.018470
0.205956,0.010134
0.092109,0.031688
0.052637,0.011638
0.096472,0.031019
0.149053,0.040564
0.164294,0.018323
0.255836,0.010049
0.229944,0.011911
0.092203,0.009742
0.087454,0.011660
0.145128,0.034654
0.080134,0.006558
0.054496,0.007845
0.059888,0.011445
0.067830,0.013041
0.159301,0.022964
0.126886,0.034170
0.116996,0.046541
0.145251,0.027531
0.087823,0.008868
0.148912,0.016034
0.079615,0.011727
0.082595,0.007835
0.096291,0.010187
0.233982,0.017060
0.121376,0.005943
0.056325,0.008621
0.183104,0.006601
0.124355,0.013146
0.272849,0.011863
0.266825,0.012678
0.079208,0.011386
0.170202,0.008440
0.206845,0.009799
0.110157,0.009782
0.118573,0.022941
0.073619,0.005285
0.060833,0.013895
0.164391,0.019044
0.069142,0.013189
0.145595,0.027170
0.116332,0.024693
0.087919,0.023226
0.094523,0.007039
0.220013,0.010434
0.158817,0.018584
0.234056,0.009573
0.096852,0.015650
0.115173,0.012184
0.095728,0.014536
0.062436,0.008848
0.132127,0.015616
0.126435,0.047837
0.067550,0.021716
0.085149,0.005308
0.086771,0.019499
0.172098,0.005132
0.091849,0.029365
0.078366,0.005754
0.070435,0.005952
0.072348,0.008419
0.089019,0.005420
0.169169,0.015633
0.057914,0.008269
0.098249,0.027559
0.082897,0.032254
0.112454,0.039567
0.292080,0.014372
0.084580,0.017496
0.079775,0.012163
0.067528,0.007517
0.254806,0.013036
0.128196,0.033812
0.057578,0.014713
0.186087,0.005263
0.046917,0.007947
0.096237,0.022899
0.090937,0.004342
0.109599,0.004243
0.144832,0.005157
0.119962,0.013328
0.067390,0.012325
0.138958,0.036279
0.124004,0.025534
0.075823,0.004965
0.116810,0.032555
0.061693,0.014623
0.111038,0.006122
0.129927,0.004957
0.063817,0.005721
0.062666,0.013067
0.127439,0.011307
0.075022,0.023217
0.070827,0.007795
0.161880,0.011380
0.122478,0.004092
0.082189,0.031181
0.053162,0.007535
0.188384,0.005209
0.152268,0.022808
0.203855,0.022780
0.099527,0.036775
0.092316,0.006843
0.128701,0.011701
0.099493,0.027162
0.131480,0.013090
0.132286,0.029320
0.062319,0.016225
0.188691,0.007271
0.081465,0.009154
0.122405,0.027678
0.065020,0.010200
0.129352,0.005865
0.272367,0.005034
0.172778,0.006386
0.051481,0.006775
0.166006,0.009825
0.110729,0.026162
0.098647,0.011115
0.070523,0.009551
0.247965,0.008683
0.107590,0.040538
0.156695,0.009323
0.138095,0.019485
0.135866,0.007153
0.128317,0.015803
0.129987,0.012655
0.072244,0.007231
0.125015,0.009323
0.083076,0.017414
0.112142,0.031727
0.195500,0.005843
0.130802,0.013874
0.068933,0.005560
0.198229,0.018699
0.098489,0.008735
0.130214,0.032147
0.152592,0.016341
0.294946,0.008545
0.166452,0.007056
0.059158,0.007383
0.090663,0.019489
0.109166,0.016833
0.116785,0.018108
0.067147,0.012340
0.199087,0.007062
0.073240,0.009483
0.077587,0.009647
0.097219,0.011302
0.184741,0.018254
0.072701,0.005775
0.152655,0.008839
0.197413,0.014194
0.257009,0.007025
0.115256,0.017212
0.179892,0.019988
0.138107,0.012260
0.061954,0.006807
0.114507,0.028158
0.133389,0.043198
0.090038,0.011032
0.267152,0.011169
0.121117,0.022544
0.108244,0.004581
0.123216,0.036020
0.112705,0.007289
0.087304,0.004285
0.076049,0.007192
0.120633,0.014679
0.078754,0.013990
0.193093,0.013900
0.137882,0.010600
0.100291,0.013779
0.088770,0.008191
0.110552,0.053417
0.055691,0.009636
0.137829,0.024715
0.108790,0.042433
0.084746,0.006352
0.132738,0.006248
0.102929,0.043570
0.115642,0.023644
0.053303,0.011871
0.126991,0.041825
0.225601,0.005027
0.196095,0.006348
0.165238,0.020083
0.080965,0.005413
0.059431,0.016448
0.063045,0.015953
0.139125,0.014539
0.090057,0.037691
0.131139,0.006319
0.112535,0.008966
0.106791,0.006884
0.281271,0.009714
0.116871,0.010223
0.125255,0.008645
0.114558,0.030442
0.092010,0.008768
0.115461,0.028907
0.189005,0.019405
0.118480,0.040164
0.120683,0.005712
0.094431,0.027467
0.056271,0.007057
0.110473,0.011808
0.112396,0.004179
0.115365,0.005314
0.054730,0.012217
0.060204,0.006847
0.146750,0.034773
0.105791,0.018399
0.099876,0.005046
0.091207,0.004900
0.136327,0.043150
0.103101,0.010664
0.163662,0.025540
0.151850,0.045124
0.068434,0.013912
0.120462,0.017163
0.061673,0.015779
0.113158,0.028542
0.164706,0.026975
0.212862,0.015177
0.094489,0.007466
0.193603,0.006817
0.080004,0.022092
0.247605,0.014885
0.147626,0.027870
0.065675,0.016060
0.104651,0.012660
0.151684,0.006137
0.108250,0.038583
0.071341,0.011321
0.172465,0.016675
0.138529,0.022194
0.141884,0.009272
0.232002,0.009608
0.177017,0.011464
0.143715,0.004702
0.264057,0.006323
0.108731,0.004797
0.079868,0.010615
0.106746,0.013776
0.102160,0.007036
0.126223,0.012003
0.093617,0.006640
0.237784,0.018066
0.139231,0.009199
0.075323,0.008298
0.191238,0.019782
0.121432,0.037088
0.204004,0.013118
0.063059,0.017118
0.067240,0.011494
0.093135,0.005279
0.129281,0.018843
0.084944,0.009873
0.157216,0.047863
0.184396,0.004735
0.075490,0.019317
0.222820,0.007246
0.098613,0.010857
0.063040,0.016861
0.106659,0.024723
0.067421,0.010364
0.162303,0.008616
0.115517,0.028110
0.152150,0.037568
0.140278,0.008241
0.209963,0.018013
0.150473,0.004790
0.091700,0.017978
0.115025,0.008987
0.116818,0.008163
0.112415,0.005541
0.222782,0.020779
0.091584,0.009841
0.122621,0.032668
0.119067,0.004741
0.089550,0.010234
0.075052,0.010794
0.084796,0.008194
0.082227,0.005053
0.098719,0.014408
0.177270,0.012267
0.151269,0.005870
0.140192,0.031730
0.122169,0.009070
0.229390,0.004849
0.106674,0.033531
0.104006,0.004646
0.136414,0.028401
0.110215,0.004118
0.092810,0.011579
0.171405,0.013684
0.060818,0.014482
0.111782,0.021751
0.137214,0.008494
0.160017,0.011915
0.070170,0.027283
0.146484,0.008883
0.091115,0.007320
0.112260,0.004277
0.174741,0.016721
0.187447,0.008848
0.204168,0.007434
0.073962,0.015710
0.084907,0.026210
0.061666,0.011392
0.067674,0.008796
0.133746,0.021173
0.067958,0.011927
0.108525,0.018469
0.074291,0.007897
0.128671,0.039486
0.057761,0.018007
0.271805,0.011388
0.226534,0.009266
0.063972,0.016378
0.075414,0.034340
0.118801,0.039148
0.133603,0.005326
0.138072,0.004616
0.131123,0.004375
0.134766,0.004783
0.121054,0.009153
0.089310,0.029784
0.112325,0.007204
0.241214,0.010401
0.114386,0.016092
0.112700,0.041512
0.163418,0.015091
0.322912,0.007306
0.141645,0.013432
0.119127,0.037821
0.188587,0.018846
0.093016,0.019209
0.251777,0.005521
0.107149,0.046059
0.211723,0.005830
0.054517,0.008161
0.088816,0.038633
0.060745,0.005995
0.149311,0.011394
0.162820,0.005913
0.123007,0.012357
0.297416,0.010337
0.068581,0.022729
0.074296,0.012642
0.084382,0.010528
0.066651,0.006960
0.060796,0.005607
0.083667,0.008841
0.144112,0.004257
0.193543,0.010384
0.103881,0.039808
0.208065,0.006911
0.098608,0.007994
0.140884,0.004349
0.074421,0.009379
0.064688,0.017027
0.078171,0.010475
0.128164,0.012782
0.070371,0.009135
0.110032,0.008625
0.115536,0.024697
0.266005,0.006155
0.081480,0.005907
0.247127,0.017802
0.135005,0.012001
0.112568,0.022519
0.126422,0.013383
0.200862,0.010139
0.144206,0.016946
0.101408,0.004791
0.156581,0.025437
0.235456,0.008646
0.277093,0.007308
0.145442,0.006967
0.106606,0.004647
0.086394,0.012804
0.125886,0.031389
0.088522,0.007696
0.085237,0.011093
0.110688,0.005825
0.069587,0.006510
0.080112,0.026841
0.184430,0.007255
0.126434,0.044631
0.092998,0.011261
0.177271,0.022519
0.163336,0.013765
0.088960,0.016652
0.166009,0.005983
0.066825,0.015514
0.060607,0.006934
0.077630,0.005911
0.194994,0.005180
0.148075,0.041990
0.089403,0.024048
0.119891,0.030277
0.165486,0.013095
0.152529,0.006718
0.253940,0.015122
0.126153,0.016213
0.173687,0.004834
0.249487,0.010020
0.076320,0.010836
0.252686,0.005810
0.205363,0.008940
0.109122,0.016924
0.148142,0.027135
0.087673,0.009633
0.181208,0.018646
0.107598,0.005217
0.170489,0.009890
0.081475,0.020490
0.084418,0.040335
0.212335,0.007174
0.115673,0.009696
0.092276,0.009140
0.108225,0.014554
0.107726,0.029099
0.105722,0.008463
0.113350,0.012571
0.088739,0.005497
0.224192,0.012274
0.116428,0.012146
0.122878,0.009789
0.108091,0.021168
0.107399,0.040014
0.092290,0.019066
0.097172,0.005306
0.053617,0.006569
0.075098,0.008235
0.048462,0.009606
0.142332,0.018021
0.054643,0.010132
0.055805,0.006455
0.294240,0.014633
0.132544,0.031527
0.106852,0.019212
0.104419,0.035788
0.071166,0.005740
0.139305,0.008575
0.151918,0.026798
0.157035,0.013727
0.125049,0.022075
0.293798,0.007453
0.059310,0.005677
0.128934,0.005110
0.218746,0.007078
0.105774,0.014786
0.100509,0.004429
0.113976,0.022349
0.086472,0.014301
0.105425,0.011580
0.085262,0.019513
0.238737,0.005894
0.137032,0.006051
0.092760,0.005770
0.103568,0.023843
0.187411,0.009002
0.236669,0.011545
0.123120,0.021301
0.071032,0.007034
0.232796,0.011169
0.095478,0.022383
0.113794,0.013565
0.109446,0.032280
0.098500,0.005088
0.086929,0.014233
0.170468,0.010655
0.064968,0.006570
0.048751,0.006472
0.061999,0.019357
0.137497,0.005190
0.086969,0.036972
0.120527,0.048373
0.121665,0.048693
0.106058,0.009630
0.063947,0.011025
0.238728,0.007415
0.098571,0.016929
0.062799,0.019977
0.057618,0.005578
0.099096,0.014537
0.127142,0.023281
0.211592,0.010101
0.097676,0.009053
0.122769,0.039710
0.113283,0.044127
0.163314,0.005628
0.196685,0.018495
0.097210,0.004908
0.111592,0.027730
0.250094,0.005022
0.067332,0.014589
0.184608,0.015328
0.152965,0.018279
0.130120,0.007697
0.114020,0.004990
0.141609,0.040680
0.131887,0.011547
0.100449,0.031732
0.104271,0.028591
0.078244,0.005872
0.122215,0.006310
0.082535,0.005375
0.100302,0.017080
0.113125,0.034672
0.112924,0.047784
0.064462,0.013303
0.052469,0.006492
0.114735,0.038605
0.139900,0.005185
0.110102,0.033619
0.207282,0.010238
0.066961,0.011882
0.080012,0.019324
0.055409,0.010435
0.249944,0.006576
0.054200,0.009218
0.101719,0.038929
0.152987,0.006232
0.100788,0.010246
0.112452,0.008799
0.235850,0.005719
0.070580,0.004702
0.244407,0.014172
0.059409,0.006501
0.293218,0.013251
0.252673,0.006019
0.126091,0.009932
0.087980,0.019238
0.110443,0.016305
0.209958,0.008766
0.110373,0.033721
0.126614,0.031560
0.090441,0.004985
0.109047,0.009315
0.224563,0.005546
0.060876,0.013134
0.155860,0.030802
0.147653,0.008319
0.061082,0.020343
0.108613,0.039236
0.090465,0.006219
0.131956,0.041307
0.256025,0.007694
0.090103,0.033167
0.095721,0.004483
0.202505,0.016727
0.075202,0.005448
0.089421,0.022011
0.161202,0.005736
0.074692,0.013878
0.049905,0.009226
0.260808,0.005647
0.125962,0.015493
0.188656,0.006520
0.187771,0.016450
0.100214,0.028429
0.074508,0.016575
0.080398,0.032046
0.128983,0.004837
0.252018,0.010639
0.142889,0.008793
0.137443,0.017192
0.077349,0.031596
0.105172,0.006391
0.179706,0.005129
0.056925,0.007338
0.192915,0.016426
0.171415,0.009859
0.085722,0.009466
0.125046,0.010123
0.131067,0.018592
0.155577,0.014802
0.079535,0.018327
0.090527,0.037682
0.091853,0.004624
0.135421,0.024348
0.162873,0.014999
0.085660,0.005681
0.076279,0.009271
0.096629,0.011496
0.185314,0.016520
0.066291,0.006079
0.135128,0.006014
0.280895,0.006510
0.052656,0.007826
0.056533,0.008816
0.074889,0.010373
0.080938,0.017062
0.078794,0.006396
0.105125,0.045038
0.136501,0.013682
0.092545,0.007364
0.069243,0.007855
0.115391,0.012440
0.252937,0.010179
0.084917,0.011519
0.071079,0.028067
0.110489,0.014901
0.215103,0.014157
0.207214,0.021426
0.194987,0.011311
0.070448,0.012251
0.106539,0.010243
0.166244,0.028417
0.090261,0.025930
0.055202,0.009396
0.212462,0.018894
0.289146,0.008205
0.096396,0.030004
0.166098,0.009822
0.156689,0.004910
0.096309,0.017444
0.123734,0.024721
0.116545,0.006176
0.220702,0.011202
0.155287,0.006073
0.223837,0.010857
0.141346,0.007400
0.071346,0.011233
0.074722,0.005778
0.224421,0.007482
0.060405,0.015276
0.203036,0.005808
0.147958,0.029286
0.084278,0.011899
0.105200,0.026776
0.174272,0.021557
0.086062,0.005270
0.070318,0.017590
0.147160,0.010796
0.189041,0.006074
0.101414,0.026426
0.056742,0.017747
0.180903,0.024954
0.116445,0.009476
0.102423,0.014137
0.111442,0.013668
0.089690,0.016711
0.149024,0.015687
0.079117,0.024509
0.100350,0.005683
0.300466,0.013011
0.136131,0.008035
0.096841,0.006281
0.126455,0.004808
0.091766,0.013126
0.092903,0.017350
0.107666,0.022222
0.087850,0.028683
0.087263,0.013987
0.059460,0.008879
0.074775,0.008059
0.110521,0.009401
0.100801,0.006153
0.123485,0.044145
0.075505,0.005071
0.151894,0.004760
0.074202,0.014783
0.130419,0.004810
0.067513,0.005026
0.187237,0.021570
0.140415,0.037482
0.057402,0.007475
0.199027,0.019926
0.082114,0.024031
0.074931,0.026665
0.111212,0.024027
0.099479,0.014000
0.086825,0.042267
0.158634,0.006124
0.127047,0.006592
0.066350,0.009866
0.286771,0.010081
0.313445,0.013441
0.076576,0.022502
0.088465,0.020666
0.182453,0.011628
0.075805,0.020191
0.072877,0.031304
0.078630,0.032887
0.055130,0.005349
0.138432,0.010662
0.093274,0.005291
0.207643,0.009863
0.092699,0.018546
0.075075,0.012249
0.115665,0.004716
0.084005,0.008991
0.299514,0.011412
0.208256,0.011454
0.194717,0.016073
0.061557,0.007001
0.087367,0.006066
0.104764,0.007743
0.155633,0.004619
0.098465,0.042630
0.096966,0.029765
0.169708,0.009313
0.230229,0.009233
0.177554,0.009717
0.110174,0.010958
0.231621,0.009901
0.098162,0.032460
0.201233,0.005613
0.107211,0.014340
0.149938,0.016162
0.101015,0.004976
0.073387,0.011581
0.105735,0.004504
0.128517,0.017950
0.067470,0.005401
0.057610,0.007132
0.083530,0.011299
0.321667,0.015822
0.111061,0.007273
0.213869,0.009797
0.180785,0.020124
0.116614,0.005953
0.155784,0.011564
0.120720,0.030663
0.085624,0.030677
0.061169,0.008630
0.189267,0.012018
0.117371,0.042944
0.103811,0.039729
0.071715,0.024047
0.243830,0.008656
0.129978,0.036163
0.061060,0.013014
0.114454,0.005780
0.131522,0.018279
0.166194,0.028080
0.145864,0.005502
0.276540,0.017241
0.115915,0.007243
0.072622,0.017833
0.112747,0.050064
0.141648,0.015018
0.126762,0.006908
0.172636,0.020325
0.104331,0.004992
0.079291,0.006996
0.219640,0.010175
0.102207,0.008548
0.186381,0.005120
0.204140,0.020903
0.136494,0.012088
0.140331,0.007366
0.120951,0.025928
0.095841,0.033050
0.072831,0.008243
0.073140,0.022581
0.130521,0.017910
0.201751,0.011538
0.151065,0.020361
0.196797,0.007786
0.092582,0.004483
0.085254,0.032874
0.289838,0.007587
0.085409,0.028594
0.075017,0.015412
0.163370,0.027641
0.096053,0.011948
0.217915,0.011110
0.067236,0.007790
0.072733,0.016968
0.209699,0.013863
0.061840,0.006349
0.102798,0.009503
0.157533,0.008789
0.059021,0.007913
0.155832,0.006788
0.091781,0.032278
0.058102,0.013822
0.076456,0.017960
0.097831,0.022974
0.284895,0.013987
0.110770,0.014379
0.076856,0.017426
0.099716,0.007847
0.043542,0.006863
0.089794,0.009373
0.129651,0.020395
0.109397,0.007450
0.149283,0.004294
0.288385,0.007943
0.106993,0.010610
0.148864,0.005447
0.182425,0.007053
0.104469,0.007590
0.055303,0.008004
0.086354,0.033143
0.154938,0.008850
0.096522,0.035484
0.177848,0.045490
0.123370,0.004555
0.185933,0.005261
0.067345,0.006875
0.125033,0.011486
0.075062,0.007572
0.146696,0.020214
0.056839,0.006587
0.181435,0.013650
0.068412,0.008176
0.078703,0.005983
0.132878,0.012917
0.089920,0.026959
0.161484,0.006654
0.069907,0.005331
0.160423,0.009702
0.052110,0.010218
0.069217,0.007029
0.064900,0.015538
0.085126,0.028981
0.057042,0.008377
0.130981,0.015301
0.060186,0.014472
0.125217,0.006782
0.280288,0.011021
0.142106,0.009304
0.072421,0.026475
0.105104,0.004531
0.075923,0.015542
0.061796,0.015004
0.136363,0.009398
0.165534,0.026571
0.123953,0.027300
0.138467,0.005300
0.135011,0.005737
0.263369,0.005522
0.326042,0.009544
0.215967,0.013465
0.065928,0.009881
0.255760,0.016391
0.148766,0.040214
0.191449,0.023040
0.065894,0.010606
0.053581,0.005843
0.231793,0.011528
0.114746,0.029582
0.087112,0.008042
0.068775,0.012876
0.076392,0.027328
0.085758,0.009156
0.076537,0.004854
0.106033,0.044476
0.139486,0.008653
0.188655,0.006260
0.068372,0.015574
0.088203,0.034720
0.085764,0.010216
0.131549,0.032429
0.053842,0.007586
0.052843,0.007739
0.126436,0.017986
0.113034,0.031310
0.125793,0.005037
0.109722,0.024175
0.090860,0.005805
0.127789,0.032922
0.113775,0.015105
0.165674,0.004953
0.101627,0.004813
0.171600,0.017757
0.100822,0.044645
0.063697,0.012234
0.126061,0.020062
0.135804,0.015292
0.102591,0.011042
0.115980,0.004636
0.086362,0.008408
0.052748,0.007389
0.135101,0.039145
0.092881,0.026733
0.191779,0.022180
0.094484,0.005000
0.105976,0.017775
0.095003,0.006084
0.146431,0.012615
0.164542,0.013896
0.102406,0.008525
0.093224,0.024002
0.270143,0.011062
0.089208,0.031300
0.094340,0.018585
0.117554,0.036788
0.120977,0.017002
0.053315,0.008828
0.093372,0.038720
0.056994,0.005819
0.063208,0.009144
0.121031,0.022514
0.142564,0.013210
0.165397,0.026325
0.084516,0.039290
0.124014,0.040812
0.092899,0.033814
0.088058,0.004676
0.142538,0.005930
0.148790,0.030217
0.262885,0.015524
0.234642,0.013157
0.243573,0.012554
0.173364,0.012471
0.077866,0.017852
0.116154,0.037840
0.086841,0.010155
0.130361,0.008284
0.095392,0.012833
0.143829,0.005704
0.132558,0.014081
0.231914,0.007987
0.107552,0.021894
0.218923,0.015694
0.166606,0.004904
0.107047,0.041233
0.100479,0.009194
0.109478,0.017588
0.221554,0.005615
0.207374,0.015379
0.076840,0.018717
0.076506,0.009064
0.177086,0.010893
0.291185,0.016958
0.063641,0.008915
0.053978,0.006533
0.093495,0.028965
0.123130,0.005036
0.079076,0.011598
0.322926,0.015715
0.112219,0.007691
0.216137,0.006021
0.123936,0.031426
0.078846,0.008180
0.058725,0.012124
0.203348,0.017674
0.149847,0.014424
0.067871,0.020354
0.059466,0.007710
0.104794,0.013817
0.243756,0.006675
0.096370,0.004189
0.142614,0.010232
0.158008,0.008418
0.109760,0.046988
0.116900,0.021666
0.077241,0.008844
0.102120,0.008808
0.083653,0.027952
0.082134,0.006719
0.095227,0.014810
0.099397,0.005452
0.129792,0.017036
0.111385,0.011860
0.125287,0.016493
0.179823,0.011047
0.132530,0.020532
0.154401,0.011943
0.062071,0.009121
0.051317,0.007700
0.073162,0.007155
0.083178,0.022513
0.160935,0.005337
0.277093,0.014557
0.051725,0.009502
0.124180,0.033020
0.174736,0.022857
0.119765,0.047824
0.156148,0.030369
0.060344,0.011439
0.064553,0.008763
0.057645,0.013610
0.202883,0.016055
0.093900,0.006239
0.060375,0.022755
0.107773,0.021932
0.252835,0.016812
0.137240,0.036722
0.130852,0.014002
0.102114,0.033176
0.157581,0.018893
0.172712,0.020064
0.182198,0.012063
0.091814,0.025341
0.169747,0.021564
0.110743,0.010472
0.243745,0.013863
0.111041,0.042249
0.192236,0.005526
0.144285,0.033502
0.137085,0.008372
0.143536,0.039776
0.090075,0.010325
0.095436,0.015731
0.091316,0.007553
0.168068,0.004881
0.188861,0.007671
0.074037,0.004941
0.116211,0.015772
0.052841,0.008424
0.143454,0.047213
0.220239,0.011610
0.094443,0.008937
0.208235,0.011695
0.088037,0.009957
0.112265,0.011245
0.073052,0.007825
0.086090,0.035642
0.091806,0.035846
0.187512,0.017373
0.073667,0.007298
0.129904,0.030431
0.125346,0.019058
0.068891,0.009701
0.218559,0.005210
0.221353,0.017223
0.088421,0.006874
0.088969,0.014635
0.078130,0.008025
0.114431,0.023709
0.158128,0.011993
0.094838,0.024121
0.086654,0.004842
0.084825,0.005435
0.219703,0.015630
0.146452,0.012483
0.117834,0.009802
0.122483,0.020848
0.054276,0.007588
0.126043,0.005062
0.061096,0.007541
0.114041,0.007175
0.097759,0.026102
0.314730,0.005441
0.154686,0.010025
0.131564,0.033760
0.129524,0.026229
0.158546,0.010735
0.121363,0.018771
0.115356,0.004643
0.116061,0.008058
0.074026,0.007195
0.097039,0.005164
0.078094,0.008276
0.049885,0.010795
0.069608,0.008639
0.069112,0.008248
0.104948,0.047453
0.087375,0.016643
0.180344,0.008924
0.153353,0.028232
0.115578,0.011950
0.254565,0.013905
0.075430,0.021703
0.051401,0.013530
0.141308,0.017959
0.056705,0.006557
0.089805,0.034712
0.095705,0.008991
0.187219,0.007954
0.202769,0.013828
0.134121,0.048692
0.132454,0.004595
0.143278,0.010624
0.091991,0.006787
0.097730,0.006117
0.091728,0.029495
0.087835,0.035656
0.072838,0.010103
0.098304,0.004856
0.101177,0.031019
0.138165,0.038914
0.078960,0.011415
0.168829,0.022003
0.090666,0.026872
0.261238,0.006991
0.127433,0.032375
0.088870,0.036821
0.266310,0.006700
0.134731,0.048657
0.129613,0.008964
0.267340,0.010165
0.094195,0.035390
0.198635,0.010982
0.084616,0.006404
0.062109,0.010198
0.076152,0.009426
0.130694,0.012875
0.079958,0.033814
0.073823,0.007775
0.071934,0.017833
0.170281,0.004725
0.153643,0.030304
0.136900,0.023282
0.086356,0.010628
0.063439,0.012336
0.211544,0.015648
0.096633,0.005862
0.188961,0.006325
0.164334,0.012320
0.164834,0.010448
0.142037,0.012519
0.101600,0.004753
0.227005,0.010777
0.201581,0.010262
0.065392,0.008209
0.198014,0.006351
0.070260,0.009769
0.131246,0.019546
0.092710,0.006908
0.067352,0.005494
0.279250,0.007096
0.078825,0.027521
0.088643,0.006128
0.084766,0.006170
0.145083,0.004986
0.142423,0.004653
0.150731,0.009946
0.100321,0.008705
0.097171,0.004887
0.114039,0.004922
0.154788,0.017517
0.054381,0.009435
0.076413,0.024096
0.152587,0.008835
0.102615,0.008666
0.113657,0.015390
0.085858,0.028157
0.220011,0.008301
0.131740,0.026539
0.114378,0.004905
0.072430,0.010444
0.107068,0.019934
0.102200,0.025196
0.083765,0.030562
0.112062,0.049763
0.120613,0.018692
0.145474,0.030387
0.146295,0.021600
0.058920,0.014688
0.109820,0.037021
0.073902,0.009366
0.277435,0.012493
0.214551,0.017257
0.097785,0.027671
0.052860,0.007808
0.176085,0.005250
0.103829,0.006539
0.065983,0.008391
0.077559,0.028182
0.216547,0.005450
0.128152,0.004365
0.069258,0.005548
0.065851,0.007464
0.081451,0.011000
0.104018,0.044792
0.109028,0.004974
0.076148,0.013733
0.074723,0.016920
0.134986,0.006628
0.209939,0.009586
0.054046,0.010892
0.097570,0.006860
0.125552,0.008747
0.233741,0.004607
0.110073,0.014593
0.058706,0.009296
0.198705,0.016530
0.090245,0.010311
0.056291,0.007778
0.094134,0.035613
0.084432,0.004513
0.097443,0.038591
0.102000,0.023354
0.071100,0.009717
0.107616,0.004826
0.092295,0.012522
0.152743,0.005539
0.126139,0.042134
0.101243,0.007150
0.151085,0.004821
0.116949,0.006062
0.068703,0.013016
0.121399,0.004101
0.063937,0.009356
0.092481,0.008050
0.137087,0.007924
0.112986,0.014873
0.061628,0.010263
0.078453,0.029957
0.098463,0.005891
0.092037,0.011720
