beta,gamma
0.190724,0.030754
0.215985,0.033908
0.281342,0.031843
0.264726,0.035725
0.278024,0.026345
0.191276,0.024573
0.181705,0.028150
0.241027,0.025360
0.183950,0.023136
0.250839,0.023735
0.216453,0.027179
0.166506,0.028637
0.199693,0.037046
0.226707,0.022739
0.179639,0.037148
0.173094,0.034875
0.206352,0.030657
0.200895,0.029111
0.237208,0.036046
0.174020,0.026378
0.251193,0.024761
0.168572,0.025933
0.220643,0.041855
0.238972,0.022262
0.215503,0.027137
0.210364,0.025593
0.209470,0.038303
0.205979,0.033328
0.225052,0.032763
0.251056,0.025750
0.187246,0.041107
0.207187,0.023820
0.279052,0.027521
0.204283,0.023328
0.193272,0.027359
0.215029,0.028060
0.178569,0.028683
0.235282,0.027510
0.228084,0.022233
0.183479,0.033944
0.198807,0.029971
0.254195,0.038765
0.187104,0.035430
0.179259,0.038071
0.214232,0.033087
0.244346,0.037031
0.220054,0.035974
0.170075,0.037304
0.163767,0.029053
0.227509,0.021763
0.216972,0.024860
0.205577,0.037553
0.242827,0.025501
0.248423,0.031341
0.196492,0.041774
0.223242,0.029147
0.185771,0.033158
0.264985,0.028798
0.217871,0.027162
0.205687,0.040146
0.208571,0.028017
0.179278,0.034771
0.206307,0.038807
0.224113,0.030440
0.289592,0.029389
0.193655,0.029646
0.220208,0.023765
0.220489,0.028048
0.201574,0.032420
0.193782,0.026887
0.242719,0.035272
0.186897,0.039531
0.223711,0.028659
0.163507,0.030163
0.271708,0.029908
0.215501,0.030467
0.246653,0.034930
0.178453,0.035079
0.196117,0.034091
0.222675,0.027304
0.247834,0.029943
0.192378,0.034120
0.215658,0.020662
0.240896,0.023496
0.256840,0.032481
0.184786,0.037506
0.279392,0.029286
0.198191,0.022835
0.245406,0.031384
0.239654,0.039305
0.214947,0.031153
0.208897,0.030366
0.209213,0.038404
0.161945,0.032599
0.244781,0.034336
0.193704,0.039777
0.196205,0.025850
0.205844,0.033370
0.222385,0.034047
0.177736,0.024886
0.212334,0.022456
0.189132,0.027689
0.201450,0.033712
0.206137,0.038876
0.193291,0.023915
0.191142,0.040863
0.225917,0.025644
0.196667,0.033487
0.206338,0.028551
0.177567,0.038412
0.237373,0.035469
0.214405,0.023749
0.189913,0.026576
0.245741,0.031426
0.234441,0.033085
0.265044,0.025159
0.196593,0.040982
0.208629,0.036088
0.185317,0.026370
0.226653,0.040008
0.177941,0.032261
0.217829,0.030510
0.179821,0.022813
0.237620,0.032778
0.197995,0.025268
0.226657,0.033142
0.217628,0.029420
0.199322,0.025431
0.191701,0.022968
0.191119,0.038567
0.193189,0.023493
0.254863,0.025410
0.213519,0.024000
0.214968,0.043903
0.188004,0.028173
0.243222,0.029528
0.217441,0.041752
0.204289,0.024558
0.246625,0.023254
0.223738,0.029556
0.243977,0.031950
0.208025,0.026943
0.196252,0.033609
0.216706,0.035139
0.218663,0.030710
0.204634,0.044106
0.224555,0.042461
0.240925,0.031198
0.208470,0.025642
0.254754,0.027085
0.203954,0.030353
0.219131,0.026602
0.233398,0.031205
0.225085,0.024818
0.211359,0.030613
0.241699,0.033345
0.211208,0.041234
0.226923,0.022637
0.242023,0.026382
0.157959,0.026485
0.268093,0.032867
0.228352,0.039807
0.182784,0.039559
0.206841,0.035991
0.203578,0.024772
0.234876,0.029535
0.185670,0.026776
0.193033,0.024648
0.198377,0.024432
0.201449,0.037495
0.197933,0.025187
0.249719,0.024971
0.170309,0.039244
0.188095,0.037943
0.173282,0.038900
0.182160,0.026911
0.217851,0.026233
0.240101,0.025482
0.232433,0.033365
0.232479,0.030738
0.188731,0.023786
0.237541,0.026120
0.284477,0.029969
0.189567,0.039135
0.194154,0.044424
0.236548,0.024817
0.180523,0.027525
0.197014,0.039876
0.208496,0.022479
0.183209,0.031212
0.201845,0.027617
0.189934,0.039237
0.249674,0.033850
0.269944,0.028078
0.226791,0.041936
0.204437,0.043806
0.203983,0.030431
0.210787,0.024031
0.166183,0.027224
0.222038,0.032153
0.205029,0.023415
0.230306,0.029758
0.157766,0.025578
0.255971,0.026750
0.203164,0.026474
0.230659,0.027297
0.216265,0.033106
0.230290,0.036631
0.191578,0.023415
0.218895,0.022787
0.164766,0.021193
0.240521,0.027589
0.249465,0.025224
0.226509,0.025465
0.189479,0.033942
0.239163,0.033978
0.177191,0.026559
0.203608,0.035351
0.203926,0.021760
0.164771,0.029788
0.183165,0.026423
0.199193,0.041201
0.231738,0.026178
0.175653,0.035163
0.206293,0.041413
0.170209,0.032922
0.176815,0.031151
0.180891,0.023044
0.217992,0.034725
0.212722,0.028949
0.212196,0.039121
0.220436,0.022898
0.192857,0.032503
0.166864,0.030045
0.196722,0.032670
0.216633,0.023652
0.213971,0.024623
0.210372,0.034471
0.203101,0.027992
0.188560,0.026465
0.208306,0.041934
0.167676,0.025593
0.211076,0.035802
0.192910,0.025741
0.196840,0.041732
0.208597,0.023215
0.243944,0.022617
0.202396,0.032937
0.234618,0.029099
0.178143,0.031832
0.182535,0.022199
0.228480,0.022506
0.192217,0.029735
0.197274,0.023063
0.210955,0.025183
0.254063,0.030279
0.253235,0.027769
0.224433,0.031777
0.228104,0.033114
0.245334,0.031540
0.213920,0.038364
0.207404,0.028743
0.232978,0.036272
0.176928,0.026467
0.216483,0.034588
0.229602,0.031963
0.252320,0.026105
0.215343,0.043722
0.179510,0.034052
0.199097,0.028642
0.208733,0.041179
0.249389,0.034570
0.177957,0.027377
0.199422,0.022799
0.214594,0.044017
0.201721,0.037683
0.195087,0.023985
0.258231,0.039354
0.174572,0.034679
0.200176,0.031758
0.160362,0.028046
0.224770,0.022839
0.259589,0.031891
0.196604,0.038551
0.177507,0.025292
0.258723,0.037657
0.213270,0.027467
0.199009,0.037454
0.255565,0.022937
0.257952,0.024580
0.221320,0.030506
0.207466,0.023321
0.229346,0.023584
0.213076,0.022542
0.220186,0.030400
0.259360,0.026160
0.181014,0.023989
0.200088,0.025340
0.248739,0.024829
0.188818,0.027655
0.213141,0.030083
0.207375,0.026983
0.257121,0.027021
0.190268,0.031975
0.224118,0.036092
0.233185,0.031434
0.206583,0.026523
0.170147,0.026878
0.244114,0.022364
0.195318,0.024940
0.218384,0.032107
0.181418,0.025727
0.220949,0.029872
0.168804,0.042125
0.239586,0.034538
0.213507,0.039419
0.190871,0.038466
0.183653,0.036531
0.212112,0.038690
0.232613,0.036901
0.225790,0.027590
0.264857,0.028756
0.221573,0.026901
0.198651,0.041423
0.187433,0.025842
0.214500,0.042950
0.231278,0.028185
0.193509,0.025142
0.204275,0.030134
0.250155,0.035007
0.192856,0.024840
0.275999,0.031194
0.170474,0.032847
0.279462,0.031847
0.177332,0.037178
0.178171,0.033076
0.186728,0.040312
0.183188,0.031739
0.191300,0.033547
0.178102,0.023534
0.249283,0.029880
0.202147,0.032562
0.204469,0.025442
0.237115,0.028661
0.195062,0.023630
0.195008,0.025075
0.213563,0.021255
0.272776,0.029799
0.165221,0.027864
0.203780,0.034090
0.238525,0.028939
0.219685,0.022704
0.214381,0.025821
0.209528,0.042475
0.257020,0.032006
0.215137,0.034126
0.231714,0.030632
0.198759,0.037791
0.205124,0.042462
0.178674,0.022715
0.241796,0.025051
0.202320,0.042089
0.223667,0.038429
0.198792,0.025914
0.184352,0.041159
0.193451,0.038358
0.202380,0.027316
0.230827,0.026664
0.193821,0.043244
0.186221,0.030085
0.239621,0.026908
0.185315,0.027175
0.190720,0.042680
0.180681,0.024150
0.199046,0.023215
0.217295,0.030086
0.271937,0.022977
0.264080,0.026627
0.219334,0.025057
0.230268,0.038401
0.206241,0.027638
0.182713,0.027725
0.198622,0.043661
0.171907,0.030672
0.166494,0.032467
0.224798,0.032386
0.185944,0.029174
0.245164,0.026384
0.185584,0.033038
0.243636,0.022888
0.260535,0.032692
0.195269,0.027078
0.221365,0.035296
0.165015,0.028511
0.208125,0.024292
0.167284,0.025785
0.242909,0.032537
0.205331,0.023465
0.223021,0.043363
0.207196,0.037196
0.202652,0.028583
0.175033,0.029287
0.262647,0.022984
0.162787,0.033127
0.203549,0.043565
0.200667,0.023384
0.197334,0.024272
0.190834,0.035457
0.196533,0.024202
0.208378,0.024161
0.212476,0.037990
0.187618,0.029911
0.227453,0.025933
0.247370,0.033218
0.239035,0.025609
0.239330,0.032281
0.234610,0.028260
0.246219,0.025056
0.209784,0.036356
0.219866,0.033702
0.226016,0.031040
0.258140,0.031778
0.245746,0.025568
0.217862,0.027417
0.239789,0.028065
0.205769,0.032464
0.213597,0.037569
0.200231,0.041059
0.194748,0.027685
0.231173,0.025149
0.231539,0.034697
0.215933,0.020913
0.211880,0.036305
0.227323,0.029390
0.178889,0.026779
0.228436,0.028400
0.227670,0.046111
0.239129,0.025975
0.211680,0.029315
0.206522,0.026860
0.206558,0.026596
0.253991,0.029940
0.221352,0.032120
0.199388,0.038574
0.201427,0.040468
0.199600,0.034199
0.193677,0.031737
0.201615,0.021485
0.232681,0.026010
0.190161,0.023066
0.236826,0.036470
0.209396,0.029068
0.234776,0.038812
0.163938,0.025921
0.201989,0.041302
0.210916,0.026346
0.224157,0.037212
0.208523,0.028034
0.225470,0.032110
0.193358,0.033235
0.232741,0.024131
0.188492,0.023163
0.219904,0.028573
0.165638,0.033255
0.220998,0.030810
0.216996,0.035495
0.181402,0.040246
0.257737,0.029973
0.204980,0.032454
0.234647,0.027265
0.238052,0.042537
0.200874,0.025778
0.241680,0.026887
0.182974,0.025936
0.192615,0.040494
0.183103,0.025360
0.231399,0.029317
0.178325,0.030753
0.207058,0.022120
0.183625,0.028671
0.182775,0.025952
0.192939,0.024625
0.222055,0.032540
0.190694,0.036414
0.220339,0.045198
0.246354,0.026214
0.197862,0.038020
0.197274,0.028157
0.219979,0.036779
0.205466,0.024105
0.184314,0.033030
0.180038,0.022599
0.178122,0.027432
0.227057,0.030635
0.216059,0.024577
0.192923,0.029376
0.222085,0.020943
0.179688,0.032347
0.196314,0.036388
0.172143,0.028305
0.212403,0.043785
0.228221,0.023795
0.264482,0.029306
0.231841,0.023259
0.180220,0.028217
0.184807,0.037857
0.197085,0.024593
0.211404,0.041672
0.170216,0.027770
0.225427,0.033010
0.173065,0.028357
0.164505,0.023677
0.202891,0.023568
0.243151,0.023828
0.184276,0.034845
0.194405,0.040287
0.199602,0.034217
0.223081,0.035233
0.247103,0.031142
0.201431,0.023515
0.208047,0.021698
0.219110,0.041812
0.191592,0.028903
0.191478,0.033506
0.243884,0.027178
0.275151,0.030824
0.204890,0.024553
0.210191,0.026856
0.191998,0.040562
0.220983,0.025485
0.189650,0.023371
0.184836,0.041756
0.295994,0.026981
0.226024,0.021478
0.261995,0.036642
0.209375,0.034714
0.219833,0.027168
0.209150,0.023608
0.244755,0.031749
0.245819,0.039169
0.199949,0.033446
0.238488,0.032997
0.224259,0.028735
0.212851,0.022211
0.220622,0.037146
0.173860,0.033106
0.169804,0.027223
0.222440,0.031502
0.229489,0.024765
0.209737,0.024298
0.231013,0.028379
0.213894,0.032207
0.208921,0.022141
0.189288,0.024767
0.223366,0.026011
0.229876,0.031265
0.176935,0.027738
0.184263,0.030342
0.192159,0.031327
0.183631,0.038893
0.199057,0.027046
0.211335,0.027347
0.232289,0.028507
0.260764,0.033136
0.188377,0.024026
0.244479,0.027966
0.205630,0.034751
0.231119,0.033670
0.187943,0.028168
0.192399,0.024273
0.218937,0.027866
0.185950,0.028062
0.208912,0.025206
0.259302,0.030648
0.246554,0.043089
0.207353,0.028874
0.203439,0.030526
0.190049,0.026435
0.268571,0.039093
0.248865,0.032289
0.203066,0.038294
0.205847,0.039743
0.190063,0.028170
0.261684,0.027951
0.178645,0.039985
0.199729,0.028511
0.248089,0.025240
0.194769,0.028481
0.229406,0.036847
0.210151,0.027585
0.256338,0.029213
0.187150,0.038906
0.218102,0.031162
0.235672,0.027980
0.204587,0.031917
0.207676,0.038443
0.213106,0.034516
0.164681,0.029012
0.287380,0.023498
0.250934,0.025464
0.179409,0.032790
0.234632,0.025453
0.227271,0.030127
0.217774,0.030430
0.247598,0.032289
0.186154,0.034895
0.226134,0.029739
0.226778,0.023249
0.247210,0.025178
0.269693,0.024384
0.212852,0.024117
0.193616,0.034051
0.207883,0.034634
0.209213,0.036842
0.208837,0.044064
0.233916,0.036016
0.229523,0.021980
0.192144,0.027913
0.208528,0.027703
0.216884,0.038917
0.244105,0.023807
0.197523,0.038825
0.241932,0.028846
0.230641,0.031311
0.198259,0.033435
0.219822,0.030535
0.209454,0.040426
0.236962,0.028825
0.234909,0.033459
0.256090,0.025479
0.257293,0.030353
0.187981,0.021336
0.174669,0.028166
0.178449,0.038356
0.246619,0.029364
0.184710,0.027090
0.216526,0.022366
0.263593,0.032190
0.197906,0.022935
0.205536,0.024685
0.230634,0.025330
0.218240,0.032163
0.244613,0.030641
0.161689,0.033087
0.264536,0.029174
0.205562,0.030048
0.206411,0.044432
0.195571,0.042671
0.171006,0.029788
0.189744,0.043954
0.273934,0.027654
0.175486,0.026979
0.169399,0.043886
0.285858,0.025498
0.209539,0.026809
0.227014,0.035121
0.180197,0.029593
0.241238,0.023823
0.211798,0.022039
0.192207,0.023092
0.236418,0.021100
