beta,gamma
0.036911,0.009926
0.256382,0.001257
0.220042,0.000765
0.115701,0.045911
0.589263,0.000864
0.485442,0.035524
0.380198,0.000531
0.354245,0.017803
0.315095,0.016225
0.089647,0.004991
0.034738,0.002853
0.168371,0.001473
0.381300,0.002281
0.216817,0.105824
0.045028,0.001176
0.076797,0.026521
0.166329,0.000902
0.260028,0.188061
0.218713,0.004976
0.069741,0.006269
0.039929,0.015930
0.507032,0.003887
0.110406,0.001597
0.088645,0.001113
0.209905,0.152838
0.114208,0.063283
0.040994,0.015680
0.188140,0.002247
0.459120,0.168883
0.163437,0.000700
0.171689,0.000524
0.385191,0.207232
0.048112,0.008173
0.268716,0.174713
0.424989,0.141423
0.251617,0.004017
0.201449,0.008725
0.062280,0.019616
0.433390,0.001248
0.175643,0.006541
0.610445,0.019321
0.561991,0.102046
0.183499,0.006099
0.327090,0.005024
0.266439,0.004136
0.138673,0.000552
0.041370,0.002901
0.043317,0.027852
0.176930,0.002804
0.144827,0.012867
0.148797,0.059119
0.217045,0.011821
0.127539,0.009890
0.235996,0.233468
0.316209,0.016946
0.342984,0.001675
0.576655,0.020297
0.044635,0.001397
0.422531,0.065826
0.143058,0.002641
0.811633,0.004813
0.720724,0.020079
0.078695,0.003133
0.058422,0.002993
0.262418,0.014562
0.048340,0.033294
0.074793,0.021630
0.197608,0.053762
0.078995,0.034213
0.073651,0.000539
0.105592,0.001240
0.335171,0.033957
0.593922,0.067343
0.402603,0.000938
0.348311,0.001794
0.428643,0.041279
0.311508,0.000908
0.293603,0.001598
0.043602,0.001846
0.152700,0.004617
0.132847,0.008689
0.238598,0.191322
0.134465,0.002551
0.245740,0.024804
0.095481,0.007525
0.299051,0.048683
0.483188,0.013159
0.301860,0.008066
0.070637,0.008088
0.208462,0.001137
0.349049,0.057771
0.044266,0.029031
0.043049,0.002986
0.395347,0.244159
0.222878,0.173944
0.292696,0.154174
0.429560,0.007108
0.780421,0.516301
0.195984,0.001035
0.233175,0.026662
0.332668,0.000764
0.050476,0.002167
0.120748,0.035673
0.286584,0.133495
0.089575,0.070030
0.156281,0.006118
0.126893,0.010304
0.225554,0.143526
0.241016,0.038395
0.125254,0.000517
0.572078,0.002536
0.277741,0.041272
0.034204,0.013886
0.049746,0.004223
0.080783,0.002442
0.355831,0.001020
0.627484,0.088306
0.115956,0.000929
0.316076,0.057266
0.194229,0.003039
0.143574,0.018085
0.112724,0.021240
0.058645,0.003911
0.501874,0.206363
0.188133,0.004230
0.117676,0.031157
0.136973,0.003421
0.167696,0.002820
0.045509,0.006234
0.056868,0.045624
0.209852,0.167911
0.978778,0.041641
0.297790,0.001418
0.066836,0.015109
0.220528,0.053526
0.192585,0.000627
0.441213,0.087723
0.064585,0.025386
0.297763,0.009114
0.056713,0.037676
0.036174,0.014576
0.303188,0.000793
0.218576,0.001064
0.042275,0.000902
0.034936,0.024072
0.173313,0.003109
0.146449,0.058276
0.217063,0.003064
0.978644,0.171559
0.367010,0.144132
0.149983,0.014139
0.432486,0.014356
0.054485,0.016708
0.116306,0.010945
0.379826,0.002116
0.033051,0.004330
0.464115,0.001157
0.529699,0.000752
0.213003,0.060295
0.317947,0.012091
0.742096,0.004409
0.154841,0.001717
0.059184,0.047088
0.198742,0.000436
0.602056,0.216114
0.252671,0.038633
0.182796,0.000723
0.225106,0.000677
0.256155,0.001375
0.213312,0.063553
0.558672,0.029734
0.106881,0.041692
0.145926,0.030888
0.402528,0.003331
0.335409,0.072313
0.126593,0.097631
0.026352,0.001160
0.035030,0.001065
0.050043,0.001002
0.497380,0.037604
0.117804,0.004756
0.180724,0.124537
0.155848,0.014177
0.505448,0.003084
0.107803,0.023581
0.220704,0.002931
0.534893,0.072337
0.633511,0.000485
0.048505,0.016633
0.392046,0.053558
0.051269,0.001240
0.172390,0.064198
0.252653,0.012655
0.364899,0.002095
0.024220,0.002031
0.209631,0.009986
0.032116,0.005382
0.240719,0.022762
0.069379,0.004579
0.537316,0.000512
0.363990,0.007302
0.320168,0.002207
0.036905,0.004398
0.044574,0.029009
0.466933,0.289631
0.199799,0.069332
0.173562,0.006306
0.050415,0.005395
0.147510,0.096734
0.148722,0.106262
0.103171,0.018320
0.471517,0.089606
0.423352,0.002555
0.211572,0.046833
0.533589,0.002291
0.064008,0.007063
0.511723,0.124436
0.059190,0.000941
0.491722,0.003051
0.160680,0.001108
0.208004,0.060367
0.058227,0.020965
0.526392,0.001047
0.152699,0.018714
0.171442,0.000659
0.180372,0.067812
0.488902,0.249686
0.356915,0.029326
0.528852,0.001070
0.448309,0.168979
0.269094,0.173828
0.051528,0.006342
0.322450,0.062097
0.245949,0.046356
0.073121,0.018363
0.247014,0.001709
0.094580,0.006242
0.166319,0.000450
0.158461,0.051709
0.292040,0.022359
0.123084,0.009599
0.171559,0.006269
0.339489,0.001430
0.055202,0.000769
0.202702,0.000706
0.229432,0.002267
0.035898,0.011731
0.561377,0.192394
0.067205,0.011862
0.105554,0.010357
0.044167,0.023338
0.236581,0.008471
0.238733,0.143667
1.141252,0.036806
0.126516,0.015459
0.125560,0.001568
0.298025,0.088693
0.193760,0.032546
0.144965,0.004797
0.449136,0.001603
0.341712,0.040931
0.215251,0.001893
0.319570,0.005306
0.272168,0.037556
0.515818,0.002629
0.260480,0.004215
0.675700,0.018760
0.195742,0.017033
0.438681,0.006425
0.326996,0.004258
0.105455,0.038052
0.170095,0.002798
0.060567,0.006290
0.528074,0.001072
0.105388,0.041756
0.105346,0.029357
0.274506,0.151635
0.103406,0.004995
0.086110,0.016623
0.357224,0.060997
0.759905,0.402971
0.075088,0.005106
0.453012,0.071778
1.035212,0.017168
0.759496,0.067035
0.269992,0.070997
0.326047,0.000470
0.759427,0.001678
0.118753,0.000541
0.336051,0.067567
0.220231,0.039133
0.497034,0.000996
0.320636,0.002458
0.039993,0.002725
0.053740,0.002381
0.080248,0.029031
0.058665,0.000869
0.362075,0.064315
0.127367,0.035550
0.229439,0.000957
0.296045,0.000561
0.129843,0.033387
0.156213,0.005428
0.086985,0.002198
0.128608,0.002189
0.075658,0.006303
0.128830,0.012724
0.182273,0.026585
0.087297,0.003999
0.639585,0.022369
0.157433,0.000624
0.310273,0.002175
0.036430,0.000944
0.081014,0.019483
0.339652,0.021100
0.126528,0.059180
0.057939,0.000925
0.127305,0.010609
0.177632,0.118492
0.050232,0.017679
0.123028,0.002112
0.186549,0.012702
0.151135,0.021878
0.442014,0.001892
0.033797,0.001318
0.103838,0.005308
0.035200,0.025533
0.048042,0.027836
0.369914,0.025838
0.381267,0.103284
0.152554,0.031483
0.071964,0.009499
0.077079,0.025270
0.236212,0.001052
0.426839,0.018008
0.281924,0.035955
0.288925,0.002369
0.121829,0.016224
0.181559,0.063980
0.488295,0.004134
0.498954,0.042604
0.138375,0.009264
0.849355,0.006206
0.208010,0.107495
0.134646,0.001697
0.190932,0.122776
0.396850,0.125431
0.131992,0.030435
0.109494,0.004836
0.497907,0.181384
0.031272,0.021226
0.416529,0.032843
0.181648,0.000984
0.275222,0.196310
0.136922,0.011206
0.138988,0.018376
0.094088,0.000607
0.483688,0.003141
0.090683,0.031937
0.452447,0.045047
0.335434,0.002529
0.340891,0.056181
0.304739,0.001423
0.141476,0.037915
0.073255,0.015147
0.296871,0.004629
0.091744,0.000675
0.380635,0.011376
0.126854,0.000881
0.188943,0.184098
0.268440,0.126432
0.246072,0.096960
0.220916,0.001860
0.142199,0.000951
0.389400,0.001597
0.085938,0.000687
0.295261,0.004315
0.271044,0.027990
0.186285,0.024206
0.304135,0.006760
0.337053,0.001110
0.066474,0.055957
0.154631,0.002283
0.102380,0.026608
0.341516,0.002633
0.145463,0.029310
0.172740,0.031199
0.524909,0.106864
0.054965,0.026277
0.072914,0.009937
0.044587,0.012514
0.361899,0.002831
0.334304,0.001183
0.120230,0.000650
0.382522,0.005586
0.037537,0.002214
0.244371,0.000440
0.532582,0.069421
0.048656,0.018964
0.124798,0.003108
0.092786,0.000742
0.170127,0.143983
0.256997,0.000768
0.177259,0.014681
0.251286,0.108540
0.029782,0.007758
0.529499,0.032400
0.735349,0.005239
0.178824,0.001799
0.268129,0.042926
0.408569,0.003611
0.054076,0.001177
0.234033,0.000588
0.235503,0.023833
0.126125,0.039252
0.983636,0.001676
0.100695,0.068448
0.507144,0.000748
0.167502,0.046788
0.573585,0.269749
0.198339,0.093177
0.259141,0.012003
0.747463,0.006367
0.204819,0.009168
0.403989,0.123139
0.043471,0.003934
0.295287,0.017752
0.025514,0.010066
0.247217,0.049271
0.591993,0.021108
0.257304,0.012354
0.191194,0.153988
0.735321,0.053424
0.223867,0.007661
0.024253,0.017690
0.410694,0.327106
0.106622,0.001150
0.182960,0.002522
0.025319,0.007410
0.435108,0.001947
0.021383,0.013193
0.218487,0.155262
0.022622,0.001832
0.243623,0.005920
0.061219,0.006796
0.192935,0.050929
0.214394,0.019870
0.076361,0.057847
0.266554,0.005195
1.279032,0.196492
0.427419,0.003360
0.056681,0.007285
0.713076,0.003423
0.073380,0.016406
0.069342,0.009009
0.410888,0.051135
0.105549,0.003353
0.670260,0.000816
0.059035,0.001354
0.384456,0.000784
0.089194,0.012283
0.092424,0.014703
0.079499,0.011436
0.374361,0.057472
0.162917,0.002247
0.102111,0.004661
0.071140,0.053543
0.252989,0.029615
0.183992,0.106096
0.735361,0.006909
0.345982,0.003277
0.232231,0.012853
0.375745,0.051069
0.526584,0.038648
0.608460,0.026670
0.061248,0.001117
0.152165,0.122036
0.055136,0.051878
0.394867,0.162949
0.184233,0.008742
0.702138,0.002521
0.157857,0.000665
0.728591,0.043537
0.950572,0.790904
0.276431,0.088504
0.042634,0.002531
0.044380,0.000942
0.095320,0.023430
0.158474,0.005473
0.201512,0.031868
0.082990,0.018898
0.178766,0.073609
0.058262,0.001085
0.141500,0.033838
0.185313,0.000804
0.076272,0.003538
0.936539,0.145653
0.153518,0.088740
0.232401,0.001216
0.362590,0.054385
0.206974,0.005017
0.053685,0.000989
0.114438,0.008651
0.170696,0.000960
0.107409,0.090181
0.144842,0.003819
0.068659,0.002916
0.042017,0.003461
0.135906,0.025253
0.321527,0.050623
0.405569,0.001701
0.223959,0.187929
0.487522,0.001091
0.023228,0.008070
0.231547,0.012893
0.202089,0.101519
0.195442,0.001030
0.289402,0.095027
0.041345,0.012696
0.062124,0.008207
0.030230,0.002896
0.054174,0.020431
0.254708,0.019626
0.086710,0.007739
0.068989,0.000693
0.159249,0.038527
0.260895,0.000470
0.165626,0.086316
0.307983,0.002082
0.160659,0.051362
0.125529,0.006190
0.089259,0.016111
0.339325,0.036974
0.135382,0.118963
0.421502,0.000521
0.150506,0.000931
0.482936,0.246240
0.026818,0.004682
0.032320,0.003904
0.137527,0.093195
0.157045,0.008105
0.193675,0.000526
0.358744,0.020009
0.124935,0.004859
0.080742,0.007284
0.234715,0.013576
0.065883,0.001000
0.367448,0.176982
0.296436,0.021508
0.278032,0.001056
0.063667,0.001335
0.244302,0.000448
0.014272,0.003532
0.316920,0.024300
0.579849,0.000536
0.250968,0.007548
0.150311,0.007839
0.370678,0.053036
0.067623,0.051401
0.026036,0.007658
0.245097,0.023941
0.229485,0.000735
0.318910,0.088318
0.533433,0.263951
0.175529,0.008642
0.189747,0.010547
0.203349,0.018340
0.244662,0.011051
0.055137,0.001103
0.118827,0.000566
0.204669,0.005357
0.411532,0.025170
0.126924,0.010670
0.584851,0.000763
0.204081,0.030779
0.173152,0.015390
0.345639,0.132011
0.109671,0.031055
0.435171,0.000520
0.346837,0.144606
0.063748,0.007326
0.301860,0.243105
0.423907,0.001168
0.084581,0.003151
0.016696,0.006036
0.082806,0.001031
0.036973,0.007615
0.170905,0.001710
0.227499,0.010832
0.223265,0.006255
0.073250,0.011453
0.031290,0.010735
0.115610,0.000778
0.484455,0.005161
0.148191,0.001933
0.204885,0.020480
0.170397,0.000574
1.230408,0.074251
0.138927,0.012404
0.268175,0.001928
0.506599,0.021426
0.163182,0.016607
0.154064,0.000868
0.312715,0.010295
0.208656,0.000498
0.066753,0.001202
0.060796,0.010141
0.327193,0.134516
0.167366,0.002215
0.259215,0.061848
0.171814,0.000899
0.536203,0.227501
0.307474,0.011497
0.205880,0.187672
0.579129,0.010966
0.179435,0.031768
1.501581,0.075040
0.149732,0.002397
0.171356,0.112704
0.224313,0.001966
1.074854,0.044398
0.182735,0.087335
0.127194,0.091313
1.081118,0.060443
0.415487,0.001925
0.024172,0.002306
0.179687,0.138462
0.093541,0.012189
0.385434,0.001387
0.058646,0.003022
0.509579,0.223296
0.132204,0.071299
0.127834,0.000488
0.255984,0.010344
0.088332,0.005839
0.130222,0.003111
0.062328,0.000801
0.038520,0.007398
0.345995,0.002653
0.358597,0.011106
0.048374,0.001624
0.146799,0.032522
0.188269,0.039394
0.189256,0.005786
0.377071,0.099180
0.135568,0.097764
0.265271,0.007330
0.445939,0.135554
0.115325,0.001981
0.253927,0.026422
0.061717,0.018551
0.145958,0.001226
0.068198,0.038774
0.180401,0.032379
0.089988,0.001858
0.398268,0.000459
0.168423,0.000536
0.355221,0.025512
0.183969,0.002480
0.499350,0.123067
0.268487,0.013820
0.703111,0.001232
0.060335,0.011067
0.024758,0.001451
0.151562,0.016726
0.110457,0.000578
0.040468,0.002072
0.118711,0.091757
0.246935,0.001714
0.362562,0.114904
0.571837,0.214253
0.190989,0.043389
0.190641,0.002856
0.029157,0.004621
0.057902,0.000671
0.416147,0.004661
0.842824,0.058832
0.074041,0.004803
0.115026,0.014741
0.705526,0.003158
1.478972,0.015507
0.214596,0.021554
0.101269,0.018071
0.571447,0.000606
0.095150,0.006047
0.317078,0.000944
0.145363,0.005116
0.420491,0.117028
0.218337,0.047572
0.184819,0.133407
0.168432,0.002557
0.061809,0.002911
0.356121,0.036220
0.096556,0.008216
0.333753,0.007425
0.234178,0.045353
0.129210,0.009426
0.280788,0.031041
0.157555,0.127145
0.069486,0.032326
0.481290,0.093078
0.053010,0.001631
0.241138,0.011943
0.078664,0.052320
0.206084,0.037112
0.383771,0.020716
0.069684,0.001255
0.091041,0.008775
0.965294,0.604721
0.574964,0.007969
0.287008,0.023581
0.077722,0.001224
0.284711,0.015752
0.464991,0.004831
0.639181,0.005641
0.175643,0.003038
0.222303,0.064549
0.447102,0.177920
0.708272,0.003189
0.050679,0.001625
0.393303,0.054720
0.021336,0.001230
0.280243,0.043368
0.072228,0.035284
0.347588,0.002091
0.049606,0.000752
0.047651,0.005135
0.148221,0.002719
0.392309,0.002103
0.148726,0.021966
0.093419,0.001930
0.044294,0.000809
0.141033,0.117851
0.160943,0.014840
0.429987,0.003792
0.359969,0.077113
0.453318,0.000550
0.160036,0.000776
0.547311,0.008196
0.021608,0.001376
0.080925,0.051665
0.170109,0.003098
0.096393,0.020386
0.391304,0.006174
0.110168,0.003440
0.343814,0.005551
0.031689,0.002722
0.021322,0.001882
0.081081,0.012504
0.137735,0.114502
0.109473,0.032278
0.049523,0.005528
0.228135,0.000797
0.045295,0.015804
0.070406,0.015864
0.141941,0.020485
0.256900,0.000811
0.576534,0.054426
0.127097,0.100595
0.181525,0.028574
0.122723,0.001187
0.946205,0.492095
0.051403,0.001968
0.338604,0.171281
0.053249,0.006058
0.016638,0.008387
0.190724,0.110437
0.259026,0.000842
0.135145,0.066293
0.337385,0.017559
0.223896,0.007488
1.102701,0.132605
0.097686,0.003013
1.226984,0.007725
0.307218,0.003093
0.226177,0.014325
0.057937,0.012284
0.652474,0.000676
0.090862,0.021843
0.704415,0.272917
0.194149,0.103400
0.127981,0.006454
0.055672,0.042287
0.284018,0.000614
0.083191,0.001285
0.249220,0.155094
0.489910,0.002263
0.565491,0.162451
0.219474,0.120747
0.125325,0.049818
0.172805,0.071870
0.136903,0.001579
0.753637,0.028352
0.281659,0.061379
0.052775,0.024208
0.124117,0.009595
0.068749,0.001117
0.651178,0.029958
0.537942,0.030748
0.117475,0.041099
0.249346,0.038128
0.157832,0.018858
0.336816,0.000780
0.073152,0.022006
0.197954,0.037269
0.073837,0.001004
0.493772,0.004658
0.318693,0.021774
0.382210,0.049659
0.268131,0.104614
0.681291,0.016462
0.281365,0.052968
0.410527,0.003054
0.047294,0.037806
0.572670,0.014034
1.381910,0.143909
0.154682,0.000591
0.114911,0.033919
0.321996,0.091864
0.153833,0.066484
0.439388,0.115215
0.118192,0.007829
0.354210,0.003762
0.065519,0.001354
0.507736,0.003531
0.183847,0.002581
0.091862,0.050653
0.023486,0.003267
0.068169,0.001946
0.469384,0.273303
0.366050,0.086328
0.204867,0.018360
0.247264,0.223046
0.122264,0.028354
0.096992,0.016255
0.193107,0.003014
0.214453,0.027821
0.280657,0.122850
0.428096,0.029825
0.409015,0.207723
0.070524,0.034142
0.132573,0.003154
0.298452,0.222170
0.348684,0.004851
0.360879,0.000773
1.039167,0.488685
0.094208,0.042584
0.102745,0.002416
0.543502,0.057004
0.155563,0.007884
0.151316,0.000917
0.841908,0.619239
0.462282,0.064707
0.154384,0.092416
0.020848,0.003584
0.174173,0.002935
0.125090,0.017554
0.377471,0.022664
0.118576,0.035211
0.145507,0.001959
0.510456,0.028301
0.141404,0.014465
0.088541,0.002422
0.088807,0.005941
0.047570,0.006013
0.176736,0.000819
0.157230,0.099006
0.070709,0.025871
0.471072,0.000924
0.101946,0.045808
0.436687,0.002942
0.516011,0.011311
0.062038,0.010910
0.054046,0.021554
0.301301,0.067944
0.092333,0.003898
0.409877,0.016836
0.031047,0.009329
0.328761,0.162630
0.471072,0.032130
0.309990,0.000611
0.606103,0.003566
0.086333,0.036686
0.185759,0.048748
0.237491,0.033746
0.098541,0.003094
0.469231,0.012745
0.134983,0.003396
0.113045,0.013764
0.052488,0.042324
0.070203,0.000626
0.466347,0.246379
0.254949,0.004690
0.498653,0.083628
0.103723,0.013945
0.258572,0.145550
0.035778,0.002441
0.119805,0.025855
0.362049,0.010864
0.328517,0.032933
0.115962,0.000652
0.089727,0.002360
0.400092,0.087750
0.310993,0.032631
0.536491,0.003916
0.272839,0.011129
0.065840,0.010918
0.500491,0.002496
0.437510,0.142199
0.084806,0.003752
0.309928,0.016914
0.024564,0.002405
0.934704,0.000638
0.063475,0.056751
0.052740,0.002208
0.176419,0.046173
0.099935,0.047183
0.049729,0.003957
0.300598,0.187110
0.080104,0.001848
0.169211,0.007293
0.044555,0.001297
0.072106,0.000916
0.326971,0.001336
0.084686,0.003052
0.066852,0.034970
0.019705,0.003673
0.702056,0.007873
0.464483,0.000562
0.227269,0.002506
0.273454,0.019495
0.451057,0.003477
0.395620,0.228849
0.478018,0.001854
0.243853,0.035341
0.040500,0.007890
0.301360,0.053963
0.153356,0.003674
0.056043,0.002926
0.690155,0.001925
0.102792,0.000825
0.262722,0.095818
0.722834,0.341691
0.261778,0.000481
0.032691,0.011246
0.106442,0.009232
0.718495,0.002837
0.274679,0.264572
0.165243,0.001216
0.473158,0.273128
0.125133,0.001658
0.192697,0.034848
0.233299,0.000542
0.214749,0.059959
0.538355,0.419375
0.178185,0.000511
0.524953,0.008554
0.380918,0.006303
0.069013,0.007725
0.229857,0.106950
0.191250,0.000841
0.050011,0.001210
0.188160,0.053335
0.074491,0.030337
0.330054,0.018314
0.045383,0.001763
0.247311,0.000636
0.084180,0.003658
0.083222,0.001049
0.659494,0.103796
0.069856,0.010430
0.040720,0.000631
0.353659,0.006809
0.644215,0.004884
0.187206,0.000809
0.600414,0.484744
0.317568,0.001648
0.223155,0.160328
0.585702,0.000871
0.087214,0.069506
0.127602,0.001934
0.063738,0.011774
0.205309,0.001198
0.164429,0.029231
0.093167,0.000466
0.093918,0.003155
0.133649,0.002844
0.157101,0.004408
0.710829,0.063056
0.280884,0.108934
0.333119,0.016861
0.348458,0.013967
0.511016,0.000544
0.064313,0.034171
0.142716,0.002349
0.410389,0.051228
0.289508,0.017096
0.379480,0.008345
0.190901,0.003967
0.082346,0.002807
0.735711,0.477511
0.086152,0.001989
0.148572,0.054051
0.222816,0.000625
0.034163,0.000921
0.170484,0.018282
0.734172,0.011820
0.125864,0.013185
0.626118,0.001255
0.537947,0.321202
0.186008,0.017849
0.175725,0.115493
0.492674,0.014564
0.239152,0.000754
0.106285,0.073060
0.150920,0.002294
0.200187,0.081955
0.064714,0.002159
0.041166,0.020692
0.221343,0.005663
0.083791,0.001816
0.096650,0.011252
0.232588,0.038383
0.020811,0.015977
0.022270,0.012625
0.539029,0.000915
0.648899,0.054402
0.143914,0.084814
0.220264,0.007849
0.221596,0.010918
0.298672,0.015290
0.263055,0.005743
0.129294,0.136069
0.195017,0.087600
0.051058,0.033553
0.430578,0.158860
0.114549,0.036721
0.272790,0.085270
0.238242,0.091055
0.239062,0.002369
0.411777,0.155192
0.170017,0.064035
0.028492,0.004449
0.158349,0.048565
0.203644,0.008086
0.297948,0.000635
0.024988,0.004496
0.224284,0.004301
0.218674,0.004440
0.057080,0.002035
0.062845,0.002886
0.030466,0.009899
0.125705,0.061169
0.063056,0.007102
0.063904,0.007940
0.230553,0.174722
0.378060,0.004303
0.324492,0.166639
0.422723,0.001805
0.060427,0.001330
0.749501,0.239875
0.082503,0.001666
0.162027,0.001467
0.346049,0.000988
0.184125,0.016763
0.105019,0.083339
0.062243,0.027354
0.043608,0.024679
0.804680,0.002561
0.220483,0.068220
0.173961,0.001004
0.324621,0.003193
0.212034,0.013054
0.243069,0.003106
0.430367,0.007486
0.435502,0.011901
0.231121,0.010627
0.351786,0.165336
0.066989,0.000999
0.311514,0.217578
0.805025,0.271004
0.085373,0.000865
0.086098,0.001498
0.287288,0.000954
0.213685,0.000614
0.289801,0.070025
0.231761,0.134652
0.357500,0.005486
0.347345,0.001617
0.103789,0.005623
0.346494,0.011573
0.982034,0.113122
0.339641,0.056262
0.170814,0.002516
0.076536,0.001228
0.218197,0.000857
0.130493,0.006249
0.274629,0.009033
0.241349,0.001379
0.028137,0.026523
0.042737,0.030454
0.162953,0.016888
0.204025,0.006716
0.065958,0.010250
0.071624,0.005305
0.043650,0.000616
0.385868,0.019641
0.662432,0.072127
0.077242,0.019490
0.150217,0.054380
0.246254,0.016114
0.068289,0.005007
0.278784,0.180631
0.253685,0.000551
0.291180,0.002694
0.642857,0.008959
1.196912,0.001041
0.819345,0.007966
0.057904,0.013474
0.204145,0.025822
0.171059,0.047566
0.695275,0.007269
0.215229,0.015999
0.093684,0.065930
0.238389,0.099365
0.218327,0.005537
0.211826,0.105037
0.087669,0.000640
0.804228,0.035601
0.034431,0.000889
0.147858,0.068245
0.225558,0.000976
0.068293,0.008626
0.166268,0.005411
0.067544,0.012455
0.112262,0.000515
0.968504,0.033896
0.084870,0.042005
0.285627,0.014255
0.016211,0.002525
0.052613,0.002208
0.386865,0.001602
0.083769,0.001118
0.311928,0.019666
0.674015,0.002725
0.174476,0.130856
0.110019,0.049577
0.143282,0.002369
0.158237,0.000493
0.243381,0.000841
0.332412,0.036032
0.216251,0.121159
0.252046,0.028765
0.112343,0.085185
0.554789,0.170640
0.088907,0.003086
0.358374,0.204126
0.189120,0.109527
0.546210,0.005662
0.468006,0.012518
0.269803,0.002031
0.159244,0.074496
0.143249,0.106325
0.152908,0.001130
0.242005,0.048817
0.473824,0.012512
0.573909,0.184127
0.131049,0.041221
0.031128,0.007917
0.301840,0.004054
0.860796,0.233771
0.163350,0.016086
0.026383,0.004534
0.361521,0.002099
0.468856,0.006367
0.104580,0.007569
0.517442,0.015740
0.555873,0.228772
0.895623,0.050908
0.109712,0.032754
0.562380,0.010115
0.041017,0.002303
0.225432,0.028683
0.165246,0.014405
0.021884,0.002078
0.036048,0.007988
0.151713,0.110938
0.240705,0.009204
0.028159,0.013069
0.026415,0.009441
0.185859,0.106127
0.049885,0.008190
0.072570,0.041788
0.207942,0.001955
0.151060,0.010465
0.861596,0.273155
0.089673,0.001911
0.103755,0.003469
0.143796,0.044679
0.181169,0.006189
0.188074,0.017486
0.065831,0.015468
0.410218,0.000964
0.670897,0.001356
0.369598,0.223042
0.212244,0.011732
0.423421,0.051815
0.137006,0.004448
0.091145,0.000888
0.155488,0.019076
0.320652,0.009755
0.216331,0.015513
0.313720,0.005569
0.250829,0.001306
0.226244,0.006549
0.069149,0.000807
0.480482,0.053360
0.084900,0.004924
0.211771,0.039448
0.153148,0.001721
0.038283,0.013684
0.278863,0.069936
0.312930,0.003741
0.062177,0.017875
0.032467,0.004461
0.391394,0.018764
0.120118,0.027721
0.149545,0.010554
0.595285,0.029590
0.344533,0.011681
0.470886,0.004995
0.231176,0.000608
0.372589,0.023852
0.211558,0.036753
0.109562,0.050376
0.089317,0.002705
0.105725,0.022587
0.287612,0.046452
0.310653,0.185297
0.079865,0.027704
0.366902,0.087096
0.214032,0.071130
0.035867,0.023765
0.046491,0.001306
0.340918,0.004250
0.080306,0.007480
0.044849,0.009884
0.096089,0.005339
0.278437,0.002754
0.140993,0.002362
0.577293,0.065434
0.220317,0.083656
0.241785,0.049777
0.098095,0.000554
0.257724,0.001323
0.710052,0.005666
0.431159,0.000783
0.101723,0.002032
0.186724,0.045587
