beta,gamma
0.146616,0.009422
0.118929,0.009018
0.123422,0.043772
0.333402,0.005808
0.229186,0.004147
0.067915,0.005628
0.224019,0.004181
0.078159,0.019821
0.177551,0.029158
0.084966,0.033753
0.103249,0.011926
0.193384,0.028063
0.068980,0.012942
0.373834,0.012357
0.185954,0.093539
0.108002,0.015123
0.082931,0.003578
0.171807,0.037679
0.071219,0.005636
0.182631,0.005177
0.128941,0.012485
0.101080,0.008110
0.144142,0.059194
0.065699,0.025507
0.065544,0.005308
0.057234,0.023352
0.213830,0.022085
0.116591,0.008210
0.182078,0.004992
0.094713,0.009370
0.176889,0.076353
0.082102,0.022349
0.166657,0.019143
0.126090,0.014152
0.155134,0.013646
0.192306,0.006716
0.109013,0.009610
0.193095,0.052335
0.128748,0.022087
0.085370,0.006317
0.171535,0.016435
0.106436,0.007056
0.101356,0.008740
0.089389,0.031864
0.081900,0.006707
0.058227,0.022744
0.094025,0.005709
0.090441,0.005333
0.207699,0.008628
0.110337,0.046582
0.050542,0.009172
0.144804,0.004075
0.084525,0.011845
0.186476,0.039510
0.092831,0.011404
0.096636,0.039728
0.111345,0.030315
0.154339,0.017645
0.056508,0.015217
0.069194,0.023029
0.254336,0.007342
0.041647,0.006678
0.134085,0.004338
0.073713,0.012338
0.211407,0.091407
0.207601,0.068034
0.126061,0.008560
0.231413,0.015693
0.176718,0.015507
0.166312,0.048619
0.124389,0.039865
0.051791,0.007168
0.122171,0.064586
0.146812,0.016059
0.163651,0.009479
0.148484,0.038032
0.089132,0.017677
0.221799,0.013881
0.077817,0.015544
0.108691,0.041206
0.093601,0.043483
0.078447,0.017029
0.172434,0.024743
0.174710,0.017459
0.174989,0.016132
0.088313,0.007556
0.209466,0.021810
0.231778,0.006574
0.210476,0.009092
0.088810,0.009090
0.074941,0.023118
0.241264,0.014814
0.072032,0.023761
0.068004,0.006295
0.177513,0.006361
0.173470,0.027473
0.239225,0.011343
0.160110,0.050373
0.190668,0.008624
0.058062,0.011533
0.334659,0.014787
0.144347,0.005681
0.119048,0.005774
0.226194,0.008520
0.144722,0.039940
0.145277,0.004631
0.126577,0.008669
0.138182,0.056286
0.127550,0.008963
0.154331,0.005815
0.091742,0.007281
0.113050,0.036597
0.223763,0.004134
0.048808,0.006022
0.106684,0.013885
0.083523,0.015490
0.184245,0.004594
0.257646,0.021404
0.141154,0.055957
0.101213,0.009863
0.296845,0.006466
0.433293,0.004522
0.151286,0.006303
0.074325,0.008140
0.104665,0.003918
0.152632,0.004175
0.234423,0.004967
0.182789,0.011352
0.164185,0.005450
0.377652,0.022251
0.097240,0.039844
0.171196,0.079865
0.179776,0.023727
0.085185,0.016488
0.176919,0.072751
0.168855,0.068749
0.141773,0.023633
0.112336,0.054006
0.105129,0.005162
0.098422,0.028570
0.079662,0.006502
0.146306,0.062797
0.135805,0.023395
0.172117,0.057780
0.098070,0.007451
0.086699,0.018966
0.192280,0.011138
0.109448,0.003827
0.093548,0.019769
0.113927,0.008796
0.280066,0.012623
0.057412,0.012311
0.055980,0.006717
0.146305,0.007031
0.194256,0.006036
0.183122,0.035765
0.079311,0.018415
0.086960,0.013553
0.087015,0.009637
0.170167,0.007900
0.283870,0.007487
0.230332,0.026660
0.110157,0.007313
0.057775,0.009597
0.097614,0.005823
0.080242,0.007985
0.417413,0.008888
0.077735,0.029754
0.123088,0.003846
0.146522,0.017613
0.145226,0.023118
0.077565,0.012637
0.114042,0.004714
0.183371,0.009182
0.098626,0.003958
0.124258,0.053665
0.160991,0.056703
0.180914,0.092969
0.074407,0.010241
0.078024,0.007163
0.141099,0.019210
0.173807,0.042930
0.276898,0.007212
0.074696,0.008089
0.084519,0.010601
0.081179,0.018762
0.075692,0.013861
0.115099,0.015446
0.103224,0.037201
0.082403,0.008373
0.112804,0.009417
0.309418,0.004850
0.096485,0.006732
0.058151,0.016934
0.088913,0.005810
0.214997,0.112814
0.229916,0.022741
0.152156,0.037222
0.182251,0.025608
0.445447,0.008365
0.182050,0.057049
0.125161,0.004990
0.090190,0.014400
0.128200,0.009344
0.184115,0.070380
0.087580,0.018827
0.073502,0.010498
0.371258,0.005731
0.079637,0.011495
0.209265,0.006194
0.159655,0.018515
0.067790,0.015279
0.131228,0.009429
0.123776,0.032425
0.117276,0.011591
0.074406,0.007359
0.111191,0.009816
0.067968,0.016967
0.291136,0.024392
0.172819,0.011616
0.071587,0.032501
0.118130,0.025653
0.058701,0.013688
0.105994,0.006641
0.077139,0.005432
0.094313,0.008317
0.172683,0.040779
0.216088,0.023241
0.074993,0.025946
0.196785,0.009709
0.168982,0.033110
0.065406,0.016407
0.083768,0.021003
0.151540,0.010627
0.168186,0.033716
0.085436,0.010947
0.172916,0.005394
0.115853,0.049759
0.139865,0.016775
0.230601,0.005871
0.093018,0.013862
0.119162,0.012458
0.200003,0.090126
0.070007,0.006340
0.304071,0.015951
0.117884,0.007928
0.086673,0.019657
0.167402,0.011980
0.101664,0.010297
0.101604,0.005460
0.133548,0.018534
0.160311,0.010674
0.161286,0.026441
0.133604,0.043651
0.126648,0.007514
0.352771,0.010250
0.128128,0.017608
0.090932,0.005608
0.098876,0.031778
0.106402,0.007840
0.128452,0.029320
0.459137,0.019765
0.098964,0.023392
0.297614,0.006033
0.169041,0.017623
0.288614,0.005374
0.191235,0.046921
0.242877,0.016368
0.699763,0.013415
0.199638,0.004379
0.270919,0.004100
0.102381,0.018196
0.187170,0.036378
0.066388,0.020413
0.077901,0.009818
0.081683,0.005548
0.068455,0.013288
0.087153,0.008491
0.382429,0.008622
0.117049,0.004062
0.063554,0.017826
0.065350,0.004439
0.083433,0.013569
0.129386,0.004038
0.383457,0.020139
0.065338,0.007188
0.144052,0.012591
0.275791,0.005974
0.304568,0.020685
0.224273,0.015012
0.079397,0.009672
0.063583,0.005092
0.163545,0.006262
0.093588,0.022818
0.326599,0.015685
0.218284,0.091231
0.102031,0.029688
0.243547,0.011976
0.202430,0.006490
0.062366,0.015386
0.161910,0.052453
0.076326,0.019296
0.110875,0.014536
0.081929,0.008298
0.104758,0.015548
0.171941,0.086139
0.105434,0.032694
0.172113,0.036983
0.172982,0.004315
0.170392,0.010557
0.126443,0.013915
0.164062,0.065681
0.129813,0.019434
0.160992,0.030037
0.082424,0.008606
0.176147,0.014934
0.198386,0.013968
0.254121,0.019913
0.106397,0.007071
0.189575,0.089969
0.118561,0.003731
0.261825,0.012751
0.179767,0.006130
0.139273,0.052059
0.341405,0.020673
0.096285,0.028992
0.071571,0.024162
0.185257,0.033263
0.073447,0.014741
0.192275,0.015245
0.099567,0.008273
0.126163,0.049216
0.099237,0.039703
0.110545,0.006411
0.096487,0.023008
0.248559,0.024467
0.051077,0.013251
0.074122,0.021415
0.095400,0.012339
0.095352,0.040996
0.150484,0.017954
0.243961,0.110016
0.281501,0.014568
0.110446,0.022302
0.252702,0.015973
0.085425,0.019505
0.072520,0.009848
0.130609,0.015691
0.105772,0.039232
0.066050,0.011435
0.118158,0.006579
0.071030,0.005057
0.231687,0.006597
0.071824,0.016452
0.246814,0.011817
0.280479,0.012945
0.095257,0.005315
0.091586,0.038848
0.176955,0.012001
0.155631,0.040369
0.086465,0.022104
0.467856,0.004357
0.073425,0.029643
0.112228,0.007240
0.074441,0.010413
0.071621,0.029911
0.062620,0.008534
0.064838,0.020398
0.072500,0.008364
0.204280,0.017128
0.082981,0.006253
0.175712,0.012030
0.148570,0.006688
0.118933,0.004271
0.143354,0.013795
0.237968,0.012266
0.210088,0.076324
0.163587,0.063840
0.108123,0.004388
0.191105,0.040116
0.206999,0.029004
0.084208,0.005329
0.081072,0.008456
0.096086,0.012011
0.093171,0.009869
0.173408,0.030440
0.184642,0.062810
0.222958,0.004396
0.079446,0.015673
0.061872,0.009777
0.150489,0.056062
0.125483,0.005327
0.117859,0.011427
0.121369,0.028545
0.135277,0.046533
0.045416,0.012004
0.106982,0.022870
0.113573,0.003714
0.039122,0.008300
0.107430,0.006195
0.296297,0.009030
0.277943,0.024639
0.182393,0.060778
0.096443,0.022510
0.202154,0.010120
0.098686,0.041427
0.059745,0.007700
0.092933,0.004510
0.099330,0.021452
0.091518,0.013185
0.142983,0.013050
0.118698,0.029302
0.095755,0.020453
0.117199,0.010957
0.121418,0.035182
0.271836,0.013399
0.060171,0.018314
0.090943,0.014305
0.093124,0.015936
0.573192,0.014612
0.063387,0.005579
0.109550,0.018519
0.087599,0.009459
0.092701,0.017931
0.130836,0.008962
0.137374,0.006926
0.169374,0.004984
0.096595,0.038148
0.073128,0.015889
0.083744,0.004139
0.103138,0.034581
0.160440,0.006855
0.068948,0.005575
0.076493,0.029369
0.147943,0.007880
0.122423,0.042761
0.303822,0.016424
0.084649,0.039112
0.107643,0.013100
0.086497,0.009012
0.111801,0.015806
0.053388,0.009803
0.101650,0.028594
0.106196,0.014288
0.079614,0.036567
0.074005,0.030988
0.133862,0.006965
0.220028,0.028144
0.065127,0.010182
0.123831,0.010394
0.088902,0.014011
0.051997,0.008835
0.133820,0.029555
0.300148,0.010494
0.130280,0.020575
0.056248,0.010955
0.056883,0.007920
0.185807,0.009701
0.083111,0.005415
0.054203,0.005644
0.160195,0.070954
0.104970,0.005449
0.078415,0.028403
0.148439,0.008285
0.143150,0.005452
0.113408,0.003720
0.186072,0.012119
0.088210,0.006177
0.089590,0.004909
0.190332,0.020076
0.249702,0.005741
0.149322,0.053987
0.199936,0.033184
0.224621,0.016437
0.069077,0.006493
0.146824,0.036651
0.078536,0.016570
0.109837,0.026047
0.138068,0.016573
0.108410,0.039350
0.136165,0.012471
0.067370,0.005121
0.086863,0.005253
0.083497,0.031585
0.064437,0.009205
0.136626,0.014262
0.085573,0.015966
0.073195,0.010594
0.149552,0.006610
0.141629,0.039731
0.201041,0.006681
0.074622,0.013826
0.226647,0.006258
0.154162,0.010331
0.057575,0.005051
0.167776,0.005866
0.092191,0.041059
0.254324,0.006888
0.123989,0.023143
0.137908,0.020461
0.060635,0.010744
0.082573,0.008979
0.158559,0.040888
0.173324,0.006257
0.228060,0.005267
0.064377,0.012557
0.086952,0.024860
0.144160,0.039220
0.126319,0.049519
0.077022,0.013567
0.047714,0.015581
0.158463,0.018419
0.138644,0.022537
0.110960,0.025195
0.057811,0.024549
0.359539,0.018223
0.136699,0.006606
0.150322,0.005153
0.118908,0.014765
0.149671,0.029406
0.052391,0.007749
0.333697,0.008601
0.198902,0.023602
0.047265,0.006240
0.116810,0.010707
0.130200,0.006551
0.142117,0.007668
0.160670,0.019409
0.123254,0.043737
0.176657,0.015039
0.084186,0.015157
0.061825,0.005210
0.062794,0.018464
0.136185,0.072506
0.082529,0.026076
0.058053,0.022725
0.058573,0.014548
0.170685,0.083115
0.092091,0.010113
0.084078,0.010527
0.152832,0.024328
0.095714,0.004518
0.142263,0.024857
0.134166,0.019654
0.090270,0.019871
0.120313,0.005098
0.238071,0.097402
0.230743,0.006258
0.059132,0.019950
0.060368,0.013768
0.074751,0.008961
0.091557,0.004986
0.211888,0.095437
0.172458,0.065874
0.224887,0.004929
0.161108,0.008297
0.066137,0.018086
0.162052,0.012811
0.183302,0.004744
0.063669,0.004543
0.152031,0.033540
0.117856,0.021447
0.051165,0.007508
0.078859,0.006836
0.053019,0.007084
0.075061,0.004500
0.308602,0.004152
0.141201,0.018650
0.119060,0.017833
0.248422,0.010510
0.108711,0.005961
0.153566,0.012524
0.132374,0.039380
0.094884,0.016382
0.068646,0.011498
0.082294,0.035296
0.141005,0.080098
0.080625,0.023320
0.110257,0.003611
0.236230,0.004922
0.065783,0.017967
0.075246,0.005302
0.189019,0.008683
0.057030,0.011602
0.086868,0.007195
0.098547,0.050425
0.106248,0.007970
0.068609,0.006576
0.114041,0.034364
0.483693,0.009738
0.134596,0.017884
0.103737,0.020462
0.094913,0.007838
0.148224,0.009274
0.190618,0.060389
0.171089,0.007437
0.111929,0.003936
0.291663,0.019603
0.052894,0.014066
0.406643,0.008958
0.129300,0.052044
0.113692,0.039154
0.080165,0.006758
0.067289,0.009086
0.240784,0.013111
0.200838,0.017064
0.079347,0.017050
0.189978,0.004383
0.147723,0.005564
0.218990,0.017897
0.071305,0.033157
0.057646,0.006059
0.111923,0.018841
0.107698,0.007936
0.128557,0.007810
0.099105,0.041673
0.241441,0.004740
0.080028,0.010907
0.106931,0.004437
0.525045,0.009519
0.119078,0.007214
0.275889,0.024747
0.161547,0.065723
0.136962,0.013949
0.135339,0.008164
0.097224,0.023273
0.056658,0.010359
0.173772,0.008859
0.125860,0.005298
0.070334,0.020925
0.214892,0.005588
0.128667,0.035977
0.095111,0.013224
0.061692,0.009683
0.118008,0.007232
0.244831,0.019205
0.067286,0.019725
0.069890,0.006890
0.074851,0.011075
0.126482,0.049328
0.096195,0.019524
0.151883,0.020565
0.061682,0.022116
0.108019,0.004880
0.134737,0.010792
0.064559,0.018578
0.126462,0.014533
0.051930,0.013053
0.118543,0.028866
0.538757,0.006618
0.052808,0.011649
0.216284,0.011398
0.046926,0.012862
0.187547,0.018637
0.220154,0.021813
0.179018,0.011189
0.093672,0.027660
0.135746,0.004131
0.190435,0.035107
0.066186,0.005687
0.195796,0.006751
0.232140,0.020527
0.082473,0.006058
0.164004,0.016895
0.140755,0.012753
0.168885,0.004125
0.084363,0.032491
0.117422,0.044895
0.134696,0.013364
0.115168,0.007319
0.142318,0.057184
0.120946,0.009811
0.141942,0.012476
0.096103,0.005355
0.112064,0.005535
0.113625,0.028185
0.193448,0.004273
0.070527,0.015085
0.199262,0.010312
0.106753,0.030847
0.062413,0.008250
0.129142,0.020643
0.081049,0.004004
0.092515,0.040236
0.145270,0.014381
0.062305,0.007832
0.343542,0.007398
0.177422,0.074300
0.078387,0.005392
0.124268,0.022929
0.041391,0.006734
0.139701,0.051302
0.129754,0.038697
0.269610,0.024719
0.301564,0.005946
0.094051,0.014787
0.162623,0.031693
0.062190,0.008113
0.100397,0.030906
0.058423,0.006096
0.088751,0.049662
0.207720,0.007415
0.170166,0.055214
0.302953,0.004617
0.288170,0.025808
0.171943,0.047525
0.181225,0.022284
0.159620,0.004217
0.112778,0.013348
0.081025,0.020500
0.251154,0.017927
0.066298,0.006097
0.180907,0.084668
0.064302,0.010465
0.189038,0.101799
0.107429,0.030670
0.083892,0.031897
0.081900,0.023122
0.063737,0.013154
0.155021,0.039947
0.261127,0.009477
0.072093,0.014321
0.374854,0.017799
0.272572,0.016183
0.224146,0.023441
0.155674,0.005803
0.223681,0.019066
0.200835,0.005974
0.115265,0.024358
0.169544,0.050039
0.179615,0.022840
0.125227,0.029955
0.073980,0.005934
0.103504,0.007923
0.080299,0.009499
0.517544,0.004787
0.066852,0.005258
0.166069,0.008432
0.177268,0.011878
0.105227,0.012157
0.120306,0.014862
0.123777,0.041221
0.045402,0.008198
0.148645,0.016666
0.164892,0.038179
0.131148,0.027381
0.073436,0.010017
0.192084,0.014736
0.125385,0.004374
0.228782,0.080207
0.153254,0.022071
0.164795,0.010809
0.341967,0.006154
0.204746,0.028189
0.134464,0.012495
0.194456,0.008834
0.259790,0.005624
0.065303,0.007769
0.110125,0.014423
0.176240,0.027967
0.061358,0.014414
0.168784,0.019498
0.120640,0.014282
0.226192,0.009582
0.100907,0.012737
0.051335,0.008833
0.096864,0.039003
0.084226,0.011013
0.104912,0.019001
0.321540,0.006513
0.104091,0.006280
0.385318,0.011781
0.159765,0.009093
0.073900,0.018155
0.229483,0.011938
0.091272,0.013985
0.065012,0.007962
0.094535,0.004683
0.112844,0.016450
0.076509,0.025014
0.072169,0.022924
0.128297,0.014027
0.097654,0.004247
0.097941,0.013091
0.165232,0.027920
0.148591,0.016683
0.075948,0.016995
0.160294,0.012798
0.170354,0.018396
0.152544,0.006796
0.113011,0.054862
0.078631,0.024084
0.106723,0.012443
0.163905,0.021499
0.091939,0.035633
0.058677,0.009606
0.231697,0.004802
0.065062,0.019894
0.174381,0.030414
0.264232,0.019101
0.237703,0.030875
0.308843,0.021104
0.170483,0.014682
0.414301,0.008974
0.174088,0.024724
0.202097,0.068709
0.221278,0.114624
0.083748,0.033611
0.619816,0.016497
0.180274,0.012846
0.102670,0.043830
0.116817,0.013231
0.099090,0.013909
0.107182,0.004538
0.067533,0.022397
0.300979,0.021835
0.047931,0.009109
0.061912,0.004702
0.157173,0.022031
0.224594,0.007343
0.092882,0.010820
0.218096,0.008914
0.045140,0.007069
0.078767,0.023686
0.150603,0.006299
0.345360,0.008661
0.149036,0.006424
0.070281,0.006342
0.174195,0.017390
0.130785,0.018239
0.064700,0.014026
0.259820,0.015957
0.094298,0.020079
0.086782,0.007063
0.354881,0.009702
0.206855,0.072241
0.127347,0.003789
0.153403,0.038865
0.058306,0.008194
0.250495,0.010422
0.082276,0.004593
0.219496,0.034492
0.179950,0.018919
0.163919,0.021556
0.207351,0.011936
0.044269,0.006766
0.206424,0.024713
0.227928,0.006804
0.273415,0.018303
0.046260,0.005385
0.180573,0.033007
0.274505,0.011283
0.093246,0.022552
0.079636,0.019437
0.114647,0.008498
0.153489,0.007608
0.755620,0.010430
0.122436,0.046507
0.067302,0.014343
0.205624,0.026435
0.094012,0.025549
0.065621,0.007206
0.056703,0.015848
0.192951,0.047963
0.179396,0.035767
0.071988,0.033584
0.155021,0.038712
0.223345,0.005962
0.079580,0.031209
0.061311,0.024084
0.159203,0.084496
0.188121,0.005102
0.118966,0.037758
0.174659,0.034921
0.074956,0.012975
0.082627,0.009865
0.066535,0.015520
0.065949,0.011366
0.121584,0.006269
0.078386,0.019465
0.146843,0.009319
0.274486,0.013550
0.062663,0.006498
0.376353,0.011267
0.084823,0.006272
0.053599,0.014563
0.053577,0.008302
0.129613,0.018865
0.076325,0.034240
0.291030,0.022164
0.140165,0.028046
0.121820,0.012322
0.055015,0.005026
0.053471,0.012844
0.040517,0.008874
0.110042,0.019863
0.192703,0.017914
0.101662,0.007051
0.094895,0.011645
0.063893,0.021120
0.146867,0.004205
0.130073,0.029446
0.064588,0.014850
0.113225,0.006740
0.109258,0.006422
0.097030,0.009150
0.461998,0.006095
0.078378,0.013216
0.128590,0.016407
0.095096,0.008766
0.135214,0.007625
0.157186,0.077969
0.279520,0.014013
0.212322,0.096606
0.057265,0.005812
0.089676,0.006351
0.144076,0.005823
0.112845,0.005689
0.130825,0.057871
0.155696,0.059643
0.136410,0.031905
0.103221,0.014312
0.066848,0.004757
0.076022,0.030558
0.190397,0.012959
0.069502,0.021787
0.067990,0.012709
0.077536,0.017509
0.136335,0.017123
0.145410,0.031419
0.061233,0.011813
0.164742,0.072038
0.115496,0.003918
0.266234,0.007800
0.061699,0.005377
0.225780,0.028411
0.160516,0.062329
0.103874,0.005418
0.288743,0.008112
0.073709,0.011058
0.055127,0.006011
0.123462,0.024344
0.143581,0.010909
0.090285,0.018050
0.069157,0.013544
0.072594,0.009276
0.111138,0.011075
0.070324,0.010136
0.058898,0.006472
0.201327,0.006863
0.105349,0.011728
0.119896,0.006242
0.167193,0.005672
0.086494,0.009532
0.169122,0.055611
0.167372,0.044697
0.056839,0.018704
0.131795,0.006219
0.136524,0.009258
0.072654,0.005520
0.160707,0.011596
0.126817,0.003902
0.121514,0.035290
0.057547,0.014702
0.132628,0.006673
0.086387,0.012214
0.154298,0.005315
0.102180,0.004284
0.144110,0.004063
0.084858,0.019974
0.104321,0.006587
0.388359,0.020874
0.175395,0.049407
0.120921,0.011284
0.101309,0.022476
0.167983,0.003895
0.097927,0.016149
0.093056,0.010732
0.201289,0.009040
0.059044,0.005357
0.104439,0.005875
0.083911,0.011593
0.125112,0.014816
0.088967,0.038626
0.210315,0.017629
0.129256,0.003788
0.128213,0.015439
0.276724,0.018058
0.047183,0.008379
0.074552,0.029918
0.180569,0.087303
0.137923,0.006160
0.281907,0.004619
0.276965,0.018421
0.233733,0.006945
0.151325,0.010639
0.104133,0.032970
0.098859,0.029142
0.090920,0.011820
0.065791,0.009823
0.168369,0.016173
0.184213,0.070507
0.103202,0.025153
0.159562,0.006822
0.094237,0.027720
0.109178,0.023035
0.055116,0.017374
0.133869,0.007762
0.237966,0.019908
0.172877,0.052558
0.184558,0.005551
0.097247,0.036187
0.119415,0.004315
0.088477,0.030520
0.340775,0.006586
0.113415,0.037526
0.136316,0.075617
0.114836,0.011481
0.050434,0.005475
0.102396,0.021239
0.163165,0.006458
0.065717,0.019592
0.159431,0.035088
0.081081,0.010425
0.144557,0.069411
0.078167,0.006252
0.091381,0.027420
0.167450,0.003910
0.223725,0.017387
0.104417,0.012817
0.137719,0.021167
0.333708,0.004939
0.118747,0.005660
0.200811,0.081614
0.167703,0.013526
0.056102,0.005996
0.157208,0.013582
0.120646,0.048155
0.105221,0.016457
0.082476,0.013690
0.176929,0.066168
0.136779,0.021406
0.096890,0.052490
0.065405,0.021055
0.044209,0.006939
0.100360,0.004598
0.050293,0.012923
0.139929,0.012342
0.077649,0.007366
0.109986,0.006093
0.112938,0.011763
0.073335,0.013757
0.127647,0.048448
0.071653,0.005620
0.102160,0.031177
0.143596,0.034159
0.140446,0.045471
0.163007,0.003763
0.109294,0.055071
0.059731,0.011570
0.114917,0.019087
0.186056,0.010646
0.111056,0.006233
0.159991,0.004372
0.167841,0.005674
0.119596,0.060061
0.128536,0.029225
0.166122,0.058670
0.126543,0.061495
0.077109,0.007726
0.232916,0.012442
0.274197,0.007405
0.110498,0.008244
0.385835,0.005454
0.206344,0.011013
0.089101,0.010360
0.255188,0.004346
0.085174,0.004410
0.325807,0.006220
0.081886,0.017255
0.209796,0.009445
0.097681,0.008079
0.304736,0.010133
0.098219,0.016473
0.043226,0.005993
0.202447,0.004199
0.124650,0.025992
0.321478,0.015468
0.088674,0.007235
0.301942,0.005504
0.099062,0.005190
0.239634,0.007081
0.199721,0.100976
0.095238,0.011455
0.120735,0.004359
0.068676,0.021324
0.088856,0.004740
0.125294,0.031729
0.200216,0.032386
0.138196,0.011980
0.166572,0.059415
0.146730,0.019358
0.063938,0.004849
0.096325,0.010923
0.103660,0.040000
0.128932,0.051128
0.448471,0.011425
0.172315,0.015212
0.170020,0.022844
0.175883,0.068811
0.101676,0.016327
0.077175,0.010400
0.211206,0.011031
0.150448,0.077762
0.091709,0.012091
0.178838,0.024055
0.097342,0.007520
0.131036,0.011794
0.128214,0.005813
0.307784,0.007789
0.051371,0.014217
0.056081,0.021499
0.097765,0.009995
0.089678,0.017590
0.127303,0.005766
0.180750,0.061943
0.175671,0.006541
0.071653,0.008499
0.121164,0.046325
0.064370,0.028956
0.183421,0.054931
0.310694,0.013624
0.076456,0.016313
0.195751,0.009505
0.141453,0.004799
0.061662,0.008739
0.119106,0.006989
0.187043,0.092587
0.125597,0.022325
0.142261,0.030073
0.130024,0.006831
0.080886,0.027428
0.242332,0.019942
0.080162,0.009353
0.139742,0.005546
0.080901,0.004462
0.257996,0.005517
0.187292,0.020631
0.075741,0.022354
0.119972,0.004795
0.047310,0.007582
0.144924,0.067427
