beta,gamma
0.130245,0.027104
0.089096,0.004122
0.179169,0.081278
0.042004,0.000897
0.177505,0.018260
0.081646,0.001183
0.069266,0.005171
0.190988,0.003902
0.159476,0.052309
0.194325,0.068183
0.312249,0.245536
0.224726,0.024121
0.400083,0.092289
0.236247,0.026272
0.141327,0.020485
0.359015,0.032946
0.099329,0.006206
0.062825,0.018395
0.070531,0.028155
0.158645,0.005134
0.224626,0.112251
0.189667,0.008554
0.205387,0.005604
0.069685,0.001191
0.079562,0.019731
0.310517,0.009404
0.230772,0.003496
0.082656,0.001401
0.118572,0.000784
0.113791,0.036613
0.023812,0.011953
0.136477,0.001555
0.085731,0.001664
0.592909,0.097775
0.104211,0.005125
0.119378,0.061222
0.069007,0.000947
0.046153,0.018420
0.098507,0.079442
0.317821,0.007704
0.025116,0.005243
0.241185,0.073072
0.197710,0.003570
0.108149,0.061965
0.071910,0.001055
0.088964,0.003371
0.196199,0.011887
0.120588,0.000685
0.080088,0.001670
0.129442,0.082601
0.172675,0.017531
0.142113,0.045718
0.308505,0.180984
0.093523,0.023951
0.098316,0.006978
0.184812,0.030845
0.105277,0.000681
0.124405,0.020780
0.037342,0.021342
0.201670,0.054369
0.091290,0.000647
0.056034,0.026695
0.140736,0.004706
0.020544,0.006140
0.057386,0.028625
0.193714,0.001114
0.019502,0.007144
0.057289,0.002240
0.126270,0.001154
0.276373,0.018170
0.124467,0.001056
0.150009,0.003597
0.046479,0.018954
0.136524,0.007580
0.089834,0.035151
0.143776,0.006248
0.163010,0.138733
0.083634,0.002320
0.103678,0.001051
0.129944,0.004213
0.059587,0.000838
0.056685,0.001488
0.435471,0.003384
0.268235,0.034023
0.429940,0.000701
0.316127,0.065839
0.164140,0.029385
0.105494,0.078989
0.036952,0.007235
0.117952,0.001197
0.211599,0.001298
0.144821,0.003071
0.141158,0.012901
0.234813,0.015336
0.083697,0.001159
0.025302,0.001460
0.118370,0.035004
0.215166,0.085280
0.129151,0.012752
0.219960,0.176015
0.065165,0.000950
0.109804,0.001738
0.067534,0.050071
0.157166,0.000856
0.234943,0.156848
0.285706,0.001574
0.066143,0.001699
0.040296,0.017013
0.143039,0.023642
0.314818,0.019333
0.050719,0.004779
0.078409,0.007227
0.454580,0.046688
0.185929,0.001088
0.021182,0.003059
0.117346,0.001698
0.179215,0.094102
0.171493,0.010746
0.022877,0.002385
0.083344,0.014409
0.086997,0.001087
0.095986,0.016567
0.079531,0.001256
0.081863,0.001304
0.051833,0.000840
0.088875,0.051918
0.042380,0.010074
0.145044,0.036772
0.137522,0.020992
0.117961,0.006746
0.112343,0.016254
0.041485,0.002055
0.110150,0.015744
0.304483,0.275306
0.030292,0.001741
0.054487,0.000936
0.105649,0.002525
0.136857,0.006632
0.065960,0.001001
0.071813,0.009498
0.078655,0.002454
0.078929,0.002088
0.091120,0.004782
0.543600,0.011800
0.035523,0.005448
0.031055,0.017856
0.135046,0.003073
0.147181,0.000661
0.199371,0.002410
0.057615,0.032456
0.079629,0.000908
0.274844,0.105370
0.061227,0.002291
0.087231,0.003006
0.051841,0.035953
0.247753,0.010920
0.057905,0.016271
0.095830,0.001040
0.158069,0.008735
0.218378,0.006756
0.019504,0.005146
0.088565,0.002358
0.099569,0.010184
0.142517,0.033491
0.133265,0.042979
0.109487,0.010103
0.295419,0.015867
0.056142,0.001203
0.043593,0.007029
0.075465,0.017307
0.029104,0.008138
0.042341,0.001464
0.062154,0.008321
0.100008,0.024422
0.563407,0.007406
0.039029,0.008835
0.063008,0.005461
0.127782,0.003687
0.453150,0.182378
0.233935,0.024217
0.409918,0.180420
0.021188,0.001936
0.313969,0.001320
0.030027,0.001642
0.055659,0.005314
0.076290,0.005822
0.065800,0.003435
0.191112,0.107723
0.077052,0.001288
0.084284,0.005737
0.146630,0.051373
0.036571,0.010012
0.195612,0.003458
0.022488,0.001539
0.130953,0.045151
0.029710,0.004304
0.111878,0.077584
0.043163,0.013579
0.043949,0.013172
0.023274,0.001570
0.155460,0.052903
0.025577,0.013003
0.076942,0.044129
0.089141,0.001450
0.162881,0.005093
0.151927,0.082455
0.113487,0.001207
0.038900,0.010227
0.042844,0.001129
0.118356,0.002977
0.081221,0.008673
0.056575,0.014490
0.035164,0.003629
0.074794,0.003948
0.090149,0.002663
0.150365,0.031261
0.113436,0.001247
0.253655,0.001486
0.417567,0.352358
0.217592,0.136390
0.144445,0.104819
0.095000,0.052670
0.149781,0.034011
0.132992,0.001243
0.067541,0.002093
0.133499,0.004893
0.108837,0.002699
0.111037,0.001118
0.035866,0.007382
0.034797,0.002878
0.155371,0.010027
0.174052,0.010809
0.107019,0.042166
0.390699,0.009158
0.076951,0.001091
0.159290,0.001094
0.098257,0.001341
0.049392,0.010865
0.105088,0.000587
0.220012,0.072889
0.057459,0.009577
0.126545,0.064373
0.040746,0.003475
0.027201,0.001678
0.243479,0.013403
0.410387,0.125920
0.125449,0.008907
0.097737,0.001205
0.188562,0.024012
0.065062,0.028338
0.285832,0.002040
0.054292,0.001216
0.132915,0.001080
0.115295,0.019299
0.065882,0.001704
0.202066,0.044416
0.120763,0.087466
0.108610,0.042115
0.201735,0.039487
0.046221,0.025700
0.029297,0.001842
0.630088,0.007715
0.031303,0.001145
0.024995,0.001664
0.140774,0.015975
0.077334,0.009523
0.106756,0.013754
0.271920,0.005011
0.187343,0.014537
0.332168,0.001147
0.088314,0.068855
0.052495,0.002273
0.197482,0.155057
0.209239,0.004821
0.068201,0.002339
0.052648,0.001536
0.148078,0.003010
0.084457,0.004346
0.413121,0.028166
0.309457,0.008655
0.034861,0.001723
0.094491,0.007485
0.263860,0.018536
0.018973,0.006924
0.117208,0.002067
0.096193,0.000950
0.056537,0.001183
0.228286,0.005362
0.034213,0.001149
0.035227,0.004852
0.067356,0.001154
0.117970,0.004628
0.101199,0.000777
0.058007,0.017054
0.044837,0.002118
0.303963,0.005316
0.043660,0.020541
0.150381,0.003958
0.171827,0.033411
0.023070,0.004794
0.279839,0.000623
0.311708,0.225693
0.283102,0.022863
0.074016,0.008170
0.106239,0.004145
0.027917,0.003988
0.190758,0.002982
0.166925,0.001172
0.081166,0.000577
0.072237,0.002248
0.163551,0.002650
0.057447,0.001000
0.151488,0.001141
0.079558,0.014247
0.221070,0.008169
0.026073,0.001404
0.048452,0.007400
0.139942,0.098643
0.073971,0.002472
0.203941,0.000929
0.037372,0.008629
0.121659,0.004905
0.050164,0.008343
0.055041,0.002061
0.032753,0.007439
0.131509,0.077173
0.036647,0.002637
0.125994,0.021753
0.290954,0.063064
0.185243,0.006767
0.372615,0.030292
0.141902,0.014067
0.060732,0.000965
0.144399,0.077985
0.028608,0.003966
0.022593,0.004290
0.130136,0.016035
0.100622,0.001970
0.169849,0.023902
0.022395,0.003321
0.155460,0.020724
0.141782,0.001443
0.138371,0.009873
0.183382,0.001991
0.296763,0.018017
0.037408,0.006600
0.054530,0.001508
0.251701,0.002644
0.080970,0.001161
0.041730,0.011975
0.064859,0.004293
0.181288,0.001996
0.032564,0.002377
0.362370,0.103403
0.183898,0.002390
0.141212,0.005012
0.097486,0.004501
0.268783,0.001338
0.077731,0.000811
0.056649,0.000990
0.275513,0.002391
0.122377,0.036396
0.136293,0.018119
0.102756,0.011849
0.546707,0.002958
0.121575,0.044774
0.098821,0.052590
0.056806,0.025936
0.614058,0.012442
0.236474,0.001200
0.151673,0.000787
0.072669,0.000711
0.190039,0.060806
0.168611,0.009605
0.042156,0.016030
0.041993,0.007088
0.157933,0.003511
0.093391,0.003995
0.025505,0.001734
0.234553,0.000920
0.097091,0.002009
0.218281,0.002641
0.290335,0.001662
0.047920,0.010861
0.120171,0.022835
0.042357,0.016302
0.176427,0.002997
0.091464,0.007886
0.078572,0.013820
0.064982,0.001022
0.387043,0.004277
0.041100,0.000868
0.228501,0.087734
0.126325,0.001535
0.018909,0.003390
0.282624,0.101714
0.032173,0.004922
0.094590,0.057127
0.035442,0.005973
0.022289,0.002421
0.078134,0.001643
0.146513,0.018650
0.317534,0.001437
0.474279,0.189529
0.141310,0.077262
0.257224,0.035987
0.162024,0.000949
0.186129,0.002014
0.149032,0.002967
0.047079,0.005262
0.029808,0.001325
0.349799,0.001756
0.054684,0.002039
0.263862,0.041931
0.035221,0.004710
0.120321,0.001279
0.037472,0.005180
0.096775,0.001455
0.083720,0.005132
0.208343,0.020760
0.158140,0.006626
0.256347,0.086655
0.050770,0.036791
0.150815,0.009910
0.034270,0.018873
0.024976,0.002134
0.069802,0.002249
0.167819,0.002760
0.083994,0.006675
0.097426,0.025174
0.184029,0.041110
0.138662,0.005054
0.149089,0.000931
0.035363,0.001647
0.908588,0.248902
0.148173,0.025019
0.111437,0.045578
0.054834,0.000690
0.046197,0.002000
0.105551,0.001132
0.115515,0.010931
0.082923,0.000726
0.030075,0.017986
0.068706,0.013182
0.049358,0.007129
0.155564,0.023597
0.055036,0.012320
0.030895,0.002954
0.123398,0.000960
0.073408,0.001031
0.080768,0.016538
0.240010,0.001436
0.094193,0.001232
0.061200,0.017636
0.030030,0.005926
0.314905,0.002382
0.388569,0.019916
0.104227,0.009895
0.681711,0.356770
0.325397,0.002803
0.132784,0.046061
0.098832,0.001494
0.129084,0.004792
0.234902,0.021371
0.736860,0.673651
0.237449,0.021551
0.048160,0.011370
0.144128,0.025569
0.054086,0.028053
0.057863,0.004909
0.136973,0.002375
0.060438,0.001872
0.037151,0.004952
0.194562,0.002641
0.187309,0.117413
0.029916,0.001316
0.143665,0.013466
0.150438,0.002347
0.181161,0.055912
0.110804,0.001895
0.075813,0.005247
0.240972,0.004532
0.045258,0.006823
0.074942,0.049293
0.063629,0.004841
0.665433,0.051905
0.035532,0.011283
0.083312,0.001476
0.051952,0.002953
0.187468,0.121198
0.116235,0.000824
0.134288,0.027058
0.067988,0.018989
0.023217,0.008179
0.065000,0.001902
0.092689,0.070333
0.108982,0.002174
0.089097,0.002751
0.114962,0.027672
0.042259,0.008982
0.094177,0.000676
0.066343,0.007345
0.032940,0.002027
0.030840,0.015375
0.061870,0.009390
0.199089,0.053637
0.208082,0.035437
0.120793,0.009097
0.128623,0.000964
0.141449,0.006801
0.109211,0.020970
0.083801,0.003557
0.022883,0.003496
0.137344,0.017295
0.034803,0.002781
0.100229,0.000822
0.181139,0.007930
0.039141,0.016687
0.293465,0.038980
0.098575,0.049687
0.106872,0.005657
0.040012,0.023763
0.034516,0.013227
0.099381,0.035738
0.026577,0.007048
0.228702,0.012137
0.062899,0.000993
0.130685,0.002359
0.431474,0.207685
0.081350,0.001922
0.180402,0.040660
0.212591,0.000696
0.115979,0.027106
0.020985,0.003911
0.080206,0.010423
0.021562,0.002163
0.287568,0.152207
0.244360,0.010562
0.079354,0.033008
0.020455,0.007276
0.162328,0.003140
0.052302,0.038842
0.059771,0.029345
0.072221,0.002052
0.090989,0.011377
0.046058,0.014535
0.082124,0.062668
0.042832,0.004758
0.189816,0.002478
0.126900,0.009952
0.061610,0.001178
0.483928,0.003739
0.223976,0.016485
0.058963,0.014294
0.036010,0.004254
0.129164,0.001256
0.060187,0.005147
0.089173,0.001234
0.026336,0.011521
0.090445,0.038453
0.026890,0.006068
0.094929,0.028628
0.106936,0.038939
0.069677,0.007996
0.148462,0.026905
0.114864,0.023990
0.105504,0.001322
0.056806,0.022951
0.041726,0.003857
0.071648,0.002678
0.022669,0.004922
0.056123,0.005241
0.139947,0.024503
0.047535,0.003584
0.024004,0.005559
0.110343,0.009217
0.047471,0.001195
0.301104,0.003931
0.013829,0.003976
0.095279,0.007699
0.063340,0.000691
0.038255,0.020777
0.144837,0.006544
0.038887,0.006568
0.042699,0.003179
0.128988,0.019845
0.193304,0.157007
0.052275,0.026678
0.133927,0.003152
0.082778,0.064176
0.039575,0.003720
0.150787,0.000887
0.287297,0.019492
0.090142,0.006535
0.137629,0.003991
0.029144,0.001927
0.161632,0.001207
0.026124,0.003639
0.147079,0.028434
0.028481,0.003798
0.032314,0.007636
0.066716,0.004261
0.307026,0.012291
0.061294,0.002897
0.051396,0.014695
0.143109,0.074687
0.233817,0.003927
0.370644,0.005109
0.121232,0.090379
0.072654,0.007209
0.183334,0.009113
0.146682,0.000845
0.037323,0.005810
0.107143,0.003579
0.167507,0.099509
0.078065,0.036691
0.041822,0.000939
0.211932,0.156811
0.189015,0.004693
0.153497,0.005451
0.028588,0.002194
0.022778,0.003159
0.105137,0.003699
0.073552,0.053766
0.018315,0.001784
0.025443,0.016661
0.062124,0.000665
0.042920,0.011344
0.126892,0.016703
0.108721,0.002111
0.077839,0.007416
0.038205,0.003840
0.091141,0.033224
0.057160,0.009007
0.514652,0.144316
0.093096,0.020184
0.046959,0.007001
0.057054,0.002496
0.424944,0.001622
0.032535,0.001614
0.051187,0.015191
0.046515,0.039531
0.093352,0.053817
0.068944,0.001028
0.081996,0.009778
0.078884,0.005883
0.122346,0.002922
0.179713,0.003179
0.117782,0.021268
0.422315,0.006270
0.082271,0.012677
0.082993,0.035064
0.079228,0.001418
0.079215,0.015027
0.061628,0.005602
0.022612,0.001730
0.049271,0.031126
0.237017,0.047841
0.111649,0.002014
0.034053,0.002656
0.117133,0.003280
0.043024,0.008879
0.268088,0.000785
0.029016,0.006345
0.052686,0.017965
0.042386,0.001368
0.205978,0.097279
0.284114,0.012722
0.028656,0.003722
0.163222,0.082219
0.095760,0.032562
0.232228,0.061606
0.576148,0.044533
0.069833,0.009388
0.034393,0.001900
0.119707,0.001439
0.119684,0.001848
0.168498,0.014172
0.173328,0.002993
0.087098,0.017534
0.430804,0.160352
0.051888,0.001058
0.304573,0.010524
0.204735,0.001942
0.024322,0.002740
0.155923,0.092431
0.043621,0.004654
0.057468,0.001853
0.024131,0.009051
0.057437,0.001638
0.120987,0.001306
0.043329,0.007323
0.093547,0.004987
0.094908,0.020478
0.044614,0.026267
0.094890,0.018334
0.185914,0.011449
0.119727,0.056947
0.168006,0.006143
0.256277,0.000765
0.033650,0.001750
0.172411,0.008982
0.079412,0.040924
0.146012,0.000674
0.129403,0.034380
0.041768,0.002843
0.456378,0.050633
0.087459,0.009399
0.164746,0.048100
0.126308,0.013633
0.043552,0.011020
0.131146,0.000701
0.035179,0.003421
0.120126,0.002002
0.366694,0.002304
0.602257,0.037925
0.029146,0.001546
0.115993,0.007532
0.298090,0.001195
0.251332,0.074122
0.424102,0.293086
0.056246,0.003431
0.068381,0.022889
0.043239,0.006412
0.071113,0.005685
0.017390,0.004407
0.161828,0.004965
0.081041,0.010491
0.060212,0.002174
0.101659,0.022906
0.115813,0.000705
0.026477,0.010290
0.040176,0.001317
0.029862,0.001454
0.096802,0.003429
0.473744,0.092022
0.028240,0.004020
0.140826,0.000875
0.136063,0.003651
0.090218,0.019415
0.053584,0.000754
0.057670,0.002848
0.044906,0.003184
0.055836,0.003177
0.124137,0.016159
0.029838,0.007671
0.146685,0.002810
0.222116,0.170140
0.125940,0.017720
0.071214,0.001581
0.030243,0.002317
0.043987,0.002209
0.049100,0.003141
0.066445,0.002312
0.050984,0.000992
0.332824,0.282700
0.064667,0.001302
0.194884,0.001247
0.185644,0.004308
0.269977,0.014070
0.119717,0.028252
0.129973,0.034887
0.022553,0.004897
0.237178,0.064251
0.034593,0.005369
0.046187,0.006818
0.033379,0.019785
0.027065,0.001725
0.072066,0.008176
0.160078,0.003829
0.038188,0.004304
0.258791,0.018445
0.116110,0.007036
0.073211,0.002177
0.168972,0.081494
0.190083,0.001362
0.151396,0.039462
0.088451,0.007766
0.182515,0.096013
0.033179,0.000862
0.041314,0.006915
0.027861,0.014586
0.218184,0.070455
0.122560,0.002907
0.246311,0.011706
0.143422,0.051631
0.050093,0.002569
0.301688,0.009673
0.185035,0.053118
0.073439,0.021458
0.105430,0.001170
0.232044,0.005035
0.165048,0.001702
0.050721,0.005707
0.085975,0.001087
0.047238,0.002734
0.037504,0.003127
0.068459,0.048519
0.110441,0.006280
0.147119,0.076545
0.068350,0.008264
0.027082,0.016372
0.355381,0.013385
0.091058,0.001557
0.073541,0.004188
0.217157,0.048962
0.199843,0.007666
0.044876,0.005570
0.147439,0.000670
0.064943,0.010792
0.114554,0.003636
0.040763,0.022707
0.088427,0.004406
0.039664,0.012631
0.070780,0.019869
0.224794,0.051350
0.068722,0.008149
0.152542,0.057216
0.110496,0.046463
0.034313,0.005895
0.127605,0.005026
0.225358,0.030114
0.156422,0.015297
0.027789,0.005949
0.176799,0.148747
0.296965,0.004950
0.112511,0.004577
0.046341,0.004317
0.132672,0.067984
0.108226,0.005637
0.440161,0.007069
0.123602,0.001543
0.052059,0.015715
0.066965,0.000626
0.060214,0.006721
0.144589,0.068676
0.280826,0.063166
0.308874,0.007212
0.031141,0.008667
0.108779,0.008773
0.080446,0.003563
0.054342,0.009032
0.461367,0.051671
0.325364,0.005870
0.177821,0.001608
0.207505,0.009436
0.090531,0.000654
0.044206,0.026382
0.201204,0.029581
0.116276,0.022593
0.104035,0.037964
0.219148,0.000925
0.048500,0.027366
0.063973,0.004272
0.203755,0.000687
0.222437,0.117928
0.042613,0.003906
0.135966,0.002310
0.053774,0.001362
0.098944,0.003133
0.073956,0.007747
0.091733,0.001790
0.074462,0.030587
0.086481,0.041507
0.103366,0.011610
0.126948,0.004377
0.169790,0.001758
0.076115,0.002281
0.054690,0.011944
0.081436,0.012540
0.062758,0.008007
0.151538,0.002339
0.144298,0.016154
0.079784,0.003507
0.207406,0.061541
0.022065,0.005393
0.070321,0.047974
0.108365,0.000695
0.212642,0.044969
0.029860,0.013232
0.051445,0.012269
0.189155,0.002512
0.099504,0.053049
0.391360,0.001871
0.085950,0.011696
0.176858,0.003738
0.060164,0.010043
0.025755,0.001947
0.082923,0.006002
0.032734,0.015745
0.154463,0.000901
0.089355,0.000838
0.306704,0.225618
0.452994,0.010338
0.165189,0.078328
0.177886,0.007812
0.284405,0.001444
0.178106,0.001508
0.243582,0.001657
0.341104,0.002382
0.073655,0.027539
0.059731,0.001911
0.042659,0.002467
0.101347,0.002203
0.484727,0.034718
0.189867,0.001892
0.162837,0.035167
0.050051,0.014271
0.094087,0.001298
0.042919,0.006117
0.050806,0.002616
0.061296,0.001349
0.185204,0.006617
0.155840,0.004949
0.065510,0.003870
0.075615,0.006415
0.368111,0.009536
0.131694,0.001104
0.271896,0.007049
0.287056,0.002463
0.063877,0.035019
0.035075,0.002174
0.073176,0.050292
0.069305,0.004924
0.039007,0.007550
0.096803,0.001553
0.094934,0.002162
0.414209,0.204713
0.125107,0.013490
0.067961,0.006310
0.118238,0.000844
0.211084,0.000816
0.058208,0.023763
0.181395,0.085554
0.151685,0.001303
0.088059,0.033401
0.075080,0.011085
0.043534,0.003743
0.031632,0.001416
0.051032,0.013030
0.189878,0.103678
0.027470,0.010293
0.254535,0.149448
0.274701,0.004009
0.231757,0.029173
0.037670,0.000818
0.035457,0.006869
0.065177,0.017675
0.028635,0.006614
0.032074,0.001247
0.061589,0.017227
0.120228,0.002516
0.224578,0.006058
0.221783,0.006905
0.037066,0.001341
0.175907,0.074035
0.096718,0.041328
0.104231,0.023871
0.037401,0.001830
0.620634,0.004867
0.079165,0.002115
0.055844,0.002054
0.329848,0.084847
0.115192,0.004116
0.044478,0.004248
0.073553,0.001670
0.222678,0.001669
0.257076,0.037684
0.138326,0.001804
0.144439,0.010207
0.501488,0.006991
0.149342,0.002442
0.139957,0.077962
0.140199,0.003771
0.032268,0.017382
0.105500,0.020793
0.048578,0.003534
0.037913,0.016690
0.048907,0.001634
0.048625,0.032449
0.052921,0.011213
0.102502,0.001598
0.094585,0.002910
0.165359,0.001457
0.164509,0.010456
0.070856,0.001081
0.222212,0.030039
0.037579,0.004175
0.232536,0.004336
0.222796,0.024735
0.298247,0.001874
0.283493,0.045430
0.192323,0.012600
0.107681,0.002103
0.048301,0.001953
0.067634,0.001119
0.038826,0.001666
0.201150,0.003927
0.106116,0.000860
0.151228,0.041410
0.231169,0.001384
0.084575,0.011395
0.328499,0.227912
0.072422,0.002420
0.156501,0.005092
0.213049,0.029508
0.274522,0.174290
0.186634,0.000830
0.085730,0.004765
0.045684,0.004428
0.110908,0.000684
0.170984,0.007890
0.298802,0.037252
0.153493,0.003344
0.049618,0.016461
0.088065,0.023143
0.238217,0.003347
0.330797,0.013947
0.057106,0.002160
0.215546,0.001514
0.018947,0.003384
0.094071,0.003438
0.130720,0.000937
0.026950,0.005922
0.076001,0.043325
0.146946,0.005061
0.098478,0.028784
0.510630,0.011424
0.366785,0.155762
0.116852,0.040991
0.186857,0.007930
0.114549,0.003986
0.086344,0.001470
0.048676,0.002816
0.043893,0.006596
0.036337,0.002708
0.102096,0.001999
0.050679,0.009297
0.124296,0.058004
0.228990,0.006820
0.601553,0.002124
0.030736,0.006667
0.172923,0.001070
0.134924,0.003700
0.123378,0.065331
0.063880,0.009486
0.028575,0.001620
0.119174,0.002008
0.253872,0.053402
0.042408,0.014921
0.175443,0.063334
0.135174,0.002292
0.109617,0.004095
0.075194,0.052990
0.026572,0.006364
0.029921,0.001949
0.118681,0.003902
0.110595,0.003018
0.106157,0.000639
0.026840,0.006403
0.085866,0.002236
0.269095,0.001828
0.053018,0.001745
0.257530,0.001955
0.019528,0.004517
0.207184,0.000710
0.048984,0.002802
0.066072,0.029615
0.117434,0.003023
0.244173,0.001134
0.097211,0.000944
0.060562,0.002728
0.094017,0.001904
0.087151,0.011209
0.030829,0.009343
0.086808,0.006821
0.141963,0.002313
0.233364,0.002359
0.182970,0.004896
0.073416,0.006836
0.260393,0.019482
0.025104,0.001476
0.102828,0.001801
0.120119,0.001841
0.032751,0.009761
0.276009,0.011621
0.103254,0.086895
0.119010,0.001443
0.171729,0.002455
0.073383,0.000937
0.169319,0.001686
0.055800,0.000970
0.038903,0.003310
0.376276,0.078724
0.123125,0.010760
0.041465,0.021595
0.066234,0.004547
0.179251,0.007164
0.175577,0.001879
0.038769,0.023455
0.266504,0.005804
0.075300,0.021662
0.108364,0.001474
0.097881,0.062388
0.072706,0.041653
0.095353,0.003542
0.041240,0.015688
0.202593,0.026769
0.144207,0.001962
0.194983,0.003363
0.412121,0.195484
0.036092,0.006367
0.057580,0.002927
0.108447,0.039009
0.066923,0.003498
0.090381,0.002407
0.109611,0.020056
0.133953,0.002842
0.075302,0.001989
0.099094,0.037815
0.026481,0.001330
0.110516,0.069942
0.025405,0.013547
0.020879,0.003087
0.249161,0.110903
0.407026,0.087484
0.112785,0.000641
0.100418,0.001577
0.104953,0.020931
0.210814,0.100286
0.076468,0.000708
0.035065,0.003572
0.057498,0.018708
0.148535,0.010337
0.082908,0.001193
0.096705,0.002263
0.062473,0.005076
0.078147,0.032534
0.044608,0.007026
0.129570,0.001019
0.035964,0.002275
0.046215,0.025389
0.037830,0.001242
0.295465,0.030858
0.288209,0.022757
0.328671,0.001923
0.025070,0.004108
0.474091,0.026765
0.078126,0.013974
0.042333,0.015769
0.105209,0.001134
0.069884,0.022100
0.023550,0.006501
0.274967,0.017877
0.104054,0.000947
0.172847,0.067718
0.067944,0.019984
0.019842,0.009703
0.105017,0.036932
0.205881,0.033770
0.285666,0.069974
0.424856,0.007387
0.076710,0.001677
0.077982,0.002114
0.053381,0.005391
0.045765,0.024303
0.110889,0.000991
0.163913,0.008768
0.059741,0.005482
0.179366,0.000671
0.401185,0.002149
0.068941,0.011144
0.241700,0.007006
0.096223,0.044537
0.253092,0.001744
0.080771,0.016438
0.221230,0.001112
0.092065,0.004719
0.071701,0.001036
0.100173,0.075547
0.248374,0.105834
0.512990,0.008614
0.025990,0.010524
0.141864,0.092190
0.182354,0.001979
0.042282,0.001225
0.652296,0.008034
0.029309,0.002291
0.101285,0.064821
0.100370,0.004638
0.160505,0.055373
0.440304,0.001267
0.038831,0.002085
0.051652,0.009098
0.021845,0.003594
0.033424,0.013321
0.183176,0.000642
0.050392,0.004212
0.091143,0.002501
0.078283,0.003231
0.188805,0.006107
0.130276,0.023777
0.277428,0.118075
0.029994,0.015508
0.044857,0.012669
0.038900,0.001852
0.063176,0.000980
0.032673,0.009488
0.153193,0.061727
0.420761,0.044061
0.196160,0.113465
0.164712,0.003454
0.089158,0.025052
0.041900,0.001139
0.045338,0.004468
0.204499,0.013387
0.384793,0.080599
0.130737,0.001907
0.107610,0.077882
0.093835,0.001444
0.128828,0.000677
0.029504,0.001465
0.067659,0.001979
0.254953,0.189046
0.258232,0.014581
0.025287,0.011121
0.045858,0.016233
0.042517,0.002913
0.090181,0.009254
0.113093,0.025681
0.084756,0.029049
0.142030,0.077107
0.471326,0.008631
0.041770,0.003052
0.138366,0.001615
0.121210,0.008266
0.083812,0.001082
0.251850,0.000717
0.088910,0.007919
0.041204,0.015320
0.037873,0.008561
0.095266,0.012574
0.066787,0.000754
0.275762,0.012631
0.032580,0.003030
0.145899,0.065881
0.027545,0.006016
0.170158,0.054241
0.053276,0.029921
0.255586,0.005792
0.075888,0.016880
0.218991,0.087138
0.110208,0.006733
0.034290,0.004982
0.057827,0.035487
0.390952,0.105220
0.164558,0.000657
0.084101,0.043692
