beta,gamma
0.076991,0.005992
0.173406,0.059333
0.030215,0.018988
0.043608,0.008362
0.099870,0.001452
0.074097,0.041563
0.055710,0.001202
0.082175,0.002028
0.040700,0.006413
0.355181,0.116797
0.100430,0.001443
0.126888,0.001858
0.070903,0.001874
0.084549,0.004332
0.095691,0.025154
0.252708,0.023167
0.070592,0.004565
0.767190,0.170103
0.106411,0.023072
0.211242,0.013169
0.051524,0.001451
0.094629,0.005195
0.084195,0.025545
0.087162,0.004997
0.069791,0.034251
0.045047,0.004611
0.329696,0.019621
0.055601,0.003305
0.041029,0.001281
0.140579,0.001725
0.122982,0.005936
0.040922,0.002254
0.090325,0.014877
0.103583,0.001533
0.065859,0.044555
0.087061,0.001454
0.146862,0.002387
0.036146,0.018167
0.283624,0.004566
0.152056,0.019447
0.077858,0.043015
0.154851,0.045857
0.064945,0.045472
0.023464,0.007844
0.053887,0.008421
0.195770,0.047311
0.392343,0.002747
0.107853,0.071670
0.107327,0.054452
0.075191,0.031392
0.049259,0.005470
0.057483,0.001096
0.084150,0.032607
0.117094,0.008096
0.045807,0.002088
0.259161,0.044642
0.221492,0.005775
0.131490,0.006028
0.150361,0.003161
0.200422,0.057940
0.088676,0.009604
0.152878,0.001607
0.076320,0.041284
0.063037,0.016240
0.093461,0.010878
0.215274,0.018915
0.045190,0.016070
0.021137,0.002854
0.021475,0.003274
0.124422,0.004750
0.165215,0.012713
0.085278,0.002053
0.141326,0.001910
0.044577,0.013075
0.085093,0.049190
0.066913,0.003347
0.170090,0.001883
0.362265,0.038130
0.122911,0.025282
0.085226,0.004567
0.077055,0.061836
0.061293,0.038620
0.053469,0.019915
0.051604,0.006557
0.025432,0.006548
0.189913,0.027961
0.110198,0.044089
0.040882,0.001790
0.073086,0.001099
0.044420,0.008550
0.110284,0.009318
0.049617,0.005036
0.113769,0.001956
0.048657,0.026322
0.113618,0.014382
0.072535,0.001170
0.211941,0.010429
0.207458,0.074871
0.112072,0.002704
0.144244,0.065504
0.114654,0.001315
0.082778,0.027539
0.078478,0.002166
0.151427,0.001078
0.206293,0.039549
0.126612,0.002387
0.127388,0.005665
0.049855,0.004223
0.067008,0.009065
0.121325,0.041616
0.050043,0.004138
0.066968,0.001825
0.156676,0.048243
0.155945,0.001529
0.217542,0.004904
0.103405,0.014834
0.155787,0.030223
0.131986,0.068403
0.098609,0.005860
0.070542,0.013713
0.138396,0.018272
0.124484,0.025566
0.077193,0.006774
0.063397,0.039907
0.120384,0.066475
0.092849,0.001136
0.124722,0.001941
0.118416,0.020828
0.077411,0.036382
0.246332,0.005093
0.313525,0.110235
0.167633,0.026801
0.162225,0.001369
0.150303,0.001350
0.055069,0.001438
0.033411,0.010543
0.113224,0.001779
0.161529,0.034498
0.095887,0.022775
0.110223,0.007888
0.437894,0.098448
0.127078,0.020242
0.071148,0.003405
0.182780,0.031173
0.265177,0.006631
0.116004,0.007682
0.021908,0.006532
0.048515,0.002500
0.055679,0.001185
0.064725,0.002660
0.037542,0.012759
0.071165,0.006240
0.209299,0.003789
0.161821,0.036715
0.059760,0.031660
0.227419,0.003500
0.149785,0.020179
0.046698,0.001140
0.175448,0.002313
0.083773,0.035844
0.169311,0.001308
0.065879,0.013172
0.167269,0.002348
0.056377,0.008576
0.227823,0.015089
0.127655,0.025063
0.170769,0.007513
0.040321,0.001484
0.372923,0.134009
0.189237,0.039405
0.209720,0.154581
0.217324,0.092190
0.355620,0.002695
0.163827,0.002395
0.069983,0.014845
0.242532,0.032866
0.055044,0.002349
0.061317,0.001217
0.146080,0.001959
0.134846,0.011345
0.096645,0.000921
0.095771,0.001350
0.096387,0.007306
0.079672,0.020314
0.076076,0.005843
0.325418,0.007752
0.025200,0.002108
0.094374,0.048223
0.092747,0.059300
0.178525,0.014177
0.169396,0.002262
0.098002,0.028714
0.312695,0.061998
0.220601,0.003669
0.028787,0.002681
0.034213,0.006147
0.060835,0.005135
0.100549,0.002343
0.340519,0.085102
0.025461,0.005077
0.115362,0.019585
0.028379,0.003501
0.192513,0.013435
0.124427,0.011670
0.355468,0.121541
0.135410,0.002402
0.020903,0.003950
0.065862,0.021834
0.261093,0.001298
0.104631,0.084813
0.373313,0.131954
0.043276,0.002545
0.168602,0.104651
0.162252,0.050719
0.087066,0.018347
0.124034,0.001160
0.126832,0.005247
0.020421,0.004994
0.054213,0.007812
0.155509,0.010645
0.045327,0.016266
0.285717,0.001075
0.336764,0.027704
0.160984,0.016200
0.115238,0.002104
0.379960,0.001839
0.139556,0.017454
0.098431,0.003501
0.173789,0.139313
0.156106,0.002928
0.356569,0.006080
0.092307,0.036678
0.571145,0.002178
0.029427,0.004588
0.333301,0.002576
0.127502,0.006871
0.118468,0.012619
0.500183,0.011818
0.057977,0.001819
0.114834,0.051441
0.071248,0.050068
0.085200,0.061533
0.588802,0.028857
0.079465,0.002524
0.067450,0.003462
0.102739,0.041753
0.110870,0.014019
0.043083,0.020419
0.216450,0.012905
0.317783,0.141720
0.370163,0.076540
0.531762,0.024837
0.194109,0.058010
0.048578,0.004045
0.058069,0.001576
0.030684,0.013720
0.075049,0.002026
0.148538,0.004404
0.116850,0.003888
0.148567,0.002306
0.183464,0.010171
0.105264,0.002193
0.121709,0.018755
0.106474,0.002770
0.213043,0.094849
0.054355,0.023784
0.079511,0.052509
0.253250,0.009967
0.068821,0.038658
0.191369,0.004600
0.100809,0.001299
0.415547,0.257760
0.428705,0.258029
0.052556,0.001816
0.121273,0.005191
0.095778,0.058115
0.055119,0.001412
0.154662,0.006035
0.246996,0.005320
0.146353,0.080460
0.058584,0.023375
0.149239,0.067980
0.094001,0.003659
0.191581,0.003273
0.165367,0.002686
0.043145,0.024995
0.072880,0.039923
0.098433,0.001337
0.169919,0.048809
0.188259,0.024180
0.081146,0.011861
0.197817,0.015917
0.181699,0.064285
0.368462,0.039323
0.137067,0.052935
0.120481,0.003598
0.067094,0.009184
0.045044,0.002885
0.152717,0.102625
0.024492,0.002407
0.187096,0.033064
0.047370,0.001851
0.106869,0.007058
0.202323,0.002431
0.068855,0.010096
0.154174,0.001266
0.291869,0.149130
0.026709,0.011410
0.271940,0.032565
0.026312,0.002923
0.122326,0.016508
0.091762,0.001615
0.051754,0.034186
0.120214,0.016729
0.377454,0.003203
0.074270,0.003546
0.022847,0.002932
0.270202,0.001632
0.217578,0.006038
0.104587,0.002886
0.058949,0.003894
0.168591,0.001281
0.067725,0.035321
0.198202,0.002977
0.458146,0.264531
0.275754,0.021373
0.183165,0.031146
0.110145,0.002053
0.044801,0.005864
0.052906,0.001219
0.095943,0.001648
0.161505,0.050153
0.268676,0.075961
0.052112,0.001136
0.081821,0.004569
0.029622,0.008907
0.284106,0.044440
0.069749,0.006655
0.159388,0.098656
0.075013,0.005362
0.019923,0.004215
0.063227,0.016696
0.108507,0.029178
0.196849,0.002563
0.426324,0.048609
0.174603,0.005175
0.191287,0.092004
0.047382,0.001167
0.248184,0.002814
0.230469,0.008407
0.069675,0.002061
0.102278,0.007588
0.122850,0.002019
0.037115,0.006434
0.032682,0.002882
0.224767,0.003724
0.124318,0.001161
0.019014,0.003996
0.053719,0.006461
0.355165,0.016995
0.278827,0.006975
0.098300,0.001340
0.304084,0.073845
0.094934,0.018687
0.055134,0.027584
0.049414,0.011237
0.104709,0.009820
0.129585,0.010280
0.090788,0.044863
0.277709,0.113555
0.090154,0.005100
0.106879,0.004371
0.192309,0.009678
0.581964,0.200235
0.147449,0.001142
0.054236,0.011260
0.044851,0.001749
0.073824,0.004144
0.138316,0.015178
0.203918,0.007556
0.120331,0.060873
0.121495,0.001651
0.129490,0.001246
0.223334,0.027679
0.120667,0.006873
0.165279,0.043196
0.047322,0.002907
0.058529,0.006283
0.188726,0.001407
0.061783,0.003517
0.094967,0.001596
0.405078,0.001717
0.096763,0.048524
0.077206,0.019289
0.267944,0.081197
0.046317,0.004359
0.078772,0.011742
0.078206,0.026542
0.032731,0.014500
0.171510,0.003994
0.088731,0.003423
0.135138,0.001571
0.032889,0.009359
0.076040,0.002324
0.206527,0.046692
0.068891,0.029420
0.093855,0.047308
0.062533,0.036025
0.148286,0.008085
0.054237,0.007804
0.456517,0.051713
0.030858,0.008709
0.233820,0.010271
0.227857,0.001483
0.132967,0.020889
0.277975,0.044149
0.118717,0.051738
0.196192,0.023369
0.045073,0.001467
0.058956,0.032968
0.150755,0.041738
0.031544,0.002364
0.230967,0.141884
0.030753,0.018264
0.168090,0.027672
0.235107,0.020516
0.084842,0.008372
0.138382,0.018146
0.093446,0.020720
0.335934,0.038623
0.065648,0.018344
0.037031,0.002652
0.163816,0.068060
0.064797,0.009247
0.137980,0.011364
0.046763,0.002181
0.149121,0.011403
0.064135,0.002501
0.207085,0.003969
0.171792,0.001584
0.148323,0.064910
0.102233,0.000984
0.069035,0.003408
0.027435,0.002999
0.074789,0.002814
0.114740,0.001718
0.067458,0.003676
0.600505,0.003019
0.064086,0.009415
0.150268,0.033293
0.105209,0.007380
0.037220,0.014412
0.126702,0.006958
0.055255,0.002636
0.430535,0.019051
0.050344,0.004693
0.138230,0.009122
0.088566,0.003511
0.420686,0.010601
0.029027,0.010233
0.109453,0.013499
0.063516,0.019650
0.188480,0.035667
0.050634,0.007129
0.122490,0.002719
0.096947,0.062201
0.106769,0.020560
0.122834,0.005267
0.047684,0.026593
0.144820,0.001496
0.109914,0.043111
0.122477,0.070156
0.239944,0.013109
0.068363,0.001643
0.271773,0.110010
0.048731,0.006747
0.084489,0.052646
0.113755,0.003623
0.093416,0.069065
0.049603,0.009236
0.052863,0.009203
0.127273,0.095798
0.182422,0.018190
0.364816,0.003447
0.158530,0.003237
0.170195,0.001932
0.075603,0.007255
0.053001,0.002123
0.025375,0.004971
0.077387,0.002659
0.111180,0.005335
0.052368,0.001166
0.061001,0.010716
0.121564,0.009204
0.093702,0.010211
0.094446,0.059665
0.250518,0.116228
0.039776,0.006212
0.142143,0.001617
0.125370,0.029112
0.036544,0.004066
0.198392,0.004373
0.197404,0.036008
0.109907,0.022109
0.071704,0.009025
0.048157,0.008903
0.487122,0.076842
0.056836,0.002910
0.026261,0.008334
0.134777,0.012624
0.070628,0.001166
0.089534,0.018845
0.183537,0.014953
0.265250,0.122350
0.076318,0.043895
0.097172,0.007699
0.063471,0.013737
0.119220,0.020143
0.313301,0.005852
0.055484,0.009496
0.035780,0.002096
0.047142,0.008598
0.120139,0.030597
0.333462,0.004278
0.316809,0.007248
0.162471,0.007623
0.033818,0.004972
0.161111,0.078290
0.163861,0.018963
0.071610,0.002703
0.093951,0.017091
0.054437,0.025695
0.355479,0.003058
0.204326,0.015336
0.103078,0.001768
0.645958,0.007507
0.147236,0.053106
0.070293,0.010783
0.094033,0.041174
0.043610,0.012224
0.067587,0.005212
0.061682,0.005358
0.074310,0.001299
0.035467,0.003828
0.069936,0.003425
0.099767,0.002413
0.052216,0.003174
0.116872,0.001304
0.138969,0.001417
0.506971,0.088006
0.302156,0.001902
0.137643,0.003205
0.129373,0.001693
0.070289,0.018147
0.036026,0.013796
0.068942,0.001764
0.079380,0.001603
0.060721,0.006544
0.176993,0.065322
0.082188,0.001439
0.051070,0.001682
0.063849,0.001719
0.050305,0.001474
0.142781,0.001031
0.216014,0.073333
0.065156,0.025078
0.058133,0.001808
0.038803,0.005861
0.217571,0.015892
0.041845,0.015272
0.304558,0.003125
0.106165,0.004364
0.081913,0.003498
0.160399,0.008529
0.081137,0.044692
0.154900,0.003531
0.054148,0.010286
0.178254,0.001542
0.054046,0.008104
0.043458,0.002307
0.031165,0.008085
0.090014,0.008571
0.087346,0.003240
0.177369,0.038990
0.073100,0.021774
0.030098,0.001808
0.062857,0.030969
0.024666,0.002796
0.101732,0.007697
0.125543,0.015932
0.065460,0.001011
0.423041,0.004747
0.082857,0.001492
0.037720,0.001420
0.276475,0.220580
0.081169,0.002129
0.050342,0.020413
0.242532,0.002119
0.071552,0.003558
0.060096,0.005324
0.225414,0.001710
0.046606,0.005391
0.124582,0.038037
0.067480,0.001361
0.086350,0.051016
0.101462,0.001035
0.191169,0.003705
0.114142,0.003775
0.368995,0.079473
0.228258,0.066603
0.256104,0.002405
0.068570,0.008728
0.128647,0.018935
0.127938,0.002708
0.177924,0.003607
0.091270,0.001312
0.051892,0.001204
0.050682,0.003129
0.224387,0.004935
0.055463,0.001845
0.129894,0.001581
0.193286,0.001167
0.029796,0.013504
0.063291,0.007754
0.118291,0.002570
0.045363,0.016602
0.243538,0.152431
0.435856,0.111117
0.220258,0.008380
0.060893,0.015849
0.045031,0.005209
0.309189,0.041494
0.390279,0.250178
0.083571,0.041641
0.221302,0.002752
0.125736,0.001964
0.184365,0.004820
0.262564,0.054430
0.118007,0.001236
0.319753,0.004964
0.219200,0.001897
0.172520,0.114639
0.221584,0.133238
0.049460,0.003576
0.160794,0.024786
0.268780,0.002686
0.461878,0.058364
0.039625,0.021681
0.284879,0.014723
0.033201,0.004743
0.098478,0.014801
0.210359,0.007566
0.114805,0.036999
0.042697,0.002770
0.078585,0.001080
0.061924,0.001062
0.089826,0.032592
0.051811,0.001131
0.031954,0.002390
0.072692,0.001416
0.117994,0.001260
0.028746,0.002154
0.095507,0.014671
0.249717,0.021915
0.050963,0.003083
0.030085,0.011174
0.170640,0.013312
0.210354,0.002008
0.052026,0.028226
0.147494,0.007824
0.045712,0.008174
0.042896,0.001368
0.246357,0.075159
0.225849,0.001277
0.396224,0.030050
0.099940,0.001027
0.053743,0.002085
0.254040,0.001831
0.068313,0.028662
0.239598,0.001582
0.138038,0.004305
0.062718,0.002668
0.154616,0.022777
0.155003,0.004799
0.055484,0.022127
0.023959,0.003576
0.024960,0.003383
0.080753,0.002506
0.207907,0.003464
0.114522,0.066615
0.307547,0.051250
0.163201,0.005838
0.365297,0.008701
0.023221,0.002372
0.402580,0.012600
0.156534,0.010314
0.084322,0.001871
0.098952,0.010986
0.029650,0.003384
0.078141,0.005371
0.093170,0.029205
0.112157,0.011407
0.145604,0.075840
0.152469,0.006155
0.173721,0.001090
0.119093,0.006878
0.138108,0.011069
0.160661,0.002036
0.710636,0.048311
0.054685,0.011779
0.038949,0.002050
0.081330,0.031190
0.249918,0.016551
0.060408,0.003519
0.223780,0.067426
0.405611,0.014113
0.117520,0.069233
0.228725,0.024659
0.048451,0.008470
0.089745,0.007986
0.124966,0.003525
0.038228,0.006246
0.173204,0.005071
0.694142,0.171988
0.169559,0.007337
0.038400,0.009134
0.134762,0.065052
0.129214,0.002097
0.147187,0.048966
0.156079,0.006584
0.063308,0.007607
0.154326,0.042693
0.072822,0.002057
0.517458,0.019351
0.081018,0.007358
0.221721,0.001058
0.130612,0.087439
0.138110,0.007414
0.200326,0.158453
0.192459,0.114047
0.183704,0.001632
0.189621,0.014548
0.383290,0.018740
0.082030,0.004778
0.064696,0.031542
0.292345,0.040639
0.129006,0.015138
0.057355,0.021978
0.070198,0.007929
0.221833,0.014884
0.224612,0.001510
0.110665,0.006509
0.187810,0.010083
0.241331,0.000988
0.034929,0.003519
0.228685,0.024774
0.121315,0.002104
0.194034,0.004914
0.019846,0.003260
0.106932,0.041808
0.123324,0.001886
0.031791,0.001761
0.203180,0.019852
0.093529,0.010563
0.024625,0.002952
0.106824,0.005287
0.140863,0.029866
0.049475,0.001683
0.039407,0.020664
0.279974,0.002811
0.022445,0.003615
0.251111,0.045505
0.206324,0.009148
0.377607,0.004738
0.039201,0.008128
0.077472,0.005411
0.076834,0.039106
0.328379,0.006286
0.362682,0.010376
0.101297,0.010699
0.033272,0.002147
0.063671,0.002733
0.035219,0.016770
0.035686,0.003697
0.105696,0.015282
0.123618,0.006636
0.390419,0.019210
0.033819,0.001499
0.032764,0.008400
0.603612,0.005273
0.071532,0.041217
0.226802,0.026320
0.139382,0.041024
0.140589,0.004037
0.133430,0.072910
0.207101,0.129800
0.051257,0.001446
0.225411,0.013359
0.112345,0.060625
0.080646,0.030313
0.055987,0.014059
0.031973,0.002764
0.043655,0.001718
0.075166,0.006319
0.207348,0.138851
0.298416,0.068650
0.031923,0.004949
0.045603,0.001421
0.085559,0.014380
0.056153,0.005388
0.026597,0.008288
0.133491,0.004761
0.336719,0.134372
0.064483,0.001607
0.049793,0.001780
0.056568,0.018788
0.262992,0.151556
0.220501,0.068315
0.144895,0.062679
0.134082,0.023998
0.042642,0.001596
0.180404,0.013388
0.110865,0.003386
0.062848,0.020199
0.108560,0.005021
0.154190,0.002033
0.088254,0.016949
0.022271,0.005367
0.053196,0.015734
0.030459,0.007628
0.028795,0.004476
0.064778,0.002019
0.024971,0.011238
0.255130,0.121667
0.052506,0.001632
0.267831,0.017229
0.163415,0.006740
0.017935,0.006933
0.191294,0.046942
0.079574,0.005938
0.095548,0.020373
0.071619,0.050509
0.174178,0.047174
0.147766,0.034955
0.028752,0.005082
0.067714,0.039556
0.091074,0.001688
0.069014,0.001260
0.076300,0.003444
0.110414,0.054015
0.089497,0.031927
0.112933,0.009879
0.169069,0.002311
0.082305,0.019148
0.184479,0.012709
0.155093,0.003227
0.112457,0.024548
0.271607,0.001802
0.287721,0.142346
0.119437,0.008375
0.234640,0.107110
0.127386,0.015485
0.363356,0.044668
0.117774,0.008841
0.086496,0.001179
0.134227,0.003199
0.024431,0.006962
0.082026,0.006415
0.287393,0.002693
0.426799,0.002657
0.059625,0.001121
0.028905,0.004471
0.170449,0.107724
0.125184,0.007364
0.187603,0.004784
0.116415,0.001113
0.084688,0.016419
0.041558,0.021027
0.048298,0.035387
0.266497,0.001220
0.081139,0.003111
0.245789,0.009646
0.023525,0.008354
0.047537,0.001983
0.091020,0.008090
0.136690,0.100239
0.063863,0.018733
0.330729,0.014736
0.238159,0.001536
0.261122,0.058245
0.108675,0.004537
0.053275,0.002409
0.114067,0.015455
0.117890,0.006124
0.174647,0.046107
0.049409,0.010987
0.220148,0.092175
0.301500,0.209204
0.080582,0.035926
0.451271,0.162437
0.086853,0.027818
0.129106,0.060801
0.124076,0.026495
0.088813,0.044421
0.059938,0.036763
0.230901,0.081647
0.041410,0.003669
0.056155,0.001558
0.041785,0.006642
0.073027,0.001037
0.038909,0.002600
0.266668,0.003414
0.028577,0.009307
0.312076,0.069908
0.221302,0.031971
0.048893,0.011794
0.214411,0.002108
0.054709,0.002808
0.098890,0.063887
0.202109,0.005424
0.093705,0.006037
0.457629,0.015497
0.097600,0.040673
0.180895,0.001341
0.128566,0.002154
0.231877,0.070917
0.054287,0.001819
0.068370,0.001749
0.026581,0.002193
0.030052,0.001540
0.238910,0.002481
0.100366,0.001955
0.193677,0.003412
0.063454,0.001405
0.143643,0.016109
0.080761,0.012216
0.107200,0.004958
0.052833,0.002186
0.042052,0.001642
0.122874,0.002984
0.061689,0.025623
0.096818,0.003577
0.116977,0.007216
0.080129,0.007876
0.023145,0.005625
0.119097,0.006262
0.227274,0.003470
0.201724,0.024906
0.091332,0.001086
0.166779,0.003434
0.098300,0.001967
0.051103,0.003567
0.062603,0.002918
0.132198,0.019070
0.131210,0.091418
0.191218,0.005480
0.068759,0.003969
0.112104,0.018741
0.121234,0.001670
0.062989,0.005669
0.137441,0.048061
0.058406,0.009584
0.035994,0.003127
0.190056,0.007153
0.316470,0.001350
0.283492,0.164221
0.078925,0.001342
0.133410,0.018146
0.044078,0.016764
0.088386,0.002780
0.086027,0.007791
0.175369,0.019736
0.254134,0.008272
0.159579,0.094850
0.334760,0.017072
0.055570,0.006012
0.113389,0.004111
0.158116,0.004447
0.109229,0.019988
0.096950,0.008967
0.058430,0.001696
0.085405,0.013787
0.123691,0.001591
0.060530,0.002093
0.038432,0.005316
0.031454,0.007230
0.056047,0.012006
0.055049,0.006628
0.313100,0.219103
0.090361,0.018414
0.050247,0.002833
0.036257,0.002250
0.057040,0.020386
0.165155,0.068020
0.059881,0.001210
0.172551,0.002282
0.053369,0.002324
0.039671,0.010724
0.075122,0.001993
0.133321,0.002811
0.310055,0.029916
0.119093,0.004069
0.148484,0.009855
0.216687,0.002168
0.157844,0.013965
0.050029,0.005380
0.070446,0.007554
0.152288,0.082757
0.142735,0.081918
0.237042,0.001626
0.064103,0.001378
0.266464,0.141184
0.089188,0.003114
0.129355,0.035328
0.179349,0.006346
0.116411,0.044807
0.458114,0.077399
0.164713,0.018263
0.078763,0.006570
0.101901,0.039394
0.043495,0.019813
0.346068,0.061926
0.201779,0.071446
0.038627,0.010482
0.045083,0.024823
0.040142,0.010124
0.029760,0.014595
0.125737,0.012142
0.115285,0.001451
0.268642,0.005517
0.138797,0.056316
0.043286,0.018989
0.129684,0.001263
0.313631,0.038757
0.181853,0.004401
0.088664,0.008913
0.155185,0.007108
0.044362,0.001322
0.109514,0.078073
0.132767,0.006534
0.378531,0.144774
0.034348,0.005817
0.092204,0.023046
0.092852,0.005164
0.134125,0.060743
0.141062,0.074178
0.031060,0.004854
0.074898,0.045825
0.220748,0.003887
0.065151,0.004836
0.205744,0.006544
0.036401,0.001684
0.273709,0.001586
0.029022,0.004257
0.056606,0.005063
0.128167,0.012614
0.152181,0.103346
0.028399,0.011034
0.234619,0.023035
0.300441,0.025638
0.052348,0.023664
0.091313,0.050273
0.138931,0.026212
0.119709,0.002756
0.112694,0.015994
0.108646,0.030447
0.070957,0.007242
0.154132,0.007700
0.161802,0.039304
0.087475,0.008413
0.068909,0.038364
0.092685,0.022803
0.226631,0.120956
0.112127,0.004412
0.175519,0.049362
0.697930,0.203029
0.191011,0.039946
0.086876,0.002819
0.258267,0.021554
0.115326,0.024282
0.106632,0.001558
0.159033,0.080278
0.033942,0.011913
0.249491,0.028039
0.264146,0.005501
0.061570,0.025389
0.035056,0.001670
0.082715,0.037423
0.167332,0.011496
0.076678,0.001986
0.113611,0.007703
0.111507,0.003085
0.051088,0.009006
0.105747,0.002881
0.140480,0.003435
0.131107,0.002759
0.096898,0.009137
0.127114,0.033468
0.095105,0.047568
0.056587,0.016722
0.307286,0.007950
0.158734,0.012798
0.038781,0.010756
0.351261,0.032240
0.104124,0.001751
0.056721,0.002576
0.532555,0.085216
0.040922,0.028082
0.083894,0.003504
0.176878,0.001805
0.223948,0.001909
0.049142,0.007861
0.133108,0.032435
0.133323,0.018369
0.075977,0.031153
0.091495,0.012667
0.078409,0.008502
0.133415,0.029430
0.165576,0.009958
0.347108,0.180094
0.226436,0.006721
0.022510,0.009198
0.154143,0.071705
0.089792,0.000976
0.046331,0.005989
0.216370,0.087191
0.108175,0.042022
0.386807,0.009805
0.123082,0.067684
0.157162,0.013101
0.069628,0.020248
0.097585,0.003770
0.089437,0.001169
0.209101,0.077064
0.196224,0.015768
0.164787,0.005042
0.166795,0.024084
0.391964,0.002022
0.084988,0.020071
0.110814,0.065335
0.222766,0.060188
0.052523,0.033044
0.069666,0.041766
0.230650,0.151073
0.092214,0.002166
0.139977,0.011857
0.232009,0.022453
0.122812,0.012141
0.051332,0.016146
0.081789,0.004519
0.279920,0.014814
0.084311,0.005820
0.197834,0.001591
0.148455,0.005584
0.102720,0.024044
0.123501,0.082463
0.033588,0.012083
0.289266,0.006618
0.066874,0.035085
0.080142,0.002886
0.044329,0.007220
0.058313,0.002563
0.218311,0.003676
0.042715,0.001940
0.332243,0.122767
0.045709,0.003672
0.340177,0.007078
0.189652,0.008124
0.056783,0.003518
0.187492,0.003193
0.083330,0.034600
0.155848,0.001280
0.231284,0.002231
0.179844,0.110719
0.078573,0.007396
0.044690,0.030767
0.042419,0.018413
0.081333,0.001042
