beta,gamma
0.055118,0.003681
0.076935,0.032418
0.192940,0.007006
0.140283,0.001652
0.420515,0.005061
0.220404,0.016267
0.234619,0.031024
0.308900,0.015102
0.327767,0.037639
0.118234,0.004047
0.228521,0.087888
0.067203,0.033848
0.180799,0.143702
0.063134,0.012753
0.281735,0.010503
0.604790,0.002377
0.180674,0.001539
0.128944,0.027549
0.235810,0.059098
0.126490,0.010038
0.290712,0.044764
0.203172,0.157789
0.110331,0.001995
0.108069,0.010311
0.298879,0.007086
0.271524,0.002397
0.222680,0.004059
0.463138,0.006346
0.381404,0.032900
0.357955,0.041759
0.278345,0.219943
0.336736,0.001907
0.090016,0.048312
0.202756,0.040174
0.035797,0.011606
0.278907,0.212298
0.423376,0.002850
0.096101,0.074369
0.733491,0.018286
0.461509,0.061754
0.850635,0.015287
0.047353,0.003408
0.185806,0.001676
0.094306,0.013792
0.190227,0.099839
0.612877,0.003735
0.125884,0.011255
0.147381,0.059111
0.501463,0.125854
0.675425,0.333371
0.041236,0.001972
0.599336,0.111999
0.058622,0.012907
0.391910,0.006088
0.289520,0.247970
0.054456,0.018815
0.613282,0.014217
0.282796,0.124105
0.087060,0.002705
0.142476,0.041760
0.476238,0.082341
0.026929,0.006928
0.290456,0.027049
0.686256,0.433949
0.052625,0.001864
0.027013,0.014738
0.091927,0.035029
0.112509,0.004753
0.287880,0.013955
0.096034,0.004980
0.168821,0.047054
0.114994,0.001651
0.208875,0.001329
0.044921,0.017136
0.177114,0.027009
0.490540,0.259066
0.385152,0.282549
0.067022,0.009548
0.091945,0.003295
0.148464,0.018789
0.062103,0.031530
1.346986,0.567799
0.264759,0.007220
0.146790,0.025474
0.391365,0.001509
0.066046,0.021302
0.257560,0.083538
0.118599,0.057922
0.120093,0.005551
0.068233,0.017789
0.133539,0.068438
0.642824,0.001893
0.035706,0.005111
0.029698,0.003946
0.635101,0.385209
0.216310,0.020565
0.537251,0.043042
0.137786,0.028777
0.223116,0.009455
0.058851,0.019293
0.218316,0.003553
0.316376,0.083472
0.182814,0.002830
0.255291,0.001670
0.081014,0.035758
0.257682,0.147653
0.066234,0.004328
0.155301,0.013453
0.446203,0.004809
0.057806,0.024478
0.143906,0.018910
0.744813,0.457890
0.126984,0.018616
0.080205,0.005446
0.187295,0.001556
0.242793,0.102525
0.279265,0.006161
0.396012,0.009200
0.139506,0.046949
0.274468,0.162097
0.104803,0.029075
0.028889,0.005214
0.073500,0.004045
0.066798,0.046156
0.147102,0.003752
0.225178,0.016697
0.317820,0.003760
0.062778,0.031085
0.211459,0.003449
0.675088,0.112361
0.286139,0.003580
0.272238,0.001449
0.190065,0.002373
0.593232,0.189516
0.389858,0.001662
0.249861,0.001666
0.271809,0.001528
0.337232,0.002341
0.058758,0.017896
0.405291,0.092989
0.155648,0.002744
0.412367,0.227406
0.161977,0.002047
0.264045,0.007498
0.403868,0.013465
0.107343,0.030984
0.127992,0.026840
0.345834,0.035678
0.451418,0.013176
0.552073,0.002967
0.080333,0.032805
0.651841,0.041199
0.202316,0.001408
0.298068,0.045938
0.093875,0.001805
0.304644,0.262043
0.090178,0.006494
0.167670,0.008856
0.061134,0.001881
0.145368,0.002136
0.221794,0.001468
0.313951,0.060096
0.269178,0.001745
0.737742,0.016646
0.254233,0.007155
0.231184,0.071964
0.077203,0.002342
0.106742,0.001475
0.058428,0.002730
0.147187,0.015945
0.284335,0.002742
0.290596,0.230341
0.093706,0.026014
0.247907,0.011640
0.314561,0.019119
0.580854,0.003565
0.297694,0.002545
0.219116,0.027039
0.214862,0.019476
0.226506,0.136658
0.050298,0.010618
0.481701,0.274328
0.062676,0.007105
0.712489,0.001966
0.024647,0.004937
1.367735,0.002299
0.237711,0.001536
0.498787,0.180055
0.721846,0.547246
0.047493,0.003097
0.045926,0.003315
0.215561,0.003910
0.556629,0.197490
0.138994,0.078508
0.350722,0.025229
0.329182,0.033880
0.241778,0.060373
0.535574,0.061220
0.129604,0.001851
0.118753,0.016661
0.108243,0.072356
0.218032,0.124703
0.279132,0.153251
0.325469,0.022123
0.605183,0.006546
0.244878,0.159330
0.181614,0.024900
0.549738,0.072047
0.028448,0.010414
0.032187,0.007113
0.049058,0.036232
0.328151,0.064336
0.131969,0.025319
0.111735,0.010287
0.867483,0.019650
0.136049,0.044130
0.674774,0.072697
0.048486,0.010681
0.158607,0.032565
0.203003,0.056411
0.096915,0.002875
0.703222,0.002845
0.148947,0.004662
0.030917,0.013167
0.249791,0.176035
0.695280,0.002499
0.138441,0.026775
0.254524,0.022493
0.054769,0.029479
0.411424,0.075896
0.223942,0.005688
0.053888,0.004383
0.328418,0.011111
0.127216,0.009347
0.077317,0.036958
0.194608,0.018230
0.118798,0.006053
0.092496,0.035372
0.584957,0.002634
0.204063,0.116486
0.276135,0.202137
0.835310,0.027499
0.037337,0.003542
0.044847,0.007955
0.084739,0.007774
0.360069,0.005201
0.349796,0.070707
0.023307,0.006262
0.278915,0.196946
0.165395,0.001260
0.057337,0.002114
0.570341,0.002279
0.070499,0.005405
0.968846,0.010696
0.560968,0.429808
0.066610,0.006821
0.110680,0.093584
0.881037,0.001294
0.353747,0.007334
0.095826,0.002879
0.167113,0.041418
0.090450,0.003887
0.076664,0.012856
0.193686,0.004474
0.573026,0.005542
0.470178,0.027948
0.278336,0.001451
0.065233,0.045536
0.114424,0.001822
0.359642,0.018924
0.650469,0.076388
0.645506,0.010660
0.124136,0.039507
0.128404,0.014351
0.604456,0.244282
0.175075,0.070257
0.649171,0.001380
0.275000,0.227417
0.206802,0.019057
0.864614,0.001777
0.270980,0.002560
0.299786,0.001951
0.213365,0.004190
0.129246,0.001537
0.127534,0.005292
1.045938,0.216186
0.166162,0.060258
0.075778,0.013029
0.119734,0.048831
0.425399,0.048407
0.161418,0.001562
0.306536,0.098531
0.271472,0.032275
0.253133,0.038922
0.182626,0.111396
0.162647,0.021830
0.206093,0.026047
0.222364,0.063380
0.124430,0.062420
0.129518,0.037104
0.260488,0.016763
0.049290,0.027866
0.098856,0.007304
0.387917,0.002308
0.042410,0.021749
0.598937,0.007865
0.079143,0.015254
0.218419,0.106468
0.283547,0.025178
0.452135,0.164293
0.252811,0.100982
1.051633,0.021025
0.123118,0.012544
0.635200,0.014287
0.124985,0.004343
0.138001,0.056795
0.257073,0.004679
0.174377,0.006992
0.335397,0.004330
0.174153,0.013175
0.148580,0.007390
0.250056,0.003752
0.271539,0.025429
0.108889,0.005590
0.051319,0.002706
0.230222,0.002036
0.284769,0.096296
0.452115,0.022096
0.122450,0.003576
0.174455,0.018621
0.257357,0.003771
0.188776,0.002167
0.232108,0.091310
0.144990,0.001519
0.220609,0.022334
0.158805,0.001410
0.126726,0.004055
0.182587,0.014297
0.138330,0.002342
0.459622,0.116509
0.086424,0.007889
0.191208,0.002373
0.295467,0.097718
0.151693,0.002740
0.142672,0.059981
0.040681,0.021786
0.059167,0.030083
0.195455,0.008725
0.185475,0.119825
0.074166,0.001800
0.212396,0.015194
0.168098,0.001795
0.174719,0.084132
0.067319,0.035164
0.147077,0.001502
0.086587,0.003161
0.162407,0.002468
0.163265,0.003268
0.646703,0.032864
0.597793,0.112993
0.309038,0.152906
0.499260,0.161455
0.077986,0.009549
0.390531,0.106524
0.169485,0.004910
0.238006,0.001764
0.384164,0.243305
0.158706,0.001709
0.130592,0.029112
0.225266,0.002616
0.311494,0.016352
0.240213,0.044228
0.220018,0.002248
0.084075,0.037196
0.154932,0.006987
0.039919,0.026068
0.089606,0.059487
0.395513,0.264343
0.088665,0.002229
0.176897,0.001704
0.399569,0.002495
0.386913,0.084537
0.062131,0.002179
0.048182,0.009644
0.140879,0.029524
0.521549,0.012113
0.046425,0.008241
0.027661,0.002924
0.152140,0.002302
0.238009,0.002159
0.243236,0.021604
0.324533,0.002354
0.391047,0.002814
0.144374,0.078565
0.131910,0.062357
0.056392,0.006658
0.320655,0.251863
0.260435,0.035011
0.204570,0.025655
0.231420,0.014218
0.097257,0.002621
0.165682,0.001490
0.074927,0.045091
0.231293,0.058577
0.274042,0.014403
0.396844,0.018743
0.293959,0.013136
0.115485,0.030434
0.099849,0.018286
0.281139,0.061345
0.050912,0.020991
0.393865,0.189892
0.209836,0.010250
0.258184,0.019884
0.424162,0.003920
0.114534,0.040876
0.174158,0.002465
0.060525,0.012987
0.073663,0.011575
0.139636,0.008438
0.079374,0.002436
0.294935,0.027412
0.184846,0.070194
0.030729,0.009367
0.615530,0.020207
0.096133,0.007201
0.635512,0.024384
0.127330,0.009151
0.414195,0.039749
0.056106,0.012375
0.062242,0.021084
0.142801,0.066381
1.465996,0.004569
0.175786,0.025895
0.096255,0.005866
0.120960,0.021573
0.054054,0.002558
0.171302,0.008338
0.023869,0.006403
0.361262,0.004476
0.357512,0.026408
0.308137,0.003231
0.098674,0.036732
0.115646,0.014046
0.276889,0.002116
0.143902,0.001583
0.060973,0.032842
0.203767,0.083817
0.176231,0.071963
0.101824,0.001628
0.227315,0.011904
0.087150,0.022100
0.148915,0.048797
0.702398,0.203810
0.049685,0.009676
0.196797,0.117230
0.211493,0.007683
0.085341,0.005258
0.098826,0.020002
0.338614,0.088063
0.235156,0.004692
0.190613,0.084453
0.635137,0.047179
0.135705,0.007974
0.170965,0.043415
0.401994,0.055188
0.207739,0.040576
0.422044,0.035402
0.082413,0.029195
0.241352,0.063028
0.125849,0.019930
0.101068,0.016446
0.326153,0.005126
0.246251,0.110947
0.052690,0.004193
0.145359,0.009173
0.105727,0.001691
0.039681,0.005759
0.462549,0.175603
0.153130,0.082939
0.228476,0.001474
0.277067,0.008220
0.031360,0.014710
0.164709,0.116322
0.747066,0.001368
0.041215,0.020048
0.394277,0.003118
0.251487,0.073479
0.270266,0.007562
0.280407,0.014249
0.078046,0.047932
0.119764,0.012846
0.467805,0.192944
0.187730,0.051313
1.275092,0.001282
0.109779,0.029857
0.256090,0.004728
0.094641,0.010795
0.175627,0.001801
0.057879,0.041069
0.453017,0.038382
0.432307,0.001796
0.096415,0.001754
0.345645,0.046197
0.060496,0.020240
0.162290,0.015151
0.030600,0.007157
0.127499,0.012420
0.216045,0.034027
0.103468,0.043314
0.246180,0.019778
0.378199,0.131592
0.093279,0.039264
0.303398,0.007320
0.082970,0.026265
0.220973,0.003474
0.229229,0.016462
0.052806,0.002481
0.111385,0.017835
0.049946,0.005605
0.173143,0.006742
0.098953,0.035938
0.081378,0.059522
1.096067,0.083863
0.065094,0.012039
0.696803,0.002803
0.406469,0.054027
0.343346,0.182430
0.379579,0.001785
0.211937,0.022099
0.579204,0.003929
0.037753,0.004696
1.357206,0.002303
0.080635,0.001832
0.537406,0.008866
0.050870,0.023130
0.218756,0.133842
0.380322,0.001523
0.045719,0.007066
0.458477,0.016275
0.170765,0.038973
0.215503,0.006241
1.174561,0.623611
0.088439,0.001339
0.048678,0.015442
0.355336,0.143647
0.604306,0.224130
0.111045,0.028613
0.057627,0.006696
0.223816,0.015376
0.202739,0.014708
0.265380,0.002031
0.629326,0.332025
0.898993,0.007400
0.496717,0.010009
0.092633,0.011175
0.067797,0.041006
0.459097,0.067307
0.182382,0.019479
0.108405,0.086522
0.189487,0.094178
0.197231,0.012741
0.776105,0.001644
0.170803,0.048736
0.406639,0.211475
0.163513,0.024109
0.220738,0.103489
0.410366,0.044404
0.112819,0.001715
0.184266,0.085794
0.426733,0.004102
0.234301,0.062535
0.177299,0.016907
0.653408,0.096632
0.077986,0.004043
0.538359,0.003834
0.080438,0.013706
0.110254,0.010483
0.378402,0.005017
0.342323,0.001275
0.116130,0.011828
0.246806,0.137567
0.038889,0.005038
0.091372,0.002768
0.126746,0.004441
0.124588,0.025763
0.164095,0.051390
0.307388,0.008577
0.057451,0.003598
0.201963,0.003890
0.176354,0.007367
0.075236,0.004470
0.124119,0.025115
0.254149,0.151612
0.056688,0.002922
0.023569,0.007170
0.254613,0.004394
0.248151,0.013345
0.103134,0.023274
0.089182,0.003974
0.178542,0.015642
0.041463,0.011094
0.361388,0.009643
0.816366,0.011350
0.458857,0.054966
0.187077,0.002764
0.481951,0.009822
0.314132,0.009090
0.082115,0.001505
0.118038,0.006628
0.030758,0.014479
0.324035,0.074852
0.148242,0.050855
0.574831,0.157046
0.218381,0.001462
0.076251,0.004330
0.369789,0.088717
0.057059,0.007735
0.122335,0.002451
0.389179,0.292234
0.459351,0.003454
0.321757,0.001297
0.887718,0.658615
0.205135,0.029476
0.424587,0.017381
0.125130,0.007491
0.367024,0.030412
0.254067,0.115285
0.238415,0.077940
0.129751,0.007017
0.344540,0.007056
0.118090,0.024401
0.586487,0.004904
0.142505,0.096226
0.631035,0.080319
0.501749,0.004816
0.069028,0.003572
0.161849,0.051189
0.208453,0.036086
0.031976,0.008666
0.104776,0.025758
0.029879,0.011470
0.134376,0.003450
0.204257,0.002410
0.384684,0.001580
0.467664,0.250165
0.119547,0.027262
0.494669,0.001308
0.119959,0.015451
0.314568,0.031625
0.211657,0.012433
0.129692,0.017530
0.133340,0.004664
0.174004,0.013615
0.322129,0.029434
0.118806,0.075739
0.808098,0.020476
0.413828,0.032665
0.138195,0.026903
0.729921,0.010588
0.196891,0.003832
0.624932,0.001770
0.292896,0.002460
0.112300,0.003487
0.617173,0.014112
0.153238,0.057117
0.060319,0.001610
0.343537,0.012008
0.342464,0.011079
0.231942,0.149297
0.168539,0.075309
0.374411,0.105581
0.200797,0.034237
0.678286,0.022954
0.034259,0.011643
0.170007,0.088098
0.382346,0.003045
0.213938,0.011558
0.756498,0.488242
0.187665,0.002262
0.193841,0.005377
0.082197,0.002767
0.232404,0.150581
0.304759,0.031634
1.355344,0.089443
0.241466,0.001789
0.180914,0.001912
0.386519,0.009782
0.078776,0.002154
0.153700,0.004986
0.695501,0.073797
0.092996,0.012931
0.302272,0.012696
0.410765,0.011312
0.045691,0.002488
0.098914,0.049793
0.248786,0.144843
0.285370,0.014099
0.037722,0.018979
0.507160,0.062993
0.090117,0.002722
0.066958,0.003738
0.037872,0.013362
0.232749,0.003445
0.108159,0.005680
0.304393,0.001684
0.097216,0.007865
0.252363,0.162635
0.114781,0.017706
0.061551,0.022514
0.307363,0.002446
0.642008,0.005499
0.142348,0.083619
0.822163,0.009344
0.062297,0.020986
0.152071,0.007303
0.292256,0.004475
0.171882,0.064434
0.097886,0.037174
0.304877,0.004425
0.281701,0.016032
0.567142,0.001650
0.033002,0.003002
0.217032,0.025783
0.474348,0.119251
0.262265,0.010714
0.193744,0.016700
0.312839,0.002401
0.098087,0.034018
0.238891,0.086290
0.039779,0.003142
0.503952,0.037680
0.034929,0.003254
0.196191,0.108641
0.626140,0.002559
0.141540,0.048427
0.130424,0.104053
0.354091,0.009344
0.088376,0.029264
0.120116,0.001692
0.199081,0.040609
0.372992,0.034431
0.128225,0.014216
0.192504,0.011700
0.376217,0.048750
0.156696,0.010826
0.621200,0.136622
0.203124,0.042720
0.046581,0.029364
0.033398,0.021615
0.190928,0.024712
0.278188,0.005808
0.369388,0.006268
0.064281,0.003100
0.221113,0.009189
0.055005,0.030378
0.270082,0.116313
0.150448,0.005180
0.157719,0.117629
0.110781,0.084529
0.076755,0.016435
0.232211,0.005793
0.087373,0.014214
0.281694,0.014117
0.134931,0.002772
0.270244,0.003058
0.632772,0.003108
0.082173,0.014826
0.123308,0.092375
0.737480,0.510749
0.065327,0.004339
0.225115,0.112561
0.172348,0.005663
0.152866,0.003099
0.476147,0.029394
0.198897,0.037997
0.094132,0.010165
0.187239,0.058055
0.120997,0.013621
0.281767,0.157146
0.052379,0.005145
0.147896,0.084880
0.144009,0.005229
0.483896,0.054382
0.156266,0.052391
0.098366,0.012718
0.071601,0.002019
0.449699,0.031813
0.405324,0.200130
0.478017,0.124221
0.267869,0.003646
0.146887,0.001350
0.459599,0.090978
0.110043,0.003501
0.073249,0.005661
0.382118,0.266710
0.102875,0.008476
0.122788,0.065153
0.060576,0.018965
0.090631,0.003523
0.489104,0.001669
0.328494,0.004783
0.220843,0.014010
0.166669,0.005110
0.232085,0.018974
0.263329,0.003597
0.158993,0.085505
0.310863,0.002673
0.102789,0.055820
0.055099,0.006546
0.141737,0.016332
0.185424,0.073044
0.369843,0.072095
0.254508,0.006951
0.429669,0.017677
0.310128,0.070872
0.395655,0.001989
0.136429,0.082448
0.036742,0.012723
0.169747,0.006950
0.527083,0.126321
0.475552,0.002857
0.259706,0.017373
0.670030,0.050587
0.272642,0.003843
0.243137,0.061603
0.049989,0.029223
0.090280,0.017376
0.061252,0.033394
0.436672,0.022131
0.043711,0.002312
0.040570,0.003823
0.460184,0.341922
0.360242,0.005638
0.446801,0.085090
0.062550,0.007848
0.250995,0.002154
0.835987,0.307879
0.068162,0.020752
0.081743,0.005752
0.204924,0.116560
0.398759,0.025370
0.129555,0.079852
0.572102,0.001170
0.029990,0.017770
0.599632,0.003136
0.125232,0.002259
0.601892,0.372172
0.229646,0.009445
0.208556,0.006496
0.136438,0.001635
0.134730,0.003973
0.229606,0.015604
0.493272,0.017538
0.209336,0.035422
0.059364,0.002363
0.074323,0.036498
0.373433,0.012464
0.044906,0.013661
0.088529,0.001378
0.261873,0.052094
0.096150,0.029209
0.106350,0.064813
0.033377,0.015475
0.135440,0.074459
0.470483,0.287371
0.149586,0.001879
0.159663,0.098970
0.055823,0.025960
0.135642,0.064392
0.200458,0.015502
0.155010,0.010798
0.573645,0.097353
0.301832,0.064607
0.328955,0.008348
0.116869,0.006080
0.541827,0.001266
0.216382,0.100677
0.794962,0.068208
0.069891,0.002924
0.147715,0.020843
0.051693,0.001595
0.172609,0.001902
0.415622,0.015919
0.038190,0.005736
0.267531,0.042668
0.107548,0.044411
0.054439,0.009298
0.092831,0.003052
0.078683,0.012135
0.065690,0.006832
0.250868,0.002231
0.219740,0.075865
0.333511,0.075299
0.034172,0.008002
0.380143,0.040026
0.098957,0.016337
0.151769,0.003661
0.179194,0.068358
0.064530,0.043413
0.428675,0.013585
0.297943,0.001541
0.515173,0.408060
0.194809,0.026589
0.299917,0.078140
0.237536,0.001771
0.107883,0.032715
0.709814,0.297416
0.205247,0.001246
0.242276,0.177843
0.506758,0.011905
0.035875,0.022783
0.159305,0.018775
0.223884,0.001541
0.181586,0.002221
0.224362,0.056497
0.202502,0.003104
0.045677,0.004849
0.558474,0.115954
0.077148,0.012188
0.037389,0.003064
0.092194,0.005351
0.075813,0.003765
0.926034,0.053716
0.145870,0.021646
0.180220,0.123706
0.183341,0.014876
0.317920,0.002061
0.040281,0.002589
0.159998,0.002585
0.516636,0.006775
0.158291,0.046018
0.134378,0.031497
0.371392,0.011964
0.099895,0.005843
0.363483,0.030255
0.417168,0.340962
0.028892,0.003200
0.297027,0.007929
0.070938,0.021962
0.069425,0.005646
0.120649,0.046846
0.233869,0.041506
0.122674,0.009064
0.133965,0.002707
0.355740,0.007040
0.399377,0.026218
0.191306,0.046682
0.530962,0.002623
0.241018,0.136705
0.581031,0.131240
0.142345,0.035956
0.550403,0.006256
0.036285,0.007660
0.106907,0.010769
0.166131,0.001690
0.255137,0.088803
0.243239,0.001352
0.482442,0.020002
0.042420,0.004714
0.210869,0.002205
0.567493,0.007229
0.331100,0.211320
1.403134,0.580962
0.149719,0.022050
0.133649,0.057649
0.321520,0.066679
0.489642,0.110622
0.351856,0.009331
0.291104,0.002965
0.182427,0.001147
0.121845,0.005605
0.354014,0.128360
0.452385,0.012189
0.481912,0.045315
0.380786,0.199095
0.156774,0.010201
0.416103,0.001443
0.394645,0.001371
0.473474,0.003623
0.153040,0.001600
0.698095,0.180514
0.068870,0.002220
0.086301,0.047428
0.207108,0.005355
0.276093,0.002945
0.131384,0.033452
0.146202,0.058463
0.085336,0.002944
0.090761,0.014734
0.049389,0.012450
0.052284,0.028138
0.097493,0.001821
0.229511,0.172871
0.052723,0.005308
0.073194,0.008292
0.357741,0.003336
0.144770,0.008467
0.086424,0.040738
0.329648,0.003224
0.116683,0.075848
1.144624,0.116952
0.162396,0.008089
0.051139,0.001953
0.110084,0.003937
0.144907,0.005557
0.307640,0.004465
0.209955,0.068498
0.110927,0.009958
0.359741,0.003665
0.073254,0.011030
0.257513,0.135127
0.355012,0.001463
0.064077,0.033406
0.187723,0.003829
0.269091,0.029695
0.086009,0.013567
0.147976,0.002300
0.515257,0.003696
0.056561,0.044478
0.292578,0.019784
0.388122,0.003007
0.044014,0.016957
0.065973,0.044669
0.242403,0.002176
0.660731,0.383671
0.168065,0.033998
1.499508,0.158396
1.653479,0.003321
0.350295,0.001899
0.145093,0.009405
0.080465,0.003942
0.272009,0.009437
0.133374,0.023221
0.114400,0.015675
0.383601,0.278379
0.298514,0.001204
0.482935,0.002181
0.037056,0.006544
0.213162,0.156239
0.149751,0.001751
0.099510,0.008284
0.168774,0.004063
0.108453,0.018256
0.217269,0.019602
0.138283,0.011271
0.556159,0.036845
0.418917,0.062130
0.074381,0.014313
0.134799,0.013410
0.379892,0.012231
0.067629,0.010561
0.904191,0.004988
0.353674,0.225273
0.103103,0.003942
0.157265,0.023212
0.227207,0.003013
0.188168,0.009808
0.138946,0.061113
0.354619,0.012776
0.275538,0.091700
0.300317,0.076952
0.677371,0.001576
0.252591,0.004665
0.071702,0.008132
0.134069,0.008553
0.350323,0.002763
0.225844,0.003730
0.059752,0.003931
0.268767,0.002860
0.061604,0.004058
0.325894,0.024536
0.228086,0.092181
0.152365,0.012210
0.071932,0.001756
0.174102,0.020457
0.107362,0.036524
0.404207,0.003703
0.482040,0.013622
0.048489,0.011680
0.185231,0.003619
0.088625,0.057444
0.260216,0.003755
0.113642,0.038689
0.334192,0.003328
0.335590,0.008706
0.205299,0.117349
0.475135,0.059672
0.140476,0.004181
0.122886,0.010855
0.547613,0.021356
0.046485,0.008347
0.506529,0.003185
0.282740,0.042852
0.067201,0.002178
0.265256,0.006926
0.295962,0.021075
0.299540,0.001282
0.046555,0.002456
0.060659,0.034699
0.185710,0.017813
0.061089,0.006810
0.652549,0.047107
0.401036,0.047130
0.698018,0.001815
0.596626,0.003554
0.287079,0.020906
0.025194,0.009040
0.030034,0.013468
0.230653,0.038339
0.255481,0.001901
0.492965,0.080481
0.294808,0.003284
0.106751,0.009704
0.468834,0.282875
0.455776,0.243065
0.464250,0.112020
