beta,gamma,epsilon
0.158788,0.026180,9.033611
0.167087,0.008022,5.251658
0.117819,0.026283,7.387807
0.086213,0.022463,7.765568
0.075327,0.026952,10.199314
0.140950,0.018606,8.391177
0.135791,0.006120,7.175777
0.200960,0.012929,9.611551
0.114134,0.041365,9.985685
0.095536,0.016315,4.901912
0.074293,0.009612,5.869898
0.134282,0.015064,5.634301
0.097249,0.011788,2.516822
0.144369,0.035717,9.198106
0.104199,0.017605,5.189879
0.097732,0.018595,5.984106
0.101735,0.035586,9.453437
0.080723,0.008035,6.749624
0.113867,0.028335,8.175783
0.114491,0.011507,2.563512
0.127983,0.010104,3.038991
0.125323,0.026773,8.628432
0.104791,0.028724,8.468786
0.139534,0.017712,7.660138
0.115025,0.005192,8.174966
0.135910,0.018846,7.738021
0.113848,0.034545,9.442090
0.061010,0.011570,7.792836
0.098716,0.020967,6.702191
0.137273,0.014977,5.462294
0.075141,0.025201,8.696154
0.087683,0.020114,8.384555
0.131446,0.026482,8.856942
0.152220,0.027337,9.586664
0.112896,0.038429,9.676529
0.154778,0.016505,7.508412
0.212920,0.010120,8.008121
0.094342,0.027475,8.444653
0.123454,0.006193,5.399699
0.153419,0.016139,9.077486
0.111296,0.019425,5.764073
0.083216,0.023718,8.244335
0.118693,0.016688,4.805982
0.102872,0.016379,4.219167
0.154323,0.026760,9.947442
0.100455,0.026176,7.575658
0.175710,0.023358,10.005893
0.065559,0.011540,6.847349
0.156610,0.009848,6.508121
0.093423,0.014992,3.785351
0.157652,0.023534,9.416074
0.124479,0.006225,6.110449
0.103120,0.012792,2.655427
0.106720,0.007984,2.810923
0.090297,0.030555,8.928086
0.076165,0.024038,8.512160
0.107316,0.006803,4.659170
0.270247,0.009723,10.138039
0.152937,0.013651,7.222834
0.126149,0.033945,8.943253
0.106029,0.014417,3.862226
0.087288,0.032569,10.112006
0.121368,0.016918,4.763744
0.060664,0.016117,8.814206
0.091933,0.029797,9.202672
0.088590,0.026528,8.054165
0.099406,0.022885,7.483752
0.151246,0.018742,9.250790
0.135922,0.018911,7.907824
0.103336,0.024860,7.935146
0.099163,0.010420,0.937995
0.080058,0.009002,5.139516
0.071026,0.009154,6.760561
0.089876,0.016722,6.092690
0.083535,0.030147,9.098110
0.088753,0.006651,6.103413
0.166138,0.019322,9.548546
0.228627,0.013177,9.666098
0.084513,0.017766,5.417671
0.116159,0.016264,4.810213
0.102945,0.012466,2.554491
0.138173,0.010854,4.396037
0.133954,0.015545,6.790525
0.067658,0.022413,9.744345
0.113859,0.027754,7.794438
0.106966,0.020288,6.014645
0.112560,0.004831,8.881346
0.077501,0.022958,7.432046
0.126697,0.019305,7.017435
0.083700,0.016190,5.558222
0.073747,0.015355,6.282909
0.110293,0.019885,6.192737
0.068436,0.008321,9.387949
0.089926,0.008415,4.261298
0.112066,0.033546,8.981049
0.101621,0.016404,4.464603
0.097427,0.017205,5.416560
0.127370,0.030264,8.151547
0.159013,0.013457,7.599332
0.133318,0.010222,2.096009
0.108677,0.023106,6.950230
0.085119,0.023317,7.620410
0.162418,0.017179,8.645478
0.106138,0.036162,9.411281
0.116433,0.025770,7.373190
0.102037,0.012674,2.541494
0.163301,0.014532,9.158536
0.162197,0.013644,7.061238
0.135644,0.014289,3.607045
0.163309,0.010663,6.229110
0.212026,0.010992,8.704868
0.164212,0.017845,9.361995
0.080747,0.021474,7.131457
0.151712,0.009261,6.136129
0.285958,0.008086,9.132614
0.082308,0.026501,8.891165
0.118372,0.040210,9.965160
0.140604,0.019715,7.906765
0.120395,0.024763,8.163819
0.116454,0.007616,3.258561
0.182036,0.014955,8.699935
0.127804,0.016055,5.462081
0.085856,0.017086,5.410351
0.096902,0.027142,8.012849
0.089161,0.032938,10.034382
0.135016,0.034879,9.735754
0.097367,0.012357,2.167679
0.155790,0.010611,4.981611
0.084999,0.020952,6.986262
0.201605,0.006719,8.155441
0.060973,0.015961,7.062235
0.111922,0.029836,8.281497
0.146744,0.021123,9.450700
0.125912,0.017917,6.616762
0.089231,0.017074,5.570498
0.120195,0.024570,7.314176
0.130357,0.007561,3.944886
0.093161,0.012877,5.019350
0.096141,0.018763,5.199988
0.099302,0.011451,1.246738
0.083809,0.019917,6.598725
0.131968,0.016448,6.780856
0.127581,0.026345,8.594061
0.145046,0.020961,9.636013
0.109311,0.020298,6.063233
0.097346,0.011405,2.059563
0.115417,0.009163,1.789366
0.097652,0.033397,9.633367
0.130788,0.023786,8.470501
0.155204,0.018638,7.868447
0.081042,0.014653,4.522888
0.088639,0.023418,7.247294
0.082837,0.017787,6.026146
0.127243,0.024288,6.973597
0.116032,0.032468,9.377443
0.148598,0.006817,7.038597
0.125839,0.020406,6.416309
0.190240,0.006587,7.496259
0.068520,0.023887,8.919451
0.076505,0.021466,7.200313
0.172788,0.013429,7.385827
0.097421,0.022304,6.847735
0.122925,0.029891,8.071296
0.080108,0.008760,4.361749
0.074186,0.022229,9.570095
0.124288,0.020602,6.474378
0.156662,0.022430,9.016169
0.082501,0.024894,8.064475
0.112336,0.006809,5.028159
0.098100,0.039377,10.195516
0.083277,0.016606,5.825094
0.196773,0.016427,10.085199
0.068724,0.015742,7.329148
0.142213,0.026723,9.436966
0.082501,0.026282,9.461310
0.093273,0.015796,4.734625
0.095068,0.027408,7.750458
0.127255,0.037041,9.236334
0.082276,0.020652,7.283778
0.155522,0.026650,8.995126
0.090120,0.021311,7.306980
0.069687,0.021493,7.993483
0.233398,0.010846,9.015932
0.078017,0.008592,4.287861
0.108029,0.032736,8.850471
0.083154,0.005152,10.021509
0.108192,0.028715,8.232810
0.207598,0.012111,9.683047
0.202217,0.005472,9.348090
0.083666,0.008702,5.318904
0.074549,0.011827,5.001412
0.077523,0.012641,6.789780
0.170458,0.005592,8.884831
0.137677,0.019289,7.547874
0.222043,0.009332,8.353298
0.174117,0.015876,8.789606
0.104234,0.021196,6.195701
0.109843,0.038265,9.898323
0.098277,0.011868,2.171441
0.131845,0.009312,2.780818
0.102545,0.010644,0.781301
0.087659,0.018737,6.935720
0.126077,0.026131,7.353200
0.070652,0.008968,8.736873
0.073382,0.012914,4.872161
0.074875,0.014360,7.485862
0.111899,0.032021,8.432500
0.078886,0.012066,5.679216
0.143149,0.008634,4.110729
0.077872,0.022913,8.265482
0.081765,0.027517,8.577661
0.201439,0.015184,9.634271
0.067927,0.016667,8.441301
0.157178,0.006856,7.127041
0.084590,0.022737,7.852550
0.193581,0.006385,8.749688
0.104779,0.015609,4.496452
0.094432,0.029331,8.568882
0.076126,0.006199,8.581346
0.082906,0.014808,5.523692
0.075051,0.021378,7.904107
0.129500,0.032190,8.386050
0.131874,0.023515,6.858528
0.094712,0.004619,10.044983
0.104275,0.033119,9.242163
0.074481,0.026995,10.087231
0.181471,0.005741,9.206528
0.121407,0.024208,7.212510
0.071869,0.028610,10.018209
0.123407,0.026721,8.289564
0.080626,0.008367,5.215920
0.106291,0.034001,9.081645
0.082153,0.016861,6.522576
0.086616,0.015014,4.997661
0.245625,0.012888,10.132996
0.099671,0.012669,2.668708
0.104475,0.035914,8.726404
0.174261,0.013567,9.036560
0.138146,0.012501,6.281796
0.098289,0.033436,9.027484
0.138789,0.021539,8.031522
0.127010,0.033182,9.032701
0.124196,0.011529,2.359273
0.168403,0.005147,9.861571
0.106285,0.021194,6.291501
0.086106,0.011931,3.500288
0.107393,0.017925,5.165751
0.084020,0.020796,7.477482
0.075974,0.015845,7.374419
0.123126,0.019482,6.095642
0.123677,0.016495,5.600989
0.136511,0.016920,6.224665
0.103503,0.019341,5.976357
0.139538,0.012903,5.330147
0.089571,0.025414,8.284973
0.243440,0.009118,8.841692
0.072300,0.005413,10.187354
0.091362,0.007462,5.425945
0.153816,0.034502,10.187675
0.082135,0.015525,4.670481
0.129777,0.039779,9.776499
0.146838,0.028876,9.733519
0.128137,0.012315,2.625494
0.115762,0.037352,9.788490
0.078304,0.025535,9.750617
0.156554,0.023508,10.083097
0.081475,0.021935,7.508964
0.090165,0.009749,2.709743
0.123918,0.032412,9.273605
0.076543,0.027482,9.152484
0.092942,0.022109,6.677302
0.149966,0.005239,9.572387
0.106495,0.033297,8.691670
0.114261,0.006509,5.918962
0.070633,0.013677,6.366703
0.115580,0.005290,7.972102
0.168679,0.006718,8.175495
0.112030,0.020866,5.911401
0.171806,0.012618,8.351055
0.115116,0.030215,8.271380
0.100972,0.017682,5.555081
0.096245,0.032256,9.260173
0.195866,0.007528,8.124576
0.097746,0.026447,7.986579
0.126327,0.019234,7.278885
0.149026,0.026007,10.041163
0.083339,0.018066,5.824850
0.078343,0.008786,4.386615
0.087756,0.026967,8.899231
0.168894,0.013664,8.452755
0.097920,0.014797,4.292874
0.125290,0.025392,9.649035
0.096801,0.012764,2.728609
0.134729,0.018940,6.073219
0.072749,0.014346,6.002354
0.158630,0.005224,9.257720
0.085814,0.025774,8.383474
0.114501,0.023760,7.212722
0.085838,0.005970,7.244526
0.262056,0.007284,9.131668
0.102617,0.028981,8.369488
0.129467,0.004696,10.002026
0.105551,0.015137,4.132697
0.124821,0.032154,8.743267
0.162858,0.016913,7.389099
0.097497,0.034819,9.732039
0.104461,0.022526,7.182248
0.106675,0.024007,6.872927
0.196298,0.011571,9.052433
0.080646,0.027561,8.954261
0.150955,0.040777,9.556661
0.115591,0.027882,7.606156
0.228428,0.006216,9.121087
0.133774,0.024370,9.562631
0.074816,0.018033,6.835599
0.108822,0.015281,3.763030
0.113035,0.025591,7.396417
0.107633,0.006153,6.148771
0.087638,0.011330,3.621460
0.106198,0.019553,5.939882
0.107937,0.013030,2.100257
0.179635,0.016917,9.884740
0.120916,0.017554,4.876857
0.090926,0.032236,9.093654
0.075767,0.011598,4.589758
0.153829,0.018602,9.082337
0.166322,0.009989,7.203772
0.147006,0.036923,9.309417
0.083201,0.010753,3.836093
0.128219,0.013885,4.309264
0.070576,0.018183,7.755285
0.109814,0.025007,7.189160
0.146786,0.021752,9.315437
0.081560,0.013243,6.036691
0.163634,0.009289,5.371081
0.082953,0.019472,6.084546
0.075579,0.015448,8.040763
0.087413,0.023593,7.860340
0.204010,0.005491,8.759429
0.123915,0.009721,2.794007
0.193275,0.010329,6.444669
0.128822,0.006155,6.679959
0.198159,0.015737,10.193090
0.164130,0.006809,6.560960
0.182707,0.008668,6.416716
0.127999,0.040763,9.514554
0.131747,0.018214,7.696549
0.062137,0.012502,7.960616
0.156756,0.017294,8.188157
0.114089,0.013288,3.924605
0.064802,0.013779,9.805072
0.171184,0.010381,6.215280
0.120492,0.034417,9.203574
0.092223,0.029255,8.503391
0.137976,0.036892,8.761862
0.092966,0.033347,9.317644
0.117483,0.004480,10.128377
0.087422,0.021868,8.226361
0.147671,0.020928,8.395951
0.120699,0.022976,8.481386
0.264459,0.011191,9.905627
0.128265,0.012592,4.647148
0.145269,0.020772,8.812083
0.073994,0.018260,6.544727
0.077003,0.008801,6.684073
0.110698,0.019860,6.176974
0.154332,0.020269,9.000839
0.125388,0.010667,1.352975
0.111024,0.018139,6.203734
0.148999,0.018053,7.702383
0.076762,0.021964,8.690658
0.099852,0.024138,7.224392
0.119824,0.011858,2.722614
0.112826,0.023012,7.049069
0.100347,0.035857,9.705331
0.094091,0.016620,5.623603
0.123525,0.004894,8.508254
0.089786,0.027776,8.533542
0.092110,0.020739,6.516800
0.109491,0.035425,9.302312
0.102524,0.032686,9.043641
0.109024,0.034775,9.607837
0.067902,0.021939,10.153978
0.114035,0.021844,6.853468
0.085748,0.018917,7.040637
0.104358,0.018315,5.512436
0.126034,0.024962,8.895600
0.116758,0.012934,2.625663
0.144199,0.021469,8.780919
0.072074,0.008132,9.101701
0.069930,0.014650,7.459419
0.107463,0.008923,3.629547
0.128356,0.018433,6.623090
0.114717,0.016697,5.406984
0.074611,0.019639,8.314822
0.136029,0.017849,8.527268
0.109756,0.019027,5.638912
0.257943,0.011760,9.696216
0.137513,0.024725,9.019566
0.078614,0.010009,3.508441
0.144226,0.016918,7.239190
0.146765,0.006315,7.135458
0.151499,0.006358,7.419292
0.109069,0.026802,7.921101
0.112490,0.029406,8.402791
0.162302,0.021625,10.208027
0.221459,0.010404,8.856247
0.145869,0.039023,9.944564
0.093620,0.021201,6.549197
0.100430,0.026068,7.526528
0.153139,0.006478,7.171028
0.089821,0.007851,4.382652
0.172910,0.012567,7.602477
0.069022,0.023590,8.955206
0.121668,0.026647,8.433444
0.063137,0.013410,7.608963
0.102641,0.013544,3.960993
0.129649,0.021909,8.931424
0.130746,0.019150,6.728750
0.104722,0.015256,4.277016
0.134065,0.010537,1.765499
0.119375,0.033347,8.980426
0.124738,0.028690,8.507718
0.148688,0.034797,10.139942
0.228176,0.010051,8.394648
0.157670,0.018745,9.303505
0.129992,0.041181,10.153729
0.115540,0.031268,8.744346
0.133800,0.012097,5.425149
0.108902,0.008304,2.126404
0.138715,0.025398,9.231800
0.071645,0.018544,7.586906
0.061853,0.019494,10.016800
0.089210,0.017991,5.684784
0.165565,0.022790,10.140620
0.192952,0.014895,9.394280
0.125568,0.009715,2.058311
0.255453,0.006525,9.438943
0.127145,0.029330,8.631838
0.131616,0.039288,9.470854
0.135774,0.022317,9.166250
0.088837,0.006528,5.792651
0.112793,0.011170,1.596800
0.222819,0.005638,9.652967
0.084471,0.015240,4.374273
0.072522,0.018440,10.213412
0.104672,0.013643,2.760894
0.126287,0.039499,9.805024
0.144750,0.009209,4.093552
0.151575,0.011984,7.927832
0.115659,0.021540,6.577593
0.081186,0.015247,6.189021
0.190717,0.009119,6.356621
0.177473,0.006338,8.071590
0.138146,0.017109,7.080674
0.133950,0.025351,9.109410
0.132916,0.020774,6.531732
0.175230,0.017329,9.393883
0.082730,0.005274,8.825132
0.173161,0.016930,9.596254
0.120866,0.024767,8.244341
0.067758,0.023518,9.649330
0.098965,0.007246,3.636624
0.112206,0.014272,3.866990
0.097968,0.017793,5.300915
0.121999,0.016163,5.619375
0.127416,0.039712,9.835429
0.110088,0.007817,2.561278
0.082576,0.025403,7.955242
0.072285,0.007864,7.455645
0.107473,0.032691,9.164349
0.097447,0.014840,5.021637
0.120021,0.006726,4.541228
0.120197,0.036430,9.313329
0.127051,0.038165,9.691141
0.124670,0.035150,8.842626
0.121818,0.014714,5.515146
0.082419,0.006988,6.840754
0.099757,0.034485,9.367680
0.105664,0.037678,9.976759
0.117124,0.013010,4.218677
0.090107,0.024781,8.534104
0.083054,0.012629,4.637251
0.129917,0.009448,1.886205
0.081583,0.020980,8.170571
0.127648,0.021394,8.270157
0.119723,0.007779,3.416306
0.122869,0.011781,3.750430
0.106205,0.034557,8.897045
0.094589,0.005899,5.967492
0.087692,0.027257,8.041632
0.094482,0.008284,1.924235
0.100018,0.014338,3.752155
0.097698,0.016425,5.493783
0.114453,0.025114,7.444690
0.106477,0.027318,7.952101
0.141769,0.019959,8.020360
0.151572,0.006737,5.874395
0.132297,0.021717,8.190072
0.071888,0.009737,4.834094
0.119194,0.011542,2.824749
0.140115,0.032530,9.826956
0.113152,0.017936,5.309438
0.118453,0.010118,0.798569
0.110695,0.031169,8.619183
0.123426,0.035344,8.859078
0.117331,0.027160,7.749810
0.142616,0.032223,9.941046
0.109350,0.011648,2.658196
0.094551,0.031058,9.480328
0.125030,0.024440,7.039809
0.127398,0.030610,9.224420
0.105242,0.018845,5.696477
0.103634,0.019193,6.061714
0.083197,0.021529,8.436501
0.134949,0.038597,9.939062
0.081229,0.008119,4.380493
0.125568,0.036941,8.967204
0.101748,0.019670,6.025160
0.156229,0.015654,7.956613
0.173124,0.016442,9.601024
0.085295,0.011840,4.326151
0.218413,0.008326,7.489182
0.084411,0.010532,1.496092
0.152532,0.005246,9.816601
0.119323,0.027131,7.619176
0.078365,0.008283,7.451187
0.081174,0.017044,5.962075
0.075786,0.022504,9.076999
0.157321,0.021402,10.225793
0.099106,0.010644,1.540260
0.073751,0.013438,4.998359
0.118907,0.024440,7.045212
0.252165,0.009514,9.665953
0.109798,0.025008,8.050414
0.137985,0.024492,8.042280
0.237494,0.007615,7.438474
0.093648,0.018643,5.227968
0.104713,0.020007,5.893770
0.106880,0.008851,1.931328
0.082744,0.030560,9.754842
0.098996,0.025676,7.436446
0.074715,0.017237,8.040988
0.171860,0.015791,9.546276
0.078258,0.008543,6.305162
0.115940,0.029702,7.772258
0.105413,0.023540,7.293163
0.126505,0.036178,9.332123
0.106736,0.028120,7.731319
0.126963,0.037513,9.508637
0.139639,0.014029,5.757116
0.089716,0.005660,7.111301
0.097659,0.008709,2.015974
0.137552,0.023794,7.957691
0.177523,0.018068,9.114896
0.123571,0.034378,9.065634
0.105130,0.030705,8.579292
0.262200,0.007870,8.693277
0.114733,0.005501,7.986174
0.093443,0.020366,6.163132
0.139852,0.030317,9.120191
0.155016,0.019034,8.997030
0.143516,0.014956,4.800835
0.160082,0.013780,7.422963
0.122457,0.036361,9.831425
0.101402,0.039756,9.987326
0.124768,0.018454,5.728079
0.144684,0.020858,9.682242
0.104591,0.010359,1.182803
0.126117,0.007072,4.267676
0.093862,0.007122,6.824890
0.149739,0.027346,9.216972
0.093736,0.017321,5.685637
0.170014,0.019160,9.168797
0.170802,0.019503,8.852849
0.114491,0.021557,6.552802
0.077527,0.018639,6.939272
0.086287,0.010485,3.466088
0.080159,0.020073,7.379202
0.168116,0.023781,9.748090
0.134097,0.006304,5.869776
0.104138,0.037806,10.053740
0.142548,0.012968,5.216767
0.093491,0.031350,9.275578
0.098984,0.014904,4.849882
0.145598,0.034176,9.833921
0.125678,0.043626,9.884902
0.120272,0.021468,7.100071
0.099263,0.021775,6.658810
0.121464,0.023587,8.020556
0.209548,0.006680,8.252789
0.097880,0.017761,4.798461
0.138078,0.008195,4.068524
0.078978,0.023136,9.382900
0.228446,0.012478,9.877840
0.145653,0.019656,8.606906
0.122786,0.022244,7.666279
0.152127,0.014303,7.881841
0.087002,0.017945,7.727339
0.075537,0.020957,9.015960
0.132711,0.016654,5.585361
0.081479,0.028146,9.721266
0.115461,0.019137,6.261130
0.105322,0.014153,3.602071
0.132699,0.026592,8.832715
0.091554,0.026344,7.933453
0.077169,0.006038,9.390270
0.089136,0.034233,9.770202
0.115617,0.008637,2.688048
0.137989,0.010033,4.109707
0.143386,0.036383,9.652581
0.141513,0.019621,7.623019
0.094543,0.032507,9.924290
0.169342,0.013423,6.697222
0.102309,0.022031,6.777256
0.101613,0.030482,8.441888
0.124365,0.009219,3.365999
0.097656,0.029371,8.126603
0.118106,0.022299,7.509244
0.096643,0.031842,8.627670
0.092631,0.014711,3.579609
0.136144,0.029943,9.577111
0.104550,0.015767,4.373747
0.159925,0.013271,5.703768
0.161216,0.010847,6.161034
0.135709,0.014959,6.817713
0.139886,0.038831,9.468144
0.074293,0.022901,9.130123
0.098946,0.012589,3.053852
0.131895,0.011583,2.633448
0.110956,0.028863,8.233984
0.126019,0.012475,3.396643
0.099087,0.022368,7.219860
0.146320,0.025682,9.839598
0.081664,0.017367,7.680577
0.170618,0.009781,6.129850
0.121383,0.037078,9.018532
0.126767,0.031109,8.573767
0.114018,0.010774,1.511607
0.091895,0.023595,7.334422
0.079558,0.011623,4.039872
0.101713,0.034705,9.401459
0.082168,0.024390,7.820552
0.078033,0.028630,8.777321
0.115219,0.012459,4.119840
0.109057,0.023182,6.660313
0.077644,0.007576,6.050045
0.143407,0.030266,9.513051
0.126211,0.031342,8.653581
0.116506,0.030126,8.124684
0.142147,0.040689,9.951391
0.152924,0.015624,8.117744
0.069051,0.017560,7.098547
0.139829,0.009145,3.733477
0.080482,0.011003,3.084167
0.083990,0.027003,8.608295
0.118838,0.033153,8.435029
0.154206,0.020787,8.772803
0.088790,0.013694,4.354407
0.096512,0.017326,5.127320
0.102621,0.010419,2.052050
0.102494,0.023248,6.828898
0.062232,0.018196,9.582143
0.092425,0.009067,3.981916
0.237829,0.008413,8.113064
0.079490,0.012464,4.860812
0.181939,0.007912,6.892253
0.113097,0.019974,6.779752
0.080550,0.015118,5.319442
0.136722,0.025669,10.081680
0.091842,0.022592,7.121462
0.156356,0.021368,8.632065
0.100902,0.013901,3.450194
0.109448,0.015906,3.967871
0.173834,0.010262,7.405891
0.076275,0.009322,6.116464
0.146985,0.033221,10.202175
0.104098,0.023013,6.952565
0.078261,0.015138,9.434300
0.127779,0.018347,5.283589
0.135345,0.036713,9.156598
0.144627,0.014187,5.030202
0.255689,0.009402,9.297522
0.175241,0.010614,6.480646
0.088100,0.014590,3.755826
0.109063,0.026213,7.317541
0.115917,0.023122,6.628488
0.122056,0.006601,5.386967
0.108842,0.012115,4.010146
0.091457,0.028206,8.569475
0.097679,0.029503,8.418626
0.118222,0.021568,6.169569
0.131817,0.018885,6.912469
0.123030,0.033431,8.734817
0.129886,0.006262,6.767012
0.147220,0.015193,7.459319
0.139613,0.044355,9.742996
0.079388,0.025078,8.156043
0.155524,0.018481,9.231409
0.092027,0.015091,3.402088
0.136581,0.015726,7.090432
0.096539,0.018004,5.862832
0.150093,0.013869,6.956728
