beta,gamma,epsilon
0.080629,0.010007,2.806292
0.199824,0.014261,10.218527
0.095355,0.029638,8.953735
0.110811,0.013602,4.457041
0.044374,0.015040,14.254136
0.114517,0.006262,4.994544
0.435743,0.011023,11.919341
0.137573,0.018077,7.947208
0.147555,0.012440,5.946134
0.350140,0.013439,12.151420
0.241832,0.053715,15.892442
0.080109,0.036018,11.975700
0.243411,0.021922,13.242366
0.153503,0.024493,10.803498
0.085385,0.008723,4.316587
0.047777,0.010901,15.126090
0.131173,0.009284,3.523689
0.098106,0.029253,9.293967
0.050932,0.012399,11.757836
0.291376,0.091795,16.307807
0.052840,0.022728,13.522837
0.240219,0.010843,9.676315
0.063608,0.026579,13.074315
0.071221,0.024350,13.112388
0.109402,0.009957,1.851350
0.404294,0.014725,13.759734
0.069093,0.007909,8.253396
0.288010,0.010923,10.279715
0.110089,0.007999,3.477266
0.167824,0.023075,10.406699
0.111937,0.016318,4.567414
0.053919,0.007743,15.820819
0.072068,0.005321,13.796367
0.051132,0.015097,12.090249
0.076424,0.016323,7.414553
0.322303,0.020272,15.104517
0.055406,0.017273,13.239102
0.105999,0.023777,7.036772
0.132862,0.015569,6.716095
0.072607,0.012474,6.329812
0.091864,0.015566,4.874975
0.089633,0.026073,8.061587
0.096615,0.010541,0.773002
0.063995,0.028333,14.122233
0.174281,0.003281,16.352886
0.214330,0.009439,8.774638
0.177296,0.018088,10.238863
0.091577,0.004774,8.883633
0.206080,0.007398,8.209083
0.381590,0.018340,15.246545
0.152072,0.019387,9.006365
0.063638,0.028082,15.917333
0.126740,0.014746,4.787705
0.105032,0.014412,3.523989
0.086127,0.020738,7.599904
0.089069,0.017267,5.950036
0.094277,0.009647,1.669775
0.102870,0.043425,11.893205
0.089506,0.010418,1.807061
0.096110,0.013602,3.759027
0.055281,0.012102,10.096089
0.057359,0.004503,16.323377
0.210934,0.010023,8.873525
0.163218,0.025229,10.684000
0.176569,0.012860,8.973872
0.073798,0.004695,11.861470
0.238487,0.026913,13.812843
0.311465,0.008121,10.440852
0.225990,0.024154,14.383147
0.096433,0.015548,4.297050
0.042495,0.012445,16.603883
0.080602,0.025853,8.546063
0.194823,0.008709,6.314933
0.130684,0.015716,6.929492
0.120415,0.031169,8.692129
0.181002,0.008182,6.959509
0.053427,0.013671,11.174706
0.692984,0.010750,13.265895
0.089166,0.010311,3.492445
0.064235,0.014582,6.659996
0.283864,0.019897,14.363179
0.069584,0.026182,11.080365
0.073681,0.019165,7.930231
0.108334,0.020278,6.121406
0.096818,0.014384,3.556716
0.204740,0.032028,13.392820
0.145477,0.008389,5.230708
0.191428,0.042823,13.780348
0.059841,0.019502,10.890574
0.141182,0.011146,6.002454
0.209938,0.027908,13.055262
0.114234,0.033414,8.942280
0.188966,0.024564,11.766098
0.212529,0.003893,13.906269
0.080462,0.005193,9.056319
0.196749,0.038368,14.352418
0.211197,0.014369,11.111665
0.108451,0.008679,1.295983
0.111369,0.024978,7.365043
0.195207,0.048279,14.248464
0.093242,0.017787,5.015689
0.468216,0.008357,11.545205
0.085771,0.012065,3.666593
0.121231,0.006397,6.115088
0.067913,0.007828,8.250498
0.104987,0.013380,2.789474
0.121085,0.040241,9.832144
0.098540,0.005610,8.513227
0.126153,0.019700,7.162861
0.222123,0.021055,12.996134
0.095911,0.039612,10.273010
0.293900,0.006427,10.516099
0.060478,0.012920,7.832824
0.163239,0.003949,11.818828
0.119747,0.013596,5.501943
0.045357,0.006406,16.074045
0.260683,0.015473,11.591617
0.115859,0.030250,8.502308
0.231775,0.011875,9.317598
0.196313,0.006966,7.794929
0.227506,0.008572,8.648633
0.086565,0.031813,12.743828
0.283573,0.026046,15.821109
0.119063,0.011835,2.261409
0.168036,0.018023,8.896731
0.131001,0.026331,7.343769
0.120650,0.011418,1.773166
0.174612,0.008318,6.239116
0.317065,0.010445,11.085235
0.136942,0.004681,10.944641
0.162652,0.015057,7.681708
0.217722,0.036070,14.209816
0.107656,0.032430,8.597463
0.164434,0.007337,6.602821
0.206823,0.043308,14.275088
0.068878,0.004487,15.729710
0.134278,0.010627,1.352833
0.202263,0.016005,11.242609
0.083422,0.028135,9.469621
0.087694,0.004427,12.238216
0.233550,0.011459,9.718296
0.117241,0.037487,9.231495
0.120600,0.011582,4.006330
0.196358,0.024842,10.115834
0.129588,0.030240,8.168218
0.067526,0.013708,6.890558
0.052351,0.012538,11.821457
0.196758,0.017402,11.168431
0.082675,0.011461,4.114742
0.097501,0.019931,6.419223
0.167939,0.017925,9.823645
0.236082,0.030593,15.197495
0.103942,0.015663,4.129920
0.448510,0.007141,10.960876
0.055169,0.020085,11.638272
0.119205,0.027314,7.649341
0.114643,0.003347,13.593698
0.135064,0.005714,6.999589
0.154175,0.010605,5.816346
0.091816,0.014751,3.698675
0.049518,0.007240,14.617051
0.116976,0.022698,6.495230
0.182950,0.021298,11.761061
0.261360,0.015559,12.925460
0.066449,0.018567,11.530730
0.077426,0.007998,6.944552
0.210523,0.026208,13.081940
0.121041,0.029192,9.033348
0.355020,0.026949,16.047354
0.323983,0.012843,12.359296
0.107397,0.022726,6.286138
0.131827,0.024106,8.571714
0.065158,0.015418,7.781923
0.202730,0.039181,13.815831
0.060963,0.022016,11.279029
0.307770,0.021106,14.862883
0.087045,0.010837,1.989388
0.134323,0.006161,6.410978
0.062434,0.025611,13.393533
0.137880,0.016603,8.112991
0.191657,0.028374,11.833769
0.115981,0.032401,8.841956
0.204374,0.004491,10.917378
0.167049,0.019691,10.154262
0.150815,0.024041,8.864339
0.198562,0.005733,9.520571
0.231104,0.014151,10.401852
0.200352,0.016599,10.011168
0.151786,0.008953,5.052781
0.404525,0.022649,16.175190
0.100691,0.009709,0.677718
0.145758,0.004864,10.248703
0.057523,0.016284,15.344069
0.136234,0.045139,11.117338
0.146471,0.024420,9.523831
0.151623,0.023173,9.947448
0.123783,0.020481,5.667952
0.125108,0.012200,2.258023
0.104907,0.031647,8.929666
0.341002,0.009284,10.205304
0.153125,0.024611,10.456423
0.186215,0.011561,7.425015
0.149197,0.012013,6.504371
0.176267,0.006835,7.366853
0.103217,0.010993,1.825711
0.243515,0.005560,10.223411
0.245050,0.006943,8.858259
0.100136,0.023987,7.466049
0.113356,0.023279,6.716396
0.267590,0.021283,14.729554
0.084631,0.003244,15.309905
0.414455,0.014617,13.775680
0.164621,0.044579,12.243571
0.293120,0.006910,9.307773
0.087307,0.046800,14.226945
0.301909,0.007214,9.314733
0.087406,0.034127,9.482689
0.069943,0.019271,9.147047
0.093524,0.023434,9.243475
0.145769,0.005388,8.603719
0.151831,0.018469,9.292274
0.116002,0.017997,4.765829
0.161255,0.016447,8.422677
0.095160,0.013504,3.942860
0.070325,0.016178,9.081764
0.087575,0.011363,2.309172
0.335251,0.019870,14.981409
0.069795,0.015636,9.280066
0.171364,0.027010,10.607250
0.118695,0.018287,5.839468
0.094386,0.029323,9.037106
0.106835,0.010164,1.189540
0.095675,0.032579,9.838776
0.127660,0.041688,10.007623
0.097346,0.023832,7.001599
0.085967,0.032411,11.661677
0.086806,0.044276,15.108825
0.105058,0.010234,1.038821
0.083874,0.010544,5.126987
0.241637,0.009644,9.218153
0.087161,0.008227,6.865483
0.198297,0.008179,7.521526
0.097974,0.013281,2.713994
0.061332,0.020700,14.945146
0.184963,0.020972,11.233024
0.156487,0.015024,8.097489
0.187495,0.007819,5.986478
0.085160,0.027123,9.282476
0.177284,0.040474,12.758770
0.178881,0.048077,12.285090
0.326970,0.011663,12.209893
0.074870,0.020690,7.451973
0.087814,0.016292,5.601656
0.078650,0.008590,6.225961
0.087868,0.036766,9.736554
0.092050,0.027725,8.314916
0.076166,0.013317,5.831377
0.156235,0.004977,10.473952
0.115508,0.023181,6.841706
0.058600,0.015097,9.314248
0.110883,0.028065,8.178378
0.247804,0.022401,13.310596
0.130111,0.015265,6.221375
0.090534,0.009352,4.046130
0.103782,0.023580,6.778620
0.198262,0.003360,16.133285
0.050155,0.014991,12.095645
0.074361,0.006901,9.737323
0.099811,0.032643,9.148350
0.161292,0.009245,5.404763
0.069137,0.024154,10.481852
0.060842,0.018054,10.876553
0.099195,0.015232,4.230111
0.063745,0.019702,8.905899
0.125081,0.030341,9.371593
0.262373,0.086284,16.118738
0.104542,0.025962,7.611111
0.320426,0.032025,16.332671
0.168089,0.010240,4.745434
0.137559,0.015885,6.689533
0.124226,0.003883,11.264686
0.097566,0.039868,10.714366
0.136171,0.013406,5.653128
0.051524,0.012592,12.977473
0.079669,0.017385,5.602213
0.117136,0.019511,6.477799
0.110577,0.006276,5.057400
0.096050,0.034595,9.819173
0.246112,0.018374,13.017686
0.063022,0.010700,11.001626
0.089703,0.015332,4.388458
0.234573,0.005145,10.729139
0.075064,0.015312,5.469409
0.162002,0.019497,9.191179
0.130538,0.009734,1.416644
0.328709,0.007242,9.682251
0.334609,0.011011,11.323290
0.073226,0.015148,6.587743
0.113215,0.003396,12.837786
0.168625,0.007930,5.037671
0.052189,0.021349,16.092176
0.139484,0.031407,10.597356
0.168329,0.018253,9.186078
0.137042,0.012980,5.432672
0.082685,0.025275,8.732909
0.174753,0.022361,10.588494
0.101466,0.022841,6.390287
0.073960,0.026726,10.504603
0.064552,0.016273,8.827339
0.070756,0.025385,13.947214
0.194380,0.006609,8.554944
0.100297,0.011153,1.719048
0.131942,0.007525,3.760001
0.209229,0.032716,14.506759
0.425253,0.005445,12.398897
0.077881,0.013558,5.746907
0.396118,0.013651,12.737723
0.334472,0.022120,15.130163
0.080473,0.030161,8.589045
0.224332,0.014983,11.499807
0.386005,0.007377,10.714598
0.072304,0.022118,9.047832
0.117624,0.022617,6.803926
0.058627,0.007935,13.990424
0.088253,0.014446,4.775105
0.254119,0.016989,12.853592
0.211878,0.007846,7.571863
0.068654,0.015497,8.066911
0.155815,0.003775,12.989335
0.055027,0.012535,12.694074
0.129263,0.003911,13.087045
0.166050,0.037708,11.782120
0.086158,0.018289,5.326602
0.111587,0.016622,4.748861
0.042336,0.014501,16.611319
0.250499,0.005997,10.699767
0.089192,0.009925,2.163842
0.368744,0.018468,14.979136
0.107918,0.017703,5.217141
0.153355,0.015934,7.102198
0.076285,0.022211,7.430086
0.052213,0.005209,15.769338
0.240764,0.019647,13.395018
0.278138,0.014681,12.180756
0.089149,0.014220,4.625912
0.128168,0.005963,5.995924
0.125481,0.022711,6.511012
0.053947,0.012292,14.349202
0.143261,0.018929,7.696465
0.301828,0.020480,14.818159
0.096032,0.019346,5.967977
0.070175,0.020641,9.044085
0.275317,0.014536,12.581499
0.183238,0.031106,11.353504
0.087612,0.026739,7.957722
0.076019,0.017614,8.247234
0.191444,0.016151,10.139448
0.083552,0.014706,5.050709
0.108311,0.008292,2.118153
0.099193,0.014449,3.382032
0.100458,0.023072,6.771232
0.176718,0.012155,7.643056
0.086092,0.017286,6.333012
0.183394,0.009546,6.709317
0.260333,0.007887,8.969088
0.164883,0.033458,12.118695
0.275442,0.008514,8.974738
0.123350,0.007874,4.228811
0.077175,0.030396,12.605310
0.222955,0.003510,16.007520
0.254748,0.019182,13.269195
0.253580,0.016774,12.977234
0.083096,0.015075,6.303191
0.050282,0.006060,15.659363
0.090678,0.011637,2.294325
0.150223,0.041452,11.647558
0.212726,0.033493,14.985989
0.050539,0.016232,13.291792
0.064822,0.019342,9.617458
0.064765,0.026216,13.637547
0.117395,0.016785,5.557648
0.135398,0.022317,7.960037
0.125353,0.005699,6.644337
0.136865,0.028385,10.150655
0.244448,0.018215,12.230698
0.108397,0.043087,11.045983
0.117732,0.013551,4.452082
0.141888,0.036391,10.965409
0.048241,0.011276,12.057814
0.092702,0.023842,7.387243
0.062608,0.020418,11.706808
0.231544,0.030504,14.138264
0.183054,0.008542,6.322131
0.164686,0.020153,10.471520
0.197493,0.004583,12.447901
0.116422,0.025878,7.300222
0.223482,0.032966,14.540094
0.238084,0.023509,13.983186
0.060666,0.006223,11.427773
0.220496,0.014638,11.076687
0.069979,0.031133,13.553559
0.199554,0.032723,13.713502
0.207940,0.031912,14.287620
0.206896,0.035411,14.778622
0.101722,0.019451,5.655996
0.306496,0.030787,16.504388
0.104395,0.004514,9.548838
0.160459,0.027491,12.100227
0.237738,0.014483,10.601548
0.044726,0.018943,15.948248
0.070346,0.027173,12.852131
0.077711,0.009128,5.053049
0.130615,0.021739,7.774885
0.116797,0.006969,3.949967
0.071515,0.016642,7.855873
0.189239,0.009066,6.394926
0.061775,0.009422,12.125902
0.144628,0.061203,12.027220
0.075300,0.025461,9.085582
0.049113,0.005934,14.358796
0.090674,0.014902,4.355751
0.077738,0.005525,10.175218
0.301072,0.033365,15.696813
0.096588,0.024142,7.573584
0.276176,0.031051,14.730902
0.069954,0.007262,7.510032
0.048670,0.018797,15.752187
0.226811,0.013377,10.043303
0.095621,0.036366,10.963280
0.054463,0.015565,12.071993
0.225926,0.059152,15.471533
0.092832,0.010631,2.900803
0.186875,0.012429,8.096353
0.090837,0.030280,9.929276
0.338888,0.013119,12.372231
0.070849,0.017976,7.696709
0.168002,0.029554,11.959220
0.251651,0.005944,10.047238
0.093117,0.026240,8.806529
0.094958,0.009194,3.202352
0.144240,0.042685,10.673047
0.189672,0.011336,7.982634
0.072122,0.017516,6.445717
0.144540,0.023602,9.378993
0.094080,0.026741,8.044322
0.121101,0.022153,6.710410
0.211087,0.018517,11.063598
0.082302,0.015403,4.626609
0.297585,0.008873,9.486489
0.098071,0.018150,5.450659
0.156505,0.004086,12.992973
0.143728,0.018276,7.313723
0.059340,0.014429,9.241933
0.198329,0.004747,11.433772
0.769580,0.004453,15.149531
0.098385,0.015147,3.906493
0.170160,0.011728,7.524577
0.218922,0.027691,13.430552
0.089354,0.038211,11.329698
0.416928,0.024895,16.514195
0.051872,0.015681,14.961605
0.099084,0.015656,4.206521
0.101212,0.007073,4.418455
0.118676,0.014349,4.844540
0.186094,0.010082,6.634798
0.199290,0.005606,9.422850
0.086572,0.018041,6.374845
0.110020,0.003693,12.907749
0.234821,0.021539,12.663306
0.115081,0.014360,4.589537
0.195445,0.054656,13.687227
0.409016,0.007333,10.942425
0.185951,0.020888,11.570225
0.086440,0.019803,7.112794
0.082485,0.018068,6.763326
0.198368,0.110949,16.371002
0.157673,0.018053,9.704741
0.121650,0.023825,7.063376
0.064149,0.013516,11.720635
0.167562,0.025979,10.798896
0.067059,0.020528,10.692410
0.101397,0.019594,5.941137
0.200872,0.018161,11.045945
0.067141,0.008716,8.884010
0.125122,0.031645,8.449677
0.241166,0.074892,15.525715
0.351638,0.008175,10.122254
0.125780,0.006680,5.455286
0.092555,0.018618,5.650678
0.199102,0.015916,10.490006
0.108107,0.020753,6.437487
0.113884,0.024312,6.633588
0.206363,0.021020,12.699634
0.148542,0.017141,7.534614
0.270438,0.011144,10.260233
0.137379,0.019405,6.187486
0.153821,0.021187,8.440995
0.178413,0.036624,11.705580
0.101348,0.027757,7.641587
0.099642,0.003779,10.895151
0.165470,0.011081,6.082088
0.088437,0.031643,9.298393
0.112072,0.020187,5.808895
0.175447,0.015248,9.862398
0.199571,0.018427,11.189370
0.049591,0.017501,12.838465
0.113595,0.019724,5.676979
0.119321,0.030909,8.580543
0.087044,0.009561,2.565683
0.131986,0.005561,8.307732
0.062822,0.014664,10.443817
0.280112,0.019479,14.313461
0.111272,0.026375,7.393298
0.083038,0.028345,9.123049
0.227580,0.048646,15.033624
0.182714,0.016496,9.546543
0.068877,0.004862,11.248610
0.094352,0.013035,3.215334
0.191865,0.019194,11.260360
0.175332,0.007319,6.708043
0.123430,0.030252,8.861653
0.084090,0.024510,8.127500
0.105753,0.020500,5.885731
0.096585,0.032984,9.460025
0.082925,0.011485,6.218382
0.062507,0.014468,10.822179
0.162179,0.017580,8.380784
0.094953,0.008327,3.976775
0.270391,0.029560,15.101505
0.082740,0.007391,5.649639
0.147773,0.010528,3.793217
0.161757,0.066554,12.467874
0.056967,0.015351,10.477563
0.064258,0.013869,10.930048
0.300512,0.020058,14.276611
0.121497,0.021641,7.072371
0.045915,0.018103,15.662574
0.093607,0.019708,5.713967
0.074635,0.021416,8.162300
0.335629,0.004366,14.140560
0.139591,0.011480,3.643326
0.165436,0.031235,11.593631
0.059480,0.017116,10.782043
0.249705,0.037457,15.356051
0.067493,0.019805,8.293162
0.232830,0.009257,8.480874
0.098346,0.019908,5.997854
0.063123,0.015328,8.912072
0.228426,0.022898,13.237392
0.091532,0.024756,9.335424
0.095916,0.017929,5.806824
0.072666,0.024349,9.739647
0.085531,0.018239,7.508777
0.079027,0.016387,6.087660
0.633176,0.017394,16.074372
0.193785,0.027107,13.287153
0.049341,0.018219,16.305121
0.144723,0.010485,4.914343
0.202846,0.051643,13.739765
0.253975,0.024377,13.506700
0.154832,0.016910,7.981733
0.109877,0.023680,7.106635
0.137169,0.025864,7.825546
0.274013,0.120046,15.605562
0.060406,0.004176,16.408752
0.071388,0.028112,9.919456
0.177212,0.019345,10.370966
0.155232,0.047896,11.311324
0.111993,0.007055,5.319496
0.124267,0.013640,4.559602
0.105314,0.022858,6.644900
0.137348,0.026046,8.962294
0.103046,0.025886,7.680293
0.302101,0.018022,13.867958
0.068780,0.013425,6.388841
0.347485,0.011852,11.606554
0.093471,0.042678,13.233004
0.199342,0.020032,12.373007
0.057280,0.005670,13.785108
0.129230,0.010994,2.464962
0.054506,0.017875,14.153796
0.056730,0.010643,8.707140
0.148769,0.007279,5.600187
0.095194,0.009627,3.289137
0.203103,0.035029,13.832599
0.124743,0.013922,5.163440
0.245605,0.016358,12.394881
0.140248,0.035046,9.273738
0.106290,0.005102,8.838644
0.116926,0.032290,8.661698
0.099599,0.023048,6.603561
0.052824,0.009521,12.778159
0.105161,0.017655,4.964254
0.087933,0.030967,8.834238
0.292920,0.024173,15.318398
0.185723,0.010613,7.426342
0.164520,0.006586,7.284322
0.198356,0.025262,12.525393
0.078941,0.030842,12.486123
0.258802,0.044255,15.934679
0.495630,0.008314,11.498721
0.211956,0.038437,15.002488
0.176417,0.014389,8.008220
0.091259,0.011487,3.619419
0.468961,0.010902,12.663956
0.259412,0.003706,15.963965
0.122523,0.024478,6.646755
0.066789,0.004857,14.996863
0.144217,0.021151,10.031844
0.253176,0.019301,12.997407
0.200710,0.009916,7.786229
0.079786,0.003663,15.212022
0.085333,0.010199,4.085927
0.069917,0.012944,5.810294
0.156540,0.039803,10.651730
0.153661,0.019263,9.340876
0.134144,0.038783,10.616714
0.120509,0.020601,6.243959
0.080714,0.024536,8.624177
0.102774,0.005957,6.273847
0.256785,0.024486,13.582327
0.154926,0.026455,9.269504
0.068110,0.015806,8.315517
0.128549,0.009831,2.645036
0.112768,0.018725,5.164414
0.063846,0.006096,10.413580
0.319368,0.024451,15.833131
0.234746,0.025666,14.051756
0.126032,0.011927,4.326242
0.281801,0.037581,16.548198
0.149776,0.018503,7.696621
0.236493,0.004548,12.462911
0.089857,0.026782,9.864053
0.064672,0.021761,10.461421
0.129839,0.037297,9.309628
0.423071,0.007807,10.744601
0.073856,0.028224,11.742706
0.080880,0.025381,8.388364
0.047348,0.013093,15.824082
0.070759,0.019127,6.760557
0.091637,0.019349,5.968431
0.097362,0.032469,9.378724
0.200755,0.033131,13.442618
0.106180,0.035623,9.439875
0.326870,0.011129,11.423801
0.160843,0.046417,11.661607
0.141429,0.017772,7.761562
0.065024,0.012768,8.521116
0.075412,0.028573,10.312494
0.119003,0.026787,7.901560
0.047656,0.009109,12.952502
0.065553,0.010573,8.586604
0.238159,0.010016,8.923776
0.248333,0.017185,12.058377
0.166650,0.026699,11.603849
0.092686,0.025557,7.819398
0.108100,0.010260,1.086016
0.135787,0.020855,8.812206
0.188735,0.010847,8.089834
0.052304,0.019471,13.900540
0.062225,0.017283,11.012878
0.099918,0.032355,9.177161
0.056797,0.019341,15.719884
0.459583,0.017963,15.329698
0.144873,0.035027,10.842709
0.105256,0.005775,6.633153
0.230833,0.005433,10.053913
0.052970,0.004917,15.657802
0.068784,0.030528,11.550241
0.171466,0.012432,8.089012
0.056783,0.012843,11.458236
0.140993,0.010010,5.106171
0.260397,0.021822,14.082654
0.119568,0.012155,2.575550
0.184321,0.013144,7.838119
0.106311,0.018348,5.302053
0.128664,0.015545,7.401365
0.108982,0.007053,4.076799
0.126586,0.027922,8.421566
0.113155,0.033080,8.563516
0.152137,0.016951,8.371961
0.254533,0.038553,15.907397
0.092745,0.048125,15.412080
0.088294,0.023200,7.540845
0.073850,0.017348,7.145624
0.100292,0.016727,4.743430
0.261445,0.032623,15.316514
0.053845,0.016203,13.246002
0.071135,0.020812,9.541908
0.059785,0.010602,6.171558
0.066059,0.011611,10.156118
0.154126,0.031114,9.867822
0.075808,0.006589,9.067153
0.111993,0.017921,4.948311
0.193333,0.024399,12.851528
0.100069,0.016489,4.788465
0.095924,0.017876,5.059430
0.484705,0.012428,13.315005
0.077324,0.026667,9.319720
0.232372,0.033847,14.681194
0.253237,0.014541,11.947836
0.082915,0.023350,7.771564
0.050855,0.016276,14.187140
0.136943,0.003268,15.288546
0.282930,0.025573,15.681158
0.466813,0.020562,16.212587
0.045618,0.011880,15.614198
0.234837,0.039712,14.787996
0.313382,0.024831,15.085698
0.410017,0.010138,11.603892
0.198080,0.009318,7.339841
0.085979,0.018520,5.841605
0.311109,0.004288,14.207800
0.054590,0.014782,15.574575
0.047505,0.014723,13.934931
0.098265,0.010046,4.692037
0.040758,0.010414,15.998791
0.071783,0.025775,9.963966
0.127633,0.032395,8.587528
0.129348,0.024601,7.755609
0.120455,0.021262,6.275707
0.178329,0.012778,7.394734
0.083796,0.022325,7.852347
0.186858,0.020887,10.902694
0.053701,0.010918,12.220782
0.110665,0.017223,4.858654
0.124728,0.014640,4.465707
0.057665,0.020406,13.548977
0.082380,0.026979,9.811628
0.060298,0.019271,10.190834
0.086042,0.007231,8.175346
0.135365,0.024098,8.344520
0.255251,0.006204,10.125109
0.049753,0.015734,15.308911
0.105303,0.013527,3.284414
0.345474,0.020666,14.968366
0.164852,0.037662,11.207246
0.279183,0.025125,15.010353
0.162952,0.007655,6.356967
0.044290,0.008327,16.156796
0.124165,0.038543,9.275146
0.095458,0.004118,11.143148
0.051417,0.015325,11.139206
0.131882,0.007408,4.426924
0.049697,0.010700,14.489428
0.184914,0.011428,7.688727
0.057497,0.011659,8.790878
0.283313,0.008266,8.840417
0.076173,0.016493,6.433114
0.085323,0.019956,6.374603
0.224072,0.020923,13.018364
0.120526,0.013802,3.625290
0.297334,0.021494,14.967415
0.280610,0.011351,10.846842
0.106841,0.010011,1.340689
0.288692,0.034104,16.490407
0.128228,0.027692,8.190594
0.065217,0.012882,11.385948
0.103841,0.039881,10.467550
0.115508,0.005755,7.392026
0.135736,0.011212,3.579580
0.096761,0.006316,5.087560
0.058317,0.010828,7.869816
0.239254,0.010086,9.055657
0.116660,0.011694,2.559656
0.270054,0.011961,11.254506
0.117809,0.008713,3.285848
0.052621,0.009153,14.167859
0.103605,0.015691,5.135753
0.121975,0.022427,7.085804
0.079964,0.021988,7.170353
0.057829,0.009291,11.535305
0.138084,0.016255,6.220210
0.081750,0.014397,4.807298
0.095818,0.003951,11.247207
0.095347,0.015512,4.197862
0.127236,0.020000,6.510384
0.101101,0.012054,2.025239
0.119030,0.007314,3.991184
0.067893,0.020354,8.009778
0.151466,0.016299,8.605815
0.095788,0.005336,7.307722
0.084131,0.016441,5.763741
