beta,gamma,epsilon
0.052130,0.027018,19.463211
0.146448,0.016835,7.766446
0.158025,0.015975,9.468168
0.277699,0.002059,22.885016
0.253065,0.017580,12.012124
0.135698,0.004297,11.088282
0.187293,0.015778,9.888476
0.348861,0.014442,13.458101
0.183232,0.005245,9.620736
0.045057,0.028670,27.468347
0.100072,0.014460,3.555535
0.110753,0.009337,2.436050
0.054770,0.003569,19.910742
0.192224,0.016922,10.586763
0.104144,0.015362,4.853171
0.069624,0.022200,7.784840
0.264288,0.013878,11.211476
0.066365,0.006351,8.792162
0.163408,0.010819,5.533302
0.148962,0.011260,4.785279
0.046771,0.005942,20.412744
0.118952,0.032376,8.812917
0.140011,0.022927,8.633577
0.056189,0.017138,13.808687
0.068202,0.022304,10.207831
0.140118,0.001835,21.802021
0.094745,0.005350,8.925824
0.107254,0.025166,7.626815
0.043993,0.025860,22.881058
0.035626,0.011468,18.974751
0.058399,0.028635,17.949116
0.074963,0.016989,8.358530
0.066233,0.007982,10.234040
0.052956,0.009693,10.570847
0.120150,0.005449,8.020789
0.084949,0.019289,6.410849
0.299688,0.030171,15.625887
0.180542,0.015184,8.856971
0.033422,0.012016,25.030198
0.038787,0.007430,19.326512
0.197890,0.006249,8.206368
0.110705,0.011296,1.381798
0.124059,0.003545,14.353232
0.149000,0.004150,12.692870
0.346896,0.017284,14.368064
0.305518,0.003768,14.939416
0.491745,0.039477,18.686974
0.054307,0.008816,10.649353
0.052280,0.009203,15.623826
0.198743,0.014849,9.406329
0.076475,0.005543,10.597699
0.242432,0.010055,8.343096
0.114299,0.001440,25.606703
0.051083,0.011578,16.979618
0.111739,0.000961,28.141579
0.030905,0.006327,22.774863
0.084173,0.013546,4.117926
0.118063,0.013104,2.416340
0.267261,0.005564,10.872391
0.163988,0.012012,7.721916
0.040312,0.004965,24.018965
0.047933,0.002847,25.584745
0.134959,0.017865,6.515003
0.285595,0.016737,13.300991
0.162559,0.011974,6.309493
0.151847,0.012837,8.562492
0.045524,0.004112,20.544187
0.210634,0.004981,10.693755
0.137063,0.008498,4.292607
0.080811,0.015930,5.696473
0.154454,0.020570,8.718111
0.051236,0.020965,18.819249
0.078108,0.007800,8.221350
0.104475,0.010506,0.683554
0.037719,0.005422,21.775769
0.083039,0.013507,4.732065
0.075101,0.001663,24.405704
0.170663,0.015147,9.875627
0.263895,0.002336,21.912553
0.034916,0.005821,26.644176
0.165774,0.008317,5.641826
0.044858,0.006683,17.714226
0.074801,0.018037,6.653641
0.119436,0.010647,0.977617
0.053353,0.019374,16.016591
0.177518,0.024716,11.842865
0.115550,0.014891,4.217463
0.202767,0.006769,8.100730
0.143018,0.006183,7.603885
0.031587,0.008104,22.094512
0.067201,0.013035,7.965359
0.158689,0.014778,5.540761
0.087679,0.002027,21.813721
0.114306,0.004260,10.458482
0.400814,0.019553,15.311517
0.405003,0.027107,17.020936
0.033348,0.008136,23.064828
0.167422,0.003835,14.039766
0.170407,0.022079,10.493437
0.152987,0.011270,6.096753
0.253202,0.007007,9.255450
0.077947,0.013017,5.957264
0.170916,0.015417,9.034013
0.264314,0.045893,16.324689
0.035638,0.003040,26.856335
0.061418,0.016591,9.043800
0.054847,0.015072,12.534462
0.519887,0.008832,12.200286
0.112680,0.009414,0.866597
0.088490,0.012233,2.512451
0.094373,0.021057,6.194039
0.238776,0.022929,13.990720
0.079105,0.015904,5.837546
0.055673,0.012061,12.914905
0.040767,0.008943,17.821437
0.105782,0.017370,5.170095
0.115989,0.004754,10.103267
0.245273,0.004877,12.218364
0.353549,0.004673,13.559336
0.189389,0.017272,10.137269
0.266346,0.016522,12.599147
0.132150,0.052525,10.957183
0.463012,0.024163,16.907012
0.122987,0.028929,7.872621
0.033341,0.006971,24.415106
0.083167,0.013095,3.695074
0.041647,0.017975,20.837476
0.161428,0.014391,6.784823
0.205635,0.007263,8.152908
0.079388,0.004420,12.780141
0.333150,0.011492,10.961012
0.150864,0.015648,9.321169
0.261264,0.004422,13.501818
0.167981,0.011482,7.452621
0.274805,0.005957,10.061631
0.435994,0.003649,16.760225
0.076334,0.005569,9.883886
0.064917,0.030702,15.805114
0.169819,0.007950,5.579031
0.059468,0.012885,10.882974
0.268491,0.019888,14.445823
0.231728,0.013399,10.652259
1.007335,0.020306,17.856481
0.185036,0.016706,9.081400
0.131919,0.009917,3.697901
0.154297,0.036465,10.198418
0.068976,0.006843,7.147802
0.052993,0.016771,10.724815
0.144857,0.002792,18.122119
0.182204,0.014900,8.546415
0.184808,0.034704,12.419900
0.502758,0.006428,11.367246
0.056835,0.015865,13.139778
0.168628,0.017773,8.820527
0.031690,0.008993,26.285791
0.051865,0.004015,19.738778
0.445982,0.001497,28.783120
0.649167,0.007889,11.886548
0.052711,0.012476,13.706262
0.513817,0.001488,29.247248
0.145411,0.023333,8.900437
0.037997,0.015233,20.505451
0.276776,0.003012,18.380487
0.239407,0.010958,10.401658
0.101204,0.025928,7.210352
0.258111,0.001935,25.164958
0.164124,0.004070,13.390869
0.170165,0.016173,9.534407
0.232497,0.007310,8.662135
0.060638,0.022056,12.949376
0.061982,0.003795,19.385638
0.047341,0.025688,28.172579
0.074475,0.003535,17.082888
0.210123,0.002857,18.549157
0.071588,0.012182,5.026237
0.179367,0.017983,10.346341
0.040850,0.010331,18.157696
0.161966,0.013659,8.197184
0.350624,0.003700,17.335514
0.126495,0.022209,7.995871
0.070793,0.006800,12.391453
0.099993,0.022928,6.876503
0.227297,0.017338,12.507846
0.063287,0.004044,16.100564
0.349830,0.021012,15.086538
0.074198,0.003613,15.948954
0.122319,0.019871,6.569655
0.076342,0.005609,8.643758
0.195967,0.007363,6.254860
0.299313,0.028122,16.238629
0.070178,0.012263,6.929725
0.207284,0.033312,14.868919
0.128408,0.017896,6.247580
0.122407,0.008915,2.635888
0.035122,0.003049,27.906433
0.260074,0.011913,10.785212
0.199980,0.004421,12.375541
0.045218,0.003690,22.196528
0.127982,0.013223,4.157893
0.046623,0.007208,20.316562
0.513183,0.014190,14.350083
0.230746,0.015551,11.242787
0.045555,0.023041,24.202996
0.377795,0.010189,10.986896
0.114986,0.015468,4.286729
0.105898,0.017877,5.811987
0.376319,0.006981,10.438419
0.107062,0.008987,1.510201
0.031136,0.004814,26.492947
0.140705,0.016452,7.465444
0.133175,0.004761,9.976423
0.098270,0.026976,8.910421
0.059684,0.012147,9.175655
0.184712,0.007704,6.041609
0.080662,0.025556,8.738912
0.045623,0.019049,21.275589
0.042005,0.031004,27.402270
0.044941,0.011945,15.554736
0.211088,0.010796,8.870289
0.062774,0.006929,10.437266
0.138576,0.019700,7.145434
0.305118,0.057340,17.488380
0.098231,0.005112,8.381889
0.092676,0.016711,5.234554
0.180896,0.012321,7.936988
0.088621,0.014544,4.569170
0.067381,0.019645,7.934757
0.248267,0.048274,16.477050
0.314434,0.003669,15.940558
0.034508,0.005020,25.950819
0.211084,0.013670,9.233051
0.165961,0.001993,21.858493
0.070622,0.015248,6.251289
0.130553,0.002366,19.928541
0.042559,0.005318,20.146456
0.033041,0.013211,23.581174
0.069366,0.020026,8.841912
0.064553,0.015621,12.056569
0.272077,0.002744,19.390956
0.319562,0.048780,17.649580
0.304019,0.001758,26.587349
0.483062,0.016555,15.022727
0.051876,0.013510,10.176190
0.075709,0.023218,8.477338
0.037032,0.008865,23.264530
0.191181,0.016072,9.970195
0.189152,0.011577,8.479805
0.255321,0.001874,25.670390
0.062388,0.011617,6.417005
0.073160,0.009814,6.987857
0.033559,0.008156,22.945017
0.192845,0.023576,11.689946
0.147139,0.011561,5.723852
0.098598,0.005487,7.748688
0.079446,0.013080,3.571085
0.083469,0.013510,4.954762
0.041104,0.008464,17.212303
0.058374,0.027261,13.800800
0.102322,0.013402,2.675680
0.083509,0.015772,5.129357
0.198498,0.010642,7.633707
0.062511,0.025813,13.442782
0.201056,0.008633,6.449097
0.047539,0.011349,12.876607
0.131870,0.020620,7.464284
0.440620,0.006864,10.839877
0.067145,0.002635,19.410587
0.212126,0.022780,13.344538
0.134049,0.024099,7.522362
0.066089,0.005017,13.593973
0.102294,0.017324,5.204840
0.115547,0.014134,4.245645
0.046041,0.010197,14.120237
0.208658,0.026215,13.420596
0.048271,0.013130,13.390439
0.057211,0.014659,10.036699
0.144581,0.010056,3.664673
0.069218,0.025375,10.921803
0.230972,0.014668,12.000289
0.411810,0.014559,13.684514
0.396230,0.018256,14.805394
0.331529,0.018583,13.992762
0.188063,0.076477,12.781911
0.122015,0.001299,26.441787
0.068064,0.018942,8.895936
0.074105,0.003338,17.050807
0.265981,0.025853,14.479059
0.170415,0.006991,6.708562
0.052880,0.004720,16.707531
0.264552,0.002750,20.710521
0.186652,0.034069,13.024416
0.484453,0.018204,15.935836
0.157041,0.005457,9.212647
0.056499,0.002945,18.906879
0.034387,0.015050,22.478454
0.113137,0.011635,3.940519
0.195900,0.024815,11.943963
0.147702,0.028052,10.625090
0.039498,0.005083,20.517969
0.032172,0.006162,23.584895
0.075937,0.009844,6.223817
0.101020,0.010368,1.000157
0.125495,0.004866,9.574059
0.083113,0.004975,10.067705
0.090668,0.001757,24.473818
0.433488,0.017000,14.734361
0.048076,0.011514,16.131065
0.168071,0.010045,4.864029
0.066552,0.012061,10.111044
0.087365,0.024524,7.792245
0.113403,0.008664,2.255282
0.145357,0.016135,6.996765
0.061209,0.004901,14.505357
0.079711,0.028458,9.398784
0.101796,0.012406,1.915843
0.065830,0.010800,8.688193
0.050712,0.032474,23.522500
0.085366,0.007029,4.882010
0.194657,0.008324,7.666771
0.047518,0.005177,19.340536
0.085238,0.014172,3.653838
0.247311,0.011589,10.137408
0.036007,0.016628,27.319889
0.062149,0.017617,11.242485
0.179987,0.007980,7.768373
0.130505,0.021979,9.172845
0.046473,0.016053,14.656732
0.069484,0.004633,12.716101
0.042447,0.007739,21.997368
0.098781,0.013884,3.439667
0.131545,0.033103,8.674733
0.694880,0.023329,17.343865
0.356647,0.015582,13.279715
0.095881,0.015263,3.758411
0.047792,0.027122,22.903286
0.183345,0.005879,8.750236
0.069298,0.002156,21.810884
0.177598,0.009211,7.608746
0.085677,0.014477,4.640932
0.335804,0.009457,10.677944
0.039835,0.014467,21.892800
0.268660,0.005846,10.469375
0.120440,0.004546,9.798029
0.070916,0.016380,7.931242
0.089920,0.019314,6.087956
0.137353,0.007940,4.379648
0.101778,0.017119,4.331947
0.034654,0.005543,22.803076
0.045395,0.021856,27.209657
0.038827,0.014028,21.655909
0.273927,0.012727,10.924960
0.226173,0.020396,13.240088
0.098928,0.008356,2.681138
0.313129,0.002055,23.166241
0.140575,0.001318,26.973916
0.097875,0.016229,4.923396
0.050309,0.030751,28.594878
0.163228,0.003342,15.723649
0.245630,0.157476,24.866500
0.268320,0.009120,8.427056
0.248160,0.011362,9.539279
0.148217,0.018616,7.386109
0.305371,0.025681,15.743229
0.152394,0.008692,5.651640
0.055754,0.007045,13.863828
0.173260,0.018325,9.785182
0.101786,0.028822,8.303714
0.065160,0.009338,8.843268
0.094843,0.003314,14.716987
0.044343,0.007373,20.625941
0.102555,0.002411,18.416963
0.216998,0.021080,12.381725
0.074263,0.001431,27.869612
0.233598,0.006245,9.343850
0.093314,0.009244,2.961177
0.146197,0.008757,5.121661
0.160740,0.007598,5.259615
0.129044,0.001992,21.723669
0.085196,0.008752,6.018595
0.081997,0.021428,8.571741
0.415286,0.030708,17.307612
0.100863,0.008236,2.306752
0.169208,0.004043,13.455567
0.102227,0.026308,8.160880
0.058631,0.028144,19.383608
0.116685,0.017439,5.191393
0.443243,0.020724,16.557641
0.128826,0.014971,5.067488
0.115492,0.002566,18.371277
0.088178,0.020218,5.780745
0.132189,0.005089,8.257503
0.219636,0.013980,10.486298
0.064023,0.020273,7.726201
0.394144,0.014341,13.051279
0.048840,0.001943,29.364181
0.088282,0.001517,24.300845
0.084619,0.019416,6.934381
0.418318,0.006412,10.975876
0.134499,0.026213,9.296161
0.188498,0.012870,7.857236
0.082449,0.005104,12.361176
0.035630,0.008796,20.924318
0.420329,0.019453,15.271835
0.163873,0.002685,18.669410
0.103333,0.005049,8.218496
0.079253,0.018327,6.395936
0.108489,0.004735,8.936856
0.178306,0.005971,8.564623
0.063501,0.008777,8.761117
0.298309,0.012537,11.284645
0.037851,0.007308,20.275085
0.061902,0.005575,14.115807
0.405160,0.009791,11.783444
0.101411,0.004137,10.918252
0.271467,0.017591,12.361665
0.066326,0.007854,9.830786
0.122377,0.018201,6.499162
0.092906,0.020135,5.806518
0.107621,0.021669,6.054537
0.084249,0.005315,8.427929
0.150535,0.004619,10.951332
0.231432,0.016573,12.747833
0.111758,0.013204,3.888880
0.083733,0.014944,5.638956
0.032475,0.011663,23.471520
0.086522,0.011517,4.814907
0.033343,0.006840,21.322868
0.150557,0.015054,6.631755
0.139245,0.018048,8.840950
0.059010,0.003840,16.912975
0.390478,0.001447,28.333146
0.266064,0.045125,16.204590
0.051646,0.010798,14.230872
0.172458,0.002686,17.973936
0.041213,0.018852,20.069443
0.054249,0.012717,11.531913
0.107216,0.005856,5.730210
0.188705,0.018539,10.675402
0.230600,0.008046,8.501294
0.088694,0.017890,5.327755
0.132918,0.011794,1.768797
0.067389,0.012826,8.792522
0.070542,0.009760,6.864701
0.059524,0.018499,9.241973
0.086201,0.013174,5.069746
0.078268,0.012359,7.359163
0.046392,0.001753,29.467749
0.055801,0.008578,12.668533
0.085137,0.006226,6.957300
0.048527,0.019646,19.823681
0.074872,0.005013,10.600674
0.063799,0.026395,13.967061
0.156442,0.003767,12.951303
0.193014,0.022899,11.871235
0.051468,0.018463,17.240712
0.052600,0.017543,18.628643
0.231419,0.005300,9.733325
0.091674,0.015553,4.905827
0.297916,0.020844,14.952199
0.097133,0.023121,7.149290
0.149904,0.035407,11.681245
0.095280,0.033185,9.290864
0.410836,0.028586,17.409524
0.111375,0.011589,1.856549
0.078155,0.003211,19.957255
0.241780,0.002068,24.281607
0.107924,0.020555,6.203045
0.092428,0.020624,6.235332
0.194227,0.018411,10.177934
0.079259,0.005955,9.687234
0.052728,0.017096,17.188072
0.039478,0.014679,22.042121
0.321321,0.015611,13.054767
0.126615,0.002494,18.337241
0.062766,0.012725,8.860580
0.268249,0.009420,9.814371
0.084742,0.011555,4.776619
0.173386,0.008132,6.748017
0.066657,0.033508,16.454606
0.125621,0.015692,5.579738
0.064502,0.004654,13.877098
0.052147,0.027776,22.094188
0.073055,0.007828,9.698112
0.058523,0.006692,15.869727
0.124200,0.012815,3.951646
0.109417,0.019614,5.416782
0.111115,0.002122,19.629144
0.033938,0.007455,25.448977
0.100626,0.002648,18.598506
0.033253,0.010093,26.133627
0.068332,0.009399,6.766948
0.198644,0.004491,12.750011
0.176275,0.015133,9.604542
0.245109,0.001663,25.913281
0.078615,0.030481,11.154578
0.175675,0.012690,6.786870
0.058374,0.003040,20.047801
0.107261,0.005703,6.310390
0.061758,0.002688,21.954424
0.065589,0.018368,8.468593
0.235733,0.007186,8.405212
0.109580,0.007683,3.187155
0.041420,0.005509,22.453945
0.037977,0.006229,21.472996
0.092376,0.027673,8.405336
0.064111,0.002263,24.867541
0.066049,0.015075,8.848156
0.297141,0.005013,12.745390
0.098520,0.017500,5.923930
0.175481,0.003342,15.912020
0.376919,0.011921,12.716016
0.238121,0.023575,13.805926
0.062854,0.010114,8.527319
0.266234,0.004768,12.740895
0.049116,0.009380,16.158327
0.100342,0.009690,0.879424
0.054528,0.006954,12.042407
0.147517,0.022303,8.826919
0.044303,0.023493,24.834489
0.074885,0.015302,6.540166
0.253139,0.018544,12.092195
0.054559,0.003284,21.333648
0.142899,0.018331,8.282762
0.093537,0.020670,6.371323
0.146030,0.008955,4.719605
0.054270,0.004477,19.887113
0.222934,0.012420,8.579631
0.099395,0.008054,2.151619
0.049149,0.019525,21.953350
0.049830,0.016053,13.868990
0.095700,0.003528,14.311183
0.092892,0.004424,10.027490
0.125083,0.017286,7.219649
0.040226,0.019422,27.500261
0.028064,0.008629,28.873790
0.105196,0.029219,8.264551
0.025894,0.006460,26.653015
0.064921,0.013534,10.504242
0.183089,0.010838,8.235083
0.048508,0.016859,14.599163
0.123664,0.013561,3.802679
0.028699,0.007484,25.503463
0.095035,0.013121,3.131164
0.155103,0.008942,4.124942
0.390179,0.032529,17.738817
0.098624,0.006867,5.513575
0.048302,0.008988,14.825532
0.039869,0.008091,19.338297
0.111495,0.008137,2.826642
0.119126,0.014578,3.807423
0.093142,0.010800,2.930068
0.040815,0.003347,25.533794
0.050063,0.002362,25.918736
0.122304,0.009999,1.089186
0.077862,0.013409,6.964092
0.432143,0.009127,11.853376
0.189766,0.013203,9.798273
0.068926,0.002341,23.520115
0.155507,0.012948,8.075909
0.022935,0.006265,29.300427
0.123961,0.010990,2.445402
0.272831,0.021768,13.523341
0.038545,0.020253,24.885776
0.190546,0.016611,11.073131
0.146055,0.020001,9.718562
0.192147,0.022823,12.222264
0.219549,0.012049,9.473431
0.161833,0.010399,6.761161
0.098977,0.023101,6.944176
0.207457,0.014675,11.033837
0.245394,0.010264,9.205927
0.223009,0.008102,7.084086
0.152466,0.015760,6.852746
0.053325,0.006921,13.430130
0.053640,0.010343,12.543846
0.067388,0.014295,7.695777
0.043197,0.012251,15.414231
0.283588,0.004334,13.795398
0.051729,0.021820,22.255828
0.202510,0.004553,12.689365
0.100875,0.022680,6.413490
0.192405,0.009869,6.689344
0.107318,0.016515,4.713861
0.062401,0.023759,15.720679
0.051699,0.008727,14.191694
0.129514,0.009159,2.061146
0.159245,0.046355,11.760044
0.173888,0.018700,10.250430
0.121016,0.013329,4.628679
0.063870,0.005323,12.990749
0.134313,0.014395,5.997462
0.052769,0.021804,17.126461
0.074779,0.002009,22.979713
0.080358,0.017692,5.757926
0.124081,0.045729,10.827376
0.070381,0.004285,15.571573
0.152267,0.010427,5.154527
0.367758,0.008810,10.621703
0.234113,0.017360,12.012451
0.304800,0.009313,9.684226
0.062619,0.007315,11.416669
0.372429,0.010152,11.106180
0.142740,0.002804,17.402174
0.082856,0.003634,13.380989
0.050661,0.011401,14.094957
0.034288,0.010619,21.329467
0.044557,0.015973,15.335622
0.101588,0.014270,3.734507
0.150768,0.002355,19.007478
0.081416,0.032402,11.782400
0.042442,0.010699,18.833550
0.242332,0.001576,27.089190
0.156877,0.028364,10.651230
0.052594,0.006932,12.322680
0.223805,0.006052,9.234025
0.086487,0.021204,7.194527
0.145613,0.012320,6.174510
0.083429,0.001712,24.483594
0.105924,0.016086,4.107980
0.084578,0.023696,8.126717
0.057288,0.012872,9.206646
0.258339,0.013431,11.985205
0.287045,0.012445,11.380650
0.103299,0.020279,6.916771
0.247137,0.006333,9.561470
0.103415,0.022405,7.061400
0.298051,0.028880,16.339080
0.083693,0.030718,9.808052
0.152980,0.013305,5.878205
0.124990,0.034792,9.149480
0.053275,0.030012,18.764215
0.092549,0.011427,1.924390
0.196491,0.012718,9.376163
0.140105,0.047169,9.915928
0.059189,0.026087,17.830071
0.146548,0.021915,9.864340
0.158675,0.019473,9.521396
0.071157,0.006328,9.932859
0.107536,0.010180,1.082362
0.071796,0.011220,4.384033
0.037922,0.007739,20.250741
0.095288,0.020712,6.064840
0.167608,0.021509,10.504013
0.048668,0.009134,14.734393
0.037732,0.007866,18.484935
0.114793,0.007250,4.264177
0.065521,0.025039,15.113768
0.064429,0.001392,27.916813
0.041264,0.018436,22.175835
0.232604,0.005330,11.228107
0.053364,0.007821,14.150204
0.086284,0.017274,6.124238
0.028692,0.007756,27.070015
0.077642,0.005998,10.003511
0.033728,0.015049,22.286026
0.041471,0.016348,19.876457
0.036165,0.012495,19.332763
0.141863,0.001718,24.908573
0.044578,0.004999,19.446046
0.107940,0.011738,2.825898
0.092907,0.013848,2.909898
0.193722,0.011593,8.867387
0.151354,0.023841,9.943019
0.195667,0.013039,9.133777
0.055243,0.005900,15.354511
0.088919,0.024502,8.045612
0.174709,0.019330,10.280591
0.232541,0.021322,13.608517
0.193545,0.011416,8.169543
0.229686,0.017376,12.597534
0.133564,0.028074,7.776835
0.267227,0.015794,12.430578
0.118117,0.001761,23.914584
0.395717,0.005275,12.732525
0.036372,0.009269,21.814108
0.264914,0.001212,29.330071
0.052956,0.019950,16.692762
0.178521,0.013812,8.642102
0.048175,0.002352,25.841838
0.124109,0.016488,4.535920
0.144539,0.001762,24.065993
0.340286,0.002717,20.128929
0.150391,0.033531,9.888781
0.332327,0.007214,10.288932
0.199884,0.002272,22.172035
0.343743,0.006267,10.424492
0.056191,0.020872,11.999357
0.987049,0.017903,16.985176
0.039909,0.019999,23.528324
0.170944,0.022122,10.680864
0.054774,0.034957,28.441534
0.069554,0.005408,12.614338
0.126575,0.026172,7.677965
0.128067,0.013201,4.861244
0.061178,0.014871,10.618062
0.135563,0.017481,5.695805
0.192831,0.007323,7.202994
0.328611,0.007333,10.134442
0.045911,0.014673,16.482077
0.064164,0.026355,10.822872
0.043916,0.016276,18.418941
0.227073,0.008628,8.218905
0.039102,0.016248,22.052149
0.117428,0.007264,3.902669
0.114453,0.014911,4.362026
0.222828,0.022029,13.070337
0.060534,0.016831,13.128067
0.105336,0.009727,3.688617
0.040626,0.014394,24.804334
0.174178,0.014492,9.338590
0.072291,0.022308,7.893707
0.078665,0.018101,8.110047
0.187975,0.023240,12.811511
0.140383,0.018698,9.020765
0.294558,0.038949,16.632119
0.191804,0.021418,11.968712
0.077257,0.008462,5.793379
0.054920,0.016709,14.265004
0.180010,0.015799,10.012176
0.351369,0.017586,14.315559
0.107914,0.010897,1.789344
0.113420,0.031186,8.620963
0.155505,0.010627,6.049185
0.083928,0.020041,6.862663
0.582776,0.018826,16.392073
0.052040,0.013673,15.520306
0.166366,0.004390,12.468899
0.131230,0.020540,8.954381
0.078092,0.003664,14.857021
0.142413,0.011558,5.990033
0.142056,0.005464,7.833132
0.052074,0.004856,18.166117
0.416463,0.012380,13.093341
0.059591,0.003256,20.654762
0.034389,0.004648,26.626852
0.105648,0.005508,6.942344
0.062946,0.007386,11.061586
0.067186,0.007895,10.861416
0.265837,0.004389,13.635421
0.103213,0.005607,6.469423
0.132950,0.008438,2.341064
0.208205,0.007186,8.565805
0.308166,0.017218,13.632358
0.047586,0.014844,13.601997
0.203481,0.010013,7.461028
0.043273,0.008647,16.524343
0.084696,0.020223,7.029226
0.186598,0.008568,7.936389
0.067536,0.018125,6.859042
0.255488,0.025779,14.325482
0.036998,0.023798,29.148737
0.082899,0.016692,5.574321
0.088812,0.021024,6.639854
0.431809,0.014225,13.649863
0.350819,0.008680,10.350755
0.099060,0.021036,6.656959
0.157277,0.024549,11.158428
0.141892,0.024490,9.375483
0.056592,0.020007,12.793297
0.060619,0.013366,10.301939
0.336743,0.003155,18.813087
0.292313,0.024449,15.235344
0.063414,0.015540,10.248765
0.030085,0.006666,27.647059
0.105903,0.022201,6.756768
0.213197,0.024654,13.140534
0.262338,0.032666,15.114961
0.096852,0.003690,12.891764
0.161444,0.007558,5.469229
0.132344,0.005809,6.867067
0.070393,0.010399,6.155905
0.036355,0.005449,25.243900
0.142190,0.003927,12.640367
0.058946,0.017908,12.678433
0.101959,0.001403,26.110039
0.105171,0.006122,6.015399
0.188680,0.014577,9.826284
0.251931,0.012711,10.845795
0.071526,0.001773,24.363638
0.117115,0.003801,13.018552
0.191564,0.013803,9.810146
0.042832,0.011366,17.271876
0.123051,0.005255,8.826590
0.226361,0.005990,9.380459
0.042799,0.025276,28.897006
0.061392,0.016467,10.779152
0.045391,0.010472,19.203699
0.270327,0.061608,16.293617
0.061897,0.005951,13.908652
0.147832,0.037568,9.386512
0.110951,0.028492,7.850888
0.094648,0.020832,6.412695
0.063905,0.015900,9.644068
0.055445,0.012073,12.514600
0.087567,0.004671,11.148342
0.155109,0.023404,7.977750
0.122651,0.018816,5.721576
0.072331,0.012782,6.738548
0.073371,0.010425,7.269716
0.094321,0.001726,23.021102
0.048669,0.006693,15.927624
0.151447,0.011969,5.906348
0.195866,0.011103,7.723299
0.042911,0.023494,25.737331
0.093724,0.027977,8.426306
0.172537,0.012535,7.907938
0.048223,0.006583,17.674361
0.141621,0.015463,5.119166
0.109565,0.015041,3.975833
0.139770,0.006579,6.031048
0.099484,0.010310,4.648670
0.127824,0.009241,2.813559
0.106603,0.029438,8.759596
0.042411,0.006782,18.482437
0.123486,0.007114,4.211896
0.098736,0.022115,6.898412
0.114585,0.002646,16.769618
0.041397,0.002168,28.401849
0.260695,0.006586,9.725754
0.190967,0.014323,10.852837
0.044349,0.013848,16.536577
0.057744,0.012652,12.965591
0.038564,0.021199,24.152920
0.085153,0.010525,2.801913
0.082846,0.002897,18.286014
0.096708,0.004141,10.974796
0.118822,0.010226,2.443108
0.201675,0.026273,13.320029
0.244437,0.027145,13.541043
0.111631,0.012500,2.186634
0.157426,0.004768,10.815815
0.039793,0.025406,27.836269
0.113123,0.030446,8.120370
0.232755,0.015054,11.367231
0.050294,0.010860,14.291701
0.121544,0.014863,3.774387
0.047876,0.019227,15.006596
0.203945,0.003747,15.392461
0.092045,0.020447,6.314780
0.065299,0.016653,8.020991
0.084606,0.008602,4.661792
0.197890,0.018220,10.889466
0.063566,0.022480,12.669349
0.096777,0.007022,4.958860
0.113006,0.008798,1.881225
0.078641,0.002028,22.658099
0.036932,0.008690,18.734560
0.044937,0.019187,16.844868
0.044018,0.014147,19.330438
0.107921,0.009488,1.675454
0.114386,0.003671,12.596795
0.080604,0.008424,5.090770
0.152140,0.013708,7.144675
0.194212,0.023792,12.955882
0.326659,0.001677,26.365327
0.054726,0.021893,18.167866
0.121998,0.018460,7.048909
0.119466,0.008938,2.046761
