beta,gamma,epsilon
0.096647,0.017366,5.421365
0.114986,0.007516,2.991673
0.101694,0.020537,5.778965
0.104544,0.008495,2.841989
0.092233,0.021217,6.007335
0.153647,0.015828,6.194901
0.139737,0.018739,6.653634
0.112090,0.012470,1.773346
0.106281,0.019756,5.935581
0.095382,0.014757,3.469063
0.097738,0.018836,5.507575
0.113729,0.012550,3.239799
0.137692,0.015947,6.176982
0.078296,0.009608,5.524249
0.104178,0.018679,5.698335
0.102159,0.014023,2.987313
0.089635,0.014640,4.239248
0.151918,0.012780,6.826259
0.101712,0.021447,6.772663
0.126890,0.006930,4.909141
0.118897,0.012713,2.291596
0.091526,0.007896,3.973633
0.124100,0.020381,5.942396
0.134954,0.010871,5.097389
0.144692,0.011961,5.889760
0.133592,0.010815,4.025457
0.089563,0.012449,5.458845
0.091630,0.019984,6.101543
0.100586,0.008718,2.188768
0.095115,0.020274,6.741744
0.104797,0.014626,5.348259
0.133079,0.012925,5.635346
0.090191,0.006840,4.442773
0.109273,0.009229,1.255866
0.123742,0.018423,6.215564
0.094275,0.006931,5.863273
0.107479,0.019214,5.427307
0.120102,0.016492,5.878945
0.130621,0.007275,4.435454
0.109413,0.021879,6.540862
0.153316,0.013009,6.776945
0.115859,0.014776,3.828688
0.132537,0.009671,4.645964
0.132885,0.016463,6.713541
0.097416,0.018770,5.886762
0.084696,0.020592,6.840694
0.122488,0.011132,4.500087
0.104008,0.017479,5.035361
0.107629,0.014280,3.232643
0.115174,0.022274,6.660714
0.147091,0.011160,5.744435
0.092266,0.007181,4.776155
0.124503,0.018652,6.632910
0.136513,0.006531,6.612214
0.114146,0.007755,3.235677
0.114178,0.017810,5.019209
0.086587,0.018168,6.353598
0.116271,0.013581,2.853234
0.096896,0.018403,5.584886
0.117491,0.005661,6.061954
0.104053,0.018106,5.934033
0.080700,0.016254,6.233156
0.113182,0.017889,6.226107
0.139027,0.009902,3.507023
0.122801,0.011031,3.838067
0.105277,0.021697,6.650982
0.136038,0.012233,5.420923
0.110971,0.017054,5.300267
0.096951,0.006354,5.972715
0.129189,0.012322,3.441149
0.123204,0.016946,6.654630
0.100664,0.017019,5.078365
0.089762,0.019352,6.048264
0.098451,0.006809,4.544443
0.073219,0.010590,4.370075
0.124199,0.016626,5.474454
0.074778,0.013793,5.579359
0.122522,0.016594,5.696529
0.110370,0.010191,0.803721
0.096016,0.006626,4.619447
0.093439,0.016983,5.173685
0.091636,0.012994,3.116359
0.085136,0.013111,3.979668
0.108109,0.014589,3.879569
0.113138,0.013132,3.275832
0.156752,0.007912,4.649481
0.077323,0.016173,6.454700
0.096860,0.021683,6.410885
0.135779,0.006736,5.319162
0.115288,0.014317,2.879703
0.112581,0.018918,5.232166
0.116144,0.010548,3.192185
0.160583,0.008752,5.515120
0.127685,0.016957,5.012322
0.088830,0.017861,6.708112
0.136763,0.011637,5.517078
0.123657,0.019366,6.836174
0.087484,0.014032,4.725649
0.129249,0.009616,2.241398
0.117944,0.013425,4.968455
0.109629,0.011807,2.002337
0.095720,0.011771,2.369826
0.111804,0.009232,1.656738
0.110614,0.009910,1.111821
0.128442,0.007922,3.921348
0.121933,0.021930,6.518884
0.099868,0.022605,6.857011
0.086128,0.014686,5.237700
0.105767,0.023462,6.837605
0.114119,0.014455,3.247725
0.143121,0.014795,6.191258
0.091891,0.010889,1.513398
0.113273,0.019780,5.904050
0.100267,0.015227,3.812441
0.105107,0.012131,2.297597
0.128583,0.022672,6.660074
0.104585,0.016529,4.705805
0.127238,0.017706,5.889466
0.082673,0.009655,3.021711
0.097578,0.009681,0.767250
0.121026,0.006534,4.366688
0.123410,0.010566,2.209702
0.135581,0.015270,5.916527
0.108652,0.009214,1.989448
0.073604,0.011558,6.437816
0.090882,0.011221,1.886570
0.116148,0.021324,6.676958
0.086754,0.006333,6.042867
0.130619,0.013609,5.668192
0.108264,0.010695,0.819642
0.105452,0.010364,2.249541
0.090416,0.018706,5.732675
0.109356,0.007454,3.682852
0.110651,0.021470,6.054330
0.123298,0.012490,4.764405
0.093580,0.015849,4.576793
0.080000,0.010400,5.743232
0.120596,0.017277,6.817035
0.137996,0.012702,6.211647
0.116246,0.015376,5.596594
0.122303,0.013875,3.612155
0.079460,0.010045,2.057245
0.102706,0.011001,1.969909
0.138586,0.012980,4.425765
0.111897,0.016105,3.994594
0.098222,0.008643,2.701971
0.134568,0.016576,6.776652
0.104701,0.007998,2.561729
0.111916,0.016513,5.010533
0.104418,0.015463,3.928417
0.107912,0.008131,1.756333
0.109138,0.020024,5.627855
0.102867,0.018203,5.553707
0.104333,0.014349,3.203043
0.102334,0.007256,3.973455
0.084929,0.012754,3.544679
0.097147,0.022245,6.747733
0.089725,0.020017,5.941537
0.096944,0.009703,1.892760
0.083104,0.009073,4.019572
0.156828,0.012442,6.084813
0.102328,0.021636,6.274617
0.106759,0.015612,4.066340
0.097623,0.018435,5.694382
0.099445,0.018095,5.089536
0.101913,0.007663,3.933471
0.091724,0.015166,4.376058
0.118128,0.010255,1.584367
0.089913,0.010404,3.832011
0.084639,0.013049,3.644898
0.102274,0.017237,4.808945
0.095506,0.012976,3.631548
0.138232,0.012826,5.589969
0.092295,0.020841,6.235268
0.130773,0.015196,4.574033
0.119446,0.014199,4.347744
0.093597,0.016708,5.307308
0.101939,0.018238,4.828174
0.135013,0.006464,6.063501
0.094336,0.007306,4.590041
0.135150,0.012950,2.959375
0.133679,0.011948,4.733919
0.090139,0.007801,4.509639
0.098013,0.012309,3.376713
0.122152,0.007919,3.104402
0.103334,0.019306,5.931289
0.093619,0.015281,4.677694
0.134763,0.014442,5.508230
0.088150,0.012831,4.592372
0.107151,0.018086,5.470010
0.079355,0.009011,6.324735
0.111390,0.022050,6.376517
0.091110,0.020383,6.703024
0.119574,0.009201,2.203771
0.094871,0.019633,5.875620
0.119024,0.023254,6.815112
0.136102,0.008498,4.214297
0.127160,0.006262,5.494692
0.090129,0.012905,2.026134
0.118926,0.007718,3.996221
0.104328,0.010846,2.264075
0.119724,0.007142,4.971918
0.097235,0.013955,3.439601
0.163626,0.008900,5.546401
0.088107,0.013064,5.110054
0.107753,0.022686,6.741464
0.121017,0.021035,6.753063
0.101764,0.019483,6.212305
0.086909,0.021934,6.803350
0.128198,0.018887,6.008051
0.126770,0.018721,5.366206
0.122903,0.018841,5.714975
0.082250,0.012078,4.703333
0.094569,0.009213,2.210183
0.094370,0.009169,4.966751
0.150690,0.008413,4.344037
0.126245,0.011578,1.679519
0.101199,0.016067,4.740713
0.137204,0.006245,6.377269
0.101180,0.012577,2.413446
0.092866,0.019482,5.965636
0.128999,0.019309,6.811150
0.074576,0.014829,5.594946
0.106848,0.008815,1.651837
0.127985,0.014415,5.337324
0.092886,0.012868,3.394652
0.084790,0.016216,5.191792
0.097596,0.013741,3.494373
0.132347,0.017061,6.375394
0.138330,0.015993,6.424770
0.107543,0.022354,6.570308
0.125913,0.013941,4.303626
0.105581,0.019825,5.852883
0.132908,0.018846,5.730268
0.139904,0.010704,5.716379
0.094242,0.016519,4.728941
0.086033,0.010487,5.047480
0.105586,0.014320,4.674788
0.111142,0.018440,5.436911
0.094827,0.013903,3.094350
0.135194,0.006377,5.578179
0.102248,0.016798,4.672528
0.126855,0.014954,5.623364
0.113727,0.011849,3.844362
0.093469,0.016000,4.670078
0.151327,0.007792,4.699768
0.082162,0.014055,4.441133
0.160497,0.014705,6.558483
0.120273,0.009066,1.746930
0.128979,0.011253,4.145974
0.135025,0.008726,2.878817
0.087407,0.011056,3.603415
0.105234,0.010044,0.749121
0.128095,0.015165,5.425531
0.094242,0.020137,6.238490
0.121460,0.007162,4.406428
0.079819,0.010147,5.765674
0.100731,0.019315,5.436224
0.186690,0.009137,5.989976
0.088388,0.017414,5.479492
0.093246,0.015147,4.412487
0.109388,0.023352,6.626312
0.089402,0.013171,2.735436
0.075011,0.010857,4.269901
0.136814,0.014959,5.271455
0.099220,0.012735,2.330715
0.135302,0.007631,4.431379
0.093597,0.018192,6.788235
0.104744,0.012782,2.846689
0.115266,0.013108,3.795994
0.086193,0.015255,4.207452
0.085418,0.007727,4.353801
0.097894,0.005844,6.339142
0.138640,0.018293,5.904733
0.128152,0.015707,6.352185
0.116611,0.016834,4.469974
0.115546,0.019299,6.093754
0.124255,0.007799,4.086330
0.112421,0.011461,2.743255
0.102613,0.005893,6.463237
0.109144,0.018051,5.445407
0.105194,0.012511,2.539015
0.108272,0.012018,2.009248
0.108350,0.016419,4.593130
0.108918,0.016490,4.412910
0.088901,0.006669,5.045732
0.119203,0.017243,5.728071
0.082045,0.013916,4.270588
0.108845,0.014637,3.736010
0.110473,0.012738,2.897617
0.105917,0.017451,5.110696
0.098051,0.013694,4.373198
0.088487,0.023048,6.615294
0.114760,0.007129,4.507528
0.110815,0.020159,5.856302
0.152665,0.009504,5.191743
0.087707,0.015942,4.748278
0.122452,0.015189,4.659816
0.130557,0.012165,2.494059
0.138406,0.013954,6.513439
0.112945,0.020027,5.665462
0.120562,0.008688,3.216471
0.107257,0.014812,4.229150
0.104255,0.011208,1.579399
0.091022,0.013730,4.016847
0.119340,0.017868,6.128401
0.150562,0.009370,5.573666
0.108486,0.016213,4.698247
0.113155,0.018884,5.725439
0.113258,0.015749,4.828337
0.092099,0.013497,3.501294
0.122471,0.020944,6.399733
0.141608,0.015351,6.130165
0.115489,0.008213,3.645286
0.105556,0.014204,4.040850
0.111171,0.011659,2.681648
0.085332,0.015451,4.959234
0.128402,0.005930,6.160371
0.103590,0.020258,5.974528
0.088959,0.013207,3.906958
0.123587,0.021102,6.262248
0.106422,0.009001,1.904275
0.125378,0.022327,6.529924
0.099108,0.018128,5.789634
0.093551,0.013561,4.461993
0.126929,0.013048,4.592399
0.114652,0.021980,6.859125
0.148906,0.012558,6.561435
0.110639,0.013942,3.475305
0.148983,0.011121,6.214657
0.096346,0.018572,5.685795
0.131929,0.009115,3.594952
0.125025,0.014391,5.900273
0.112613,0.009735,0.864314
0.105469,0.017418,5.238757
0.076980,0.014684,4.663637
0.105885,0.019300,5.732884
0.095528,0.010836,1.825745
0.147013,0.012679,5.538777
0.090669,0.013200,2.937581
0.104854,0.017482,5.417930
0.121182,0.013183,3.813819
0.138038,0.014731,6.555459
0.110364,0.022043,6.601234
0.082405,0.018506,6.235567
0.079472,0.010380,4.786621
0.155860,0.014538,6.081818
0.151133,0.010679,5.912674
0.105965,0.012203,2.031469
0.099502,0.007137,5.127140
0.092921,0.011265,2.186638
0.129198,0.007649,4.665346
0.128535,0.005994,6.465170
0.096572,0.014287,3.240078
0.131733,0.014313,5.865940
0.096189,0.015264,4.432526
0.082213,0.013289,5.022464
0.151640,0.008144,5.637216
0.112238,0.007157,3.790298
0.097549,0.010428,1.952972
0.107791,0.019947,5.611045
0.096686,0.010587,1.951211
0.100945,0.020560,6.478971
0.127041,0.023124,6.832642
0.102701,0.011435,1.934147
0.130463,0.009248,1.916849
0.080093,0.013833,5.007548
0.089026,0.013204,3.583566
0.095364,0.018561,5.474551
0.110121,0.021967,6.457195
0.130611,0.011451,4.844419
0.094230,0.014146,3.435902
0.122747,0.015071,4.120130
0.081773,0.015197,5.400941
0.106714,0.014355,3.202635
0.108352,0.020011,6.064573
0.109867,0.010477,2.948465
0.105359,0.017852,4.589799
0.096626,0.020018,6.248744
0.098181,0.010764,1.729992
0.107056,0.010878,2.606133
0.093802,0.013406,3.099000
0.094947,0.017068,5.072586
0.116462,0.022126,6.849804
0.150305,0.012236,6.090440
0.103092,0.013830,2.879312
0.147573,0.008394,3.991726
0.130735,0.012433,4.442739
0.145928,0.014752,6.848103
0.118007,0.022091,6.546798
0.099549,0.009759,0.820422
0.098817,0.020283,6.227632
0.126500,0.016580,5.279675
0.127543,0.009392,3.533888
0.102602,0.013126,2.770791
0.123290,0.023260,6.519091
0.099751,0.018581,5.397525
0.147612,0.012154,6.087862
0.115908,0.014762,4.243121
0.094519,0.018577,5.477211
0.103472,0.022104,6.435749
0.120091,0.012210,2.934367
0.143967,0.015296,6.693140
0.129636,0.007883,3.431947
0.101664,0.018503,5.123079
0.084801,0.018086,5.527766
0.077293,0.013378,3.873713
0.119135,0.013347,3.720157
0.154416,0.007466,5.705392
0.091465,0.014894,6.014195
0.108243,0.018560,5.330433
0.098578,0.010005,0.970267
0.123353,0.012449,4.882358
0.095552,0.017209,5.691626
0.121469,0.006310,5.574598
0.144124,0.016322,6.102978
0.102993,0.012580,3.590418
0.089066,0.008144,3.812904
0.094471,0.007716,3.819416
0.098078,0.017146,6.055124
0.084790,0.008548,4.218727
0.109444,0.017857,4.883305
0.114020,0.005912,6.154727
0.111809,0.017109,4.582422
0.131979,0.023028,6.411879
0.089753,0.016206,4.490502
0.094322,0.009598,3.545611
0.137359,0.011535,4.671599
0.129957,0.015133,4.032355
0.142878,0.008514,4.549550
0.100139,0.016472,4.608903
0.137347,0.011022,3.968352
0.132461,0.023133,6.870617
0.112279,0.022965,6.574529
0.134776,0.010717,3.211870
0.122932,0.009553,2.271184
0.112842,0.006310,4.977655
0.142049,0.018257,6.819971
0.101681,0.021472,6.434738
0.081039,0.011099,4.431582
0.081093,0.009777,6.631007
0.107574,0.020871,6.000359
0.127664,0.013575,4.019273
0.112942,0.017203,5.232389
0.120743,0.009905,2.234498
0.074980,0.011025,3.944311
0.105844,0.021270,6.260845
0.126156,0.006551,5.800823
0.139268,0.010977,5.266626
0.120882,0.015278,4.232790
0.113930,0.008001,2.939760
0.111827,0.014824,3.315046
0.092959,0.015226,4.083843
0.112045,0.008832,2.045958
0.079741,0.017596,6.719235
0.086893,0.017330,6.011006
0.121003,0.011618,1.680070
0.101202,0.022218,6.252521
0.086105,0.019487,6.106955
0.083862,0.008130,4.428566
0.093459,0.019387,5.876418
0.105263,0.013152,3.059446
0.124946,0.013773,3.881310
0.128556,0.006771,5.352441
0.114441,0.013943,3.891716
0.101739,0.015577,4.349376
0.098821,0.022842,6.859365
0.141838,0.012778,4.915608
0.093999,0.014529,3.778437
0.132510,0.009734,3.598639
0.116171,0.021648,6.677082
0.104143,0.011547,2.029980
0.127076,0.014436,5.392598
0.118880,0.009700,1.525608
0.081775,0.009161,5.067089
0.096029,0.013706,3.874739
0.093092,0.019348,5.972422
0.075980,0.017482,6.864514
0.101706,0.005690,6.632885
0.123412,0.020553,5.861246
0.096916,0.014044,3.789510
0.119070,0.020471,5.865179
0.128897,0.005924,6.593169
0.098638,0.015584,4.343631
0.116581,0.009517,2.320583
0.138964,0.007229,5.247884
0.121246,0.009171,2.076592
0.088661,0.008711,3.885465
0.160091,0.009812,6.269209
0.094066,0.010204,2.698282
0.108469,0.011662,1.759252
0.093530,0.022345,6.749199
0.132096,0.011320,2.536137
0.131411,0.014475,5.975425
0.083339,0.008886,4.750621
0.103094,0.008858,3.056773
0.101979,0.013926,3.825265
0.085926,0.010315,4.608555
0.135215,0.017295,6.461998
0.117286,0.022463,6.862030
0.081024,0.016048,6.321368
0.121511,0.022785,6.665375
0.104134,0.016298,4.687946
0.093311,0.020854,6.360079
0.082567,0.015899,5.113038
0.134969,0.014046,5.662778
0.127828,0.011399,4.544085
0.125193,0.006337,6.090002
0.114409,0.016859,4.651257
0.125974,0.019282,5.704608
0.103135,0.011254,1.446862
0.096760,0.022675,6.758804
0.127865,0.009280,2.032709
0.081881,0.007838,4.667679
0.080278,0.010007,4.945737
0.120589,0.015426,4.201541
0.114949,0.011131,1.651442
0.144243,0.008706,4.389215
0.134596,0.006804,6.577283
0.090633,0.014961,5.095648
0.100655,0.017281,4.546867
0.097686,0.012417,2.349531
0.113700,0.012834,2.632184
0.142321,0.013519,5.867601
0.107304,0.006026,5.592544
0.095311,0.015745,4.090915
0.115793,0.016512,5.041395
0.139599,0.016372,5.783567
0.107627,0.015456,4.187703
0.125337,0.014398,4.954633
0.119769,0.019894,5.874479
0.096959,0.012824,2.500077
0.121877,0.020758,5.889057
0.097731,0.012537,2.329586
0.100100,0.009533,0.934305
0.078640,0.014002,4.667490
0.121054,0.005925,6.623281
0.106302,0.009001,1.430163
0.102443,0.013426,2.487136
0.084690,0.020040,6.364658
0.096516,0.015239,4.421915
0.083930,0.007219,6.131869
0.112728,0.015894,6.007649
0.099010,0.012926,2.806052
0.100751,0.014011,3.505236
0.123977,0.013259,3.958738
0.078726,0.014570,6.093481
0.129974,0.017659,5.151564
0.099029,0.016786,4.783788
0.108796,0.020627,6.542355
0.165596,0.011615,6.671968
0.131571,0.006125,6.362844
0.109254,0.016881,4.922477
0.088936,0.007115,5.629347
0.096159,0.010680,2.346521
0.128747,0.014879,6.039639
0.099688,0.011290,2.268022
0.108095,0.017198,5.211154
0.113791,0.008307,2.378192
0.118719,0.015515,4.955215
0.092267,0.016082,4.791492
0.135539,0.016613,5.636518
0.113367,0.011733,2.890165
0.115362,0.017316,6.223624
0.116404,0.008364,2.847811
0.132606,0.008938,2.529914
0.085486,0.019417,6.190799
0.096714,0.013463,3.179474
0.088070,0.010634,4.762144
0.121919,0.020635,6.001692
0.106645,0.006557,5.138687
0.101088,0.011623,2.271654
0.125025,0.006515,4.812163
0.125714,0.010220,2.653653
0.133738,0.019108,6.511245
0.095945,0.022523,6.679209
0.086942,0.014411,3.571131
0.112556,0.019797,5.883333
0.082345,0.016990,5.672734
0.096781,0.019547,5.900019
0.098412,0.014381,3.624724
0.110005,0.016663,4.538696
0.088665,0.015083,4.434224
0.125231,0.008961,3.864363
0.090620,0.010555,1.613374
0.087194,0.019048,6.188284
0.100960,0.021550,6.629797
0.096589,0.012743,2.730749
0.120103,0.008240,3.023136
0.080127,0.010037,3.656320
0.122688,0.013970,4.864099
0.089626,0.017312,5.758111
0.127994,0.013250,2.586871
0.126357,0.009742,3.062329
0.131398,0.009239,3.498471
0.090467,0.018410,6.577698
0.121069,0.012551,3.152510
0.152348,0.008009,4.944556
0.109949,0.021493,6.748349
0.113901,0.017354,5.748203
0.087330,0.013143,2.658568
0.097679,0.012850,3.085703
0.086100,0.014952,5.391334
0.106644,0.017852,4.968762
0.137826,0.013013,5.468005
0.093751,0.008804,3.569473
0.106255,0.016676,4.166801
0.118885,0.005824,6.336135
0.133632,0.006788,4.927365
0.100034,0.019993,5.867876
0.109460,0.015101,3.976877
0.114384,0.015903,4.521720
0.098676,0.013230,2.897912
0.098822,0.016250,5.033651
0.128913,0.009999,3.125424
0.082130,0.018572,6.130837
0.084950,0.019130,6.597734
0.103912,0.009380,1.460490
0.113313,0.018586,5.675182
0.104777,0.011621,1.998496
0.079075,0.010821,3.719633
0.109563,0.012001,2.399124
0.108242,0.019265,5.773036
0.111317,0.006013,6.315641
0.102783,0.016701,4.444356
0.121601,0.014930,4.578666
0.126655,0.007902,3.681999
0.104960,0.015986,4.121864
0.119811,0.011792,3.459823
0.157634,0.006640,6.409437
0.073708,0.011315,5.512792
0.098605,0.015549,4.284756
0.086394,0.017243,5.413336
0.105506,0.017272,5.577751
0.125408,0.018876,6.109324
0.098683,0.014104,3.813726
0.147774,0.011932,6.205704
0.106046,0.006581,5.761957
0.105709,0.006467,5.967019
0.112872,0.014148,4.215850
0.107008,0.022219,6.605575
0.135922,0.015212,6.375347
0.124448,0.012604,3.074271
0.133105,0.022593,6.488884
0.103739,0.019326,5.932073
0.117990,0.012279,4.284274
0.081938,0.008939,4.140837
0.100106,0.016830,5.345732
0.109877,0.014725,3.416479
0.122587,0.017979,5.762004
0.087475,0.013051,3.698070
0.109592,0.021765,6.601234
0.122823,0.016657,5.011498
0.113508,0.014802,3.814975
0.103141,0.008287,3.172965
0.114310,0.014456,2.817118
0.107427,0.009964,0.781219
0.113499,0.022238,6.606348
0.074676,0.015688,5.867092
0.100044,0.017052,5.258862
0.140949,0.010628,4.221201
0.102291,0.007917,2.848822
0.137751,0.015040,5.748095
0.142789,0.011825,4.259828
0.097857,0.005583,6.165307
0.069039,0.013254,6.262203
0.131658,0.016180,4.796363
0.153929,0.011630,6.532467
0.090238,0.013104,4.043872
0.121615,0.020501,5.786488
0.092261,0.012934,2.962754
0.111175,0.019989,5.819549
0.080636,0.015393,4.950929
0.146468,0.012383,5.596317
0.108348,0.007714,3.046350
0.118507,0.016126,5.896751
0.119631,0.009977,2.784251
0.091814,0.016098,5.351810
0.078125,0.011539,6.709351
0.153063,0.008891,5.052120
0.119453,0.009416,2.222472
0.126230,0.007026,4.937679
0.122354,0.014408,5.394466
0.073174,0.017432,6.299303
0.085215,0.012693,3.922410
0.103965,0.011221,2.077705
0.109449,0.021884,6.536548
0.076895,0.014675,4.732148
0.097898,0.014971,4.038482
0.101924,0.014429,3.397439
0.102551,0.016411,4.445823
0.094695,0.016325,4.961359
0.105365,0.020040,5.931028
0.109371,0.014993,3.432897
0.125603,0.017558,6.407367
0.110742,0.006227,5.109178
0.106676,0.020252,5.997041
0.135243,0.008484,4.480639
0.147180,0.008228,5.233544
0.121692,0.010961,1.487831
0.120722,0.012995,4.782396
0.131586,0.008614,3.741770
0.114600,0.012147,3.023844
0.089744,0.018713,6.752544
0.111207,0.009899,3.025485
0.103593,0.014278,4.718934
0.125653,0.010695,3.931642
0.096448,0.009348,1.441184
0.142708,0.007393,4.626291
0.137065,0.009171,4.768185
0.077148,0.010503,4.231786
0.112922,0.020264,5.350712
0.114195,0.015495,5.072944
0.098580,0.019306,6.244197
0.147756,0.007855,4.927555
0.151264,0.014362,6.457055
0.084925,0.016611,6.039892
0.105184,0.017867,5.494802
0.103246,0.019170,5.944832
0.111816,0.012850,2.712084
0.116744,0.016801,4.469894
0.145053,0.011132,5.796698
0.082830,0.009967,4.591072
0.111694,0.012397,3.833611
0.121887,0.012420,4.124777
0.107618,0.013997,2.663262
0.106517,0.010112,0.919426
0.091520,0.010608,2.028819
0.088792,0.016464,5.716474
0.125368,0.009371,3.145940
0.126394,0.024224,6.861720
0.131241,0.011744,4.289371
0.125695,0.018456,6.809098
0.123838,0.010290,3.082869
0.095594,0.006525,5.694350
0.106240,0.018403,5.699512
0.108886,0.014877,4.060729
0.095063,0.020833,6.435025
0.137722,0.011471,5.009964
0.089533,0.015697,5.334220
0.083366,0.013030,4.413925
0.120830,0.013405,4.771194
0.102056,0.021824,6.148532
0.109719,0.020069,5.750724
0.128259,0.020690,5.951300
0.099517,0.017654,5.290271
0.096043,0.019955,5.859472
0.117513,0.021398,6.548933
0.086447,0.016587,4.677717
0.105902,0.020174,6.423707
0.101784,0.014454,3.833789
0.119537,0.021552,6.552370
0.129726,0.018602,5.502235
0.106234,0.017890,5.026265
0.102018,0.019995,5.967002
0.095255,0.013755,3.543347
0.108118,0.021676,6.758023
0.122330,0.010663,2.799838
0.118446,0.021131,6.230105
0.100140,0.018660,5.496589
0.095341,0.014762,3.734226
0.114866,0.018467,5.648506
0.113445,0.013982,4.104918
0.135860,0.008140,2.816788
0.167828,0.009511,4.469217
0.115442,0.008345,2.614780
0.100426,0.006065,5.409127
0.104819,0.017651,4.908327
0.092125,0.008177,3.618808
0.092876,0.010475,4.300441
0.097249,0.013031,2.944688
0.135610,0.015164,5.492917
0.121430,0.014261,4.584153
0.105353,0.012313,2.894831
0.087671,0.012557,3.341684
0.090469,0.012619,3.555246
0.164911,0.007764,5.461199
0.085419,0.013429,4.936195
0.083312,0.013186,4.157720
0.098938,0.016739,4.522862
