beta,gamma,epsilon
0.115860,0.026315,7.455931
0.047263,0.003509,22.728136
0.042065,0.008034,20.318170
0.045454,0.004173,20.262597
0.035557,0.011976,20.110174
0.114118,0.010265,1.479613
0.322266,0.008754,10.015854
0.006418,0.001148,47.294648
0.305022,0.002097,22.641051
0.133746,0.001819,22.703510
0.110092,0.021286,6.517712
0.076647,0.011233,6.239649
0.022918,0.010569,26.255109
0.102092,0.013454,2.809047
0.150585,0.011046,5.081793
0.031088,0.007630,26.667503
0.103495,0.011646,3.371411
0.061588,0.009850,9.729145
0.143309,0.010559,2.438206
0.052092,0.011997,16.940439
0.129945,0.001382,25.599693
0.128264,0.004394,12.185731
0.066040,0.038387,22.464990
0.104438,0.005051,9.352925
0.236117,0.005152,12.075006
0.207406,0.007809,7.478920
0.089388,0.005333,8.896406
0.070453,0.008378,10.002567
0.286802,0.004748,13.647024
0.032147,0.014225,29.243264
0.031134,0.009675,27.249917
0.094894,0.003682,14.342568
0.024229,0.001554,38.272634
0.130726,0.012083,3.725381
0.124634,0.005215,8.138354
0.052468,0.016398,15.299208
0.093781,0.022216,6.890348
0.074875,0.002663,19.279941
0.041212,0.012449,18.425057
0.019601,0.003995,36.447364
0.155232,0.000052,42.520100
0.068408,0.008976,8.509063
0.249410,0.008721,8.804724
0.180350,0.004337,12.776415
0.119902,0.023929,7.687808
0.074213,0.005851,9.791676
0.136852,0.003492,14.335836
0.040969,0.008916,17.704242
0.181009,0.000819,31.988761
0.047830,0.004890,19.210209
0.108153,0.003828,11.179190
0.341464,0.028837,16.951723
0.009000,0.005988,45.542761
0.123005,0.001771,23.305471
0.134357,0.011406,4.341242
0.256646,0.006409,9.163594
0.048839,0.027735,21.366640
0.189211,0.003097,17.215884
0.054777,0.000777,35.005404
0.035821,0.006850,19.484009
0.283782,0.012986,11.601639
0.042612,0.004157,21.473759
0.053675,0.002495,24.598361
0.221965,0.005027,11.469221
0.078022,0.006309,10.693738
0.081494,0.004278,12.096377
0.113545,0.002665,17.895942
0.016455,0.004920,39.634711
0.227523,0.004833,12.085706
0.061454,0.002631,21.922668
0.031296,0.010254,23.250918
0.024094,0.010081,29.921022
0.032996,0.003616,28.992588
0.154205,0.004226,11.794677
0.039105,0.008003,18.599299
0.239559,0.005363,11.342532
0.145598,0.014172,6.803936
0.226110,0.005531,10.641551
0.057395,0.005023,16.122726
0.205042,0.001691,24.958069
0.060974,0.007072,14.149835
0.044700,0.005801,18.192261
0.161172,0.005580,8.053577
0.146194,0.001524,25.479032
0.028755,0.013446,26.317525
0.152317,0.007993,4.726637
0.029252,0.001700,33.287795
0.074583,0.012457,4.020273
0.032881,0.003358,29.750654
0.125194,0.011994,2.565801
0.038753,0.008768,21.483915
0.052726,0.019423,15.902323
0.015822,0.003912,40.529920
0.109897,0.009426,2.089682
0.029155,0.001016,39.927687
0.101763,0.001547,23.469150
0.031191,0.003790,29.093808
0.144497,0.005682,7.656770
0.374267,0.001256,29.386890
0.108804,0.014181,4.324102
0.832043,0.022142,17.507492
0.158047,0.006312,8.200687
0.017657,0.003349,37.890391
0.163934,0.021031,10.406618
0.134975,0.002543,18.642965
0.188473,0.011826,7.635866
0.073020,0.003442,15.459989
0.056036,0.006088,14.134322
0.188150,0.004900,10.825437
0.067333,0.019113,14.291298
0.031499,0.005901,28.468610
0.019403,0.001860,38.898167
0.037884,0.012747,24.325308
0.080589,0.009964,4.751819
0.052458,0.003533,21.109639
0.087546,0.008357,6.104524
0.201830,0.007139,8.040664
0.276674,0.020053,13.967399
0.085134,0.006022,7.047807
0.099531,0.001490,24.177072
0.164675,0.002740,19.195657
0.030411,0.010557,28.271232
0.304765,0.003469,17.936928
0.123881,0.004109,12.332805
0.036007,0.005575,23.864561
0.024926,0.010577,34.293815
0.079985,0.010913,4.018547
0.087789,0.009805,2.025784
0.022919,0.004416,32.053565
0.173135,0.013912,9.334801
0.042903,0.007621,15.696487
0.183467,0.006490,7.464893
0.048480,0.003525,22.967557
0.146202,0.015715,6.971637
0.398664,0.005859,11.610540
0.152708,0.008409,5.515134
0.050074,0.001068,33.633226
0.042426,0.005777,18.906438
0.015256,0.001867,43.080271
0.015477,0.016786,47.504272
0.177041,0.005937,8.311927
0.049722,0.005559,15.216210
0.047989,0.000899,36.357695
0.044589,0.007222,17.327338
0.039065,0.007335,24.127007
0.083539,0.014175,4.572224
0.031948,0.024094,33.719823
0.059866,0.000365,39.952013
0.012776,0.015828,47.449583
0.098552,0.000012,40.783536
0.145549,0.003492,14.815869
0.039762,0.004360,23.349259
0.036743,0.000623,41.077002
0.037335,0.007205,20.125232
0.050598,0.011833,13.345968
0.073517,0.004191,14.734040
0.237438,0.016448,11.777686
0.140203,0.012219,5.248462
0.075785,0.013791,5.534747
0.009457,0.001340,45.100537
0.112365,0.016411,4.397004
0.013300,0.003951,41.141709
0.185575,0.002429,20.237629
0.236950,0.010759,9.516732
0.058237,0.012485,13.031454
0.061609,0.019656,13.244710
0.013930,0.004057,40.917184
0.079736,0.013843,5.296413
0.035027,0.009764,20.086752
0.068985,0.009709,12.123449
0.041452,0.015305,21.734847
0.143152,0.008673,5.071855
0.258928,0.004049,14.640863
0.028929,0.004256,30.044297
0.206369,0.007496,6.869051
0.102887,0.014240,3.082469
0.230676,0.010027,8.064259
0.088153,0.014393,4.311232
0.259165,0.012386,10.735636
0.033175,0.008476,24.518727
0.010619,0.005634,45.087310
0.153100,0.006113,7.688594
0.053878,0.011354,9.295172
0.055272,0.010395,9.932751
0.107365,0.001823,23.109080
0.019489,0.002822,37.153676
0.084005,0.000214,38.005630
0.022681,0.001993,36.050882
0.172954,0.003991,13.341494
0.296063,0.003008,19.190573
0.054059,0.007725,16.672097
0.024238,0.007781,28.118842
0.070424,0.006659,10.003874
0.026093,0.001199,38.669985
0.014333,0.016862,47.229827
0.050300,0.001191,34.253440
0.064582,0.005319,11.875056
0.094895,0.002979,15.033115
0.140794,0.014177,7.130998
0.377846,0.010460,11.153387
0.023975,0.004403,32.503424
0.094071,0.005397,7.894678
0.058708,0.004730,16.140673
0.183067,0.003809,13.752690
0.194254,0.001351,28.829564
0.173788,0.007730,6.135826
0.073659,0.000230,39.331203
0.244774,0.021320,13.094832
0.085443,0.010850,1.618860
0.050623,0.003762,21.722391
0.114197,0.008458,1.245651
0.026156,0.010111,27.859711
0.081640,0.012521,3.377703
0.287278,0.006098,10.225868
0.152395,0.011102,6.087735
0.433609,0.086737,19.561428
0.073421,0.006857,8.381817
0.045979,0.004074,20.781425
0.369319,0.006204,11.215291
0.067767,0.002222,22.643314
0.226214,0.000395,38.911962
0.026661,0.013054,29.778824
0.284720,0.002676,20.113871
0.089477,0.016700,5.365142
0.097531,0.005337,8.091411
0.041539,0.016468,26.631451
0.036752,0.001777,33.218346
0.035963,0.007032,19.046757
0.030915,0.013686,31.210396
0.012961,0.005432,41.741418
0.034665,0.007600,23.293428
0.307944,0.012560,12.076993
0.193994,0.003608,15.013868
0.060330,0.009355,12.087012
0.050561,0.022615,18.288780
0.024118,0.002189,36.787409
0.101884,0.003631,12.708309
0.107435,0.025790,7.546277
0.097603,0.011029,1.820806
0.028335,0.027265,43.613985
0.103503,0.012034,2.268008
0.052130,0.008335,10.118550
0.026259,0.006423,30.075917
0.052458,0.005040,17.254957
0.093435,0.006834,5.727236
0.056143,0.014200,12.339621
0.011284,0.011721,46.608170
0.160114,0.001565,24.935609
0.022021,0.006951,33.108178
0.027420,0.009041,24.750595
0.118943,0.011450,4.969387
0.101871,0.011642,1.816973
0.008197,0.003782,46.216221
0.309455,0.004242,14.403544
0.029552,0.001372,37.813183
0.142614,0.011089,4.649460
0.431045,0.001450,27.904381
0.172182,0.004334,12.394124
0.013715,0.005635,41.676434
0.120016,0.011389,3.639836
0.066972,0.009327,10.458526
0.150562,0.011152,6.049971
0.117857,0.124576,41.441842
0.130949,0.005487,6.989346
0.062617,0.007393,8.548647
0.035851,0.008068,21.582800
0.038085,0.004899,22.491817
0.088195,0.000479,34.723626
0.048838,0.007815,14.924413
0.120537,0.014657,4.994903
0.134589,0.003747,13.081655
0.183703,0.005777,8.924495
0.019540,0.005579,36.968866
0.115337,0.003281,14.703445
0.072132,0.010009,6.740633
0.072114,0.009896,7.310112
0.284805,0.011155,10.991176
0.039937,0.005455,18.748899
0.021452,0.011148,34.426107
0.291140,0.005087,12.559809
0.031128,0.000650,41.375309
0.083984,0.006516,7.422121
0.078065,0.013452,5.877307
0.041505,0.001573,32.303567
0.031895,0.004543,26.719657
0.054920,0.010107,12.185838
0.357093,0.002207,22.911750
0.314228,0.005066,13.038808
0.150815,0.006948,5.828908
0.136329,0.005935,7.503732
0.196924,0.000452,37.197173
0.204558,0.004906,11.723159
0.334916,0.000220,41.542508
0.164633,0.008191,5.768199
0.109131,0.009550,2.142621
0.028806,0.002738,31.853070
0.091878,0.004247,10.833771
0.102093,0.008999,3.018381
0.173543,0.000453,36.909412
0.121264,0.018173,5.607112
0.262626,0.008330,9.142538
0.062081,0.007135,14.574833
0.041008,0.004660,21.201896
0.059541,0.016286,10.932124
0.131476,0.133651,39.303288
0.613311,0.008200,12.109636
0.071613,0.010296,5.103023
0.066116,0.001201,30.254773
0.221474,0.006873,8.251485
0.489108,0.021810,16.264559
0.018792,0.003023,38.894949
0.080830,0.015309,4.353521
0.347295,0.008887,10.311963
0.144112,0.000808,31.672704
0.207799,0.021472,12.628770
0.010401,0.002249,43.034650
0.405634,0.007505,10.937740
0.084131,0.002379,19.635250
0.252133,0.000109,42.793488
0.052099,0.008873,14.237130
0.026982,0.001981,36.991637
0.018833,0.009323,37.562129
0.062348,0.000824,33.515097
0.077065,0.010409,4.374692
0.041978,0.009576,17.036546
0.085393,0.003096,16.380984
0.531428,0.003615,16.720243
0.135943,0.005863,6.705519
0.028489,0.005652,33.630443
0.104057,0.002448,18.349464
0.099095,0.012034,2.410506
0.119071,0.012075,2.995813
0.020017,0.003831,34.429708
0.124316,0.004249,11.250202
0.031901,0.005007,28.894238
0.039974,0.005673,19.239818
0.274972,0.003357,17.148339
0.083564,0.001480,26.649560
0.182379,0.016806,9.429860
0.132199,0.011599,3.518748
0.038626,0.001584,35.237265
0.045780,0.004715,18.994111
0.058815,0.010635,13.438478
0.258864,0.004680,13.128141
0.056535,0.012950,10.995461
0.118025,0.001728,24.550560
0.049337,0.009472,15.710379
0.051801,0.005002,17.571033
0.269713,0.006722,9.365366
0.124929,0.013527,4.639803
0.242331,0.015404,11.536228
0.273837,0.006190,9.675528
0.152999,0.008344,3.806382
0.094048,0.004535,10.330860
0.009279,0.004789,45.633381
0.449015,0.000894,34.881493
0.011207,0.003751,44.019851
0.056947,0.000899,33.013338
0.161062,0.009395,5.102688
0.086707,0.018861,6.505327
0.117230,0.007909,2.765323
0.096103,0.011530,4.167787
0.075935,0.007790,4.762296
0.107537,0.004403,10.547205
0.015061,0.007355,43.061945
0.141481,0.007820,4.090634
0.070750,0.010766,6.484446
0.020110,0.000671,44.726085
0.082151,0.012793,4.203852
0.062304,0.001660,29.770944
0.010835,0.005498,43.975157
0.057044,0.008776,10.657116
0.022878,0.020799,45.104135
0.107052,0.005349,8.370682
0.062071,0.021294,12.191214
0.129258,0.016712,6.065659
0.057263,0.009053,11.535100
0.558935,0.007872,11.634845
0.107677,0.020631,6.064123
0.057854,0.004827,15.020933
0.145993,0.000938,31.429562
0.012522,0.006039,42.726375
0.044951,0.002290,27.029933
0.022616,0.005237,32.225133
0.091742,0.000157,38.113844
0.165179,0.005150,9.099746
0.188769,0.018400,10.418041
0.033137,0.003672,30.682322
0.107988,0.005393,7.862214
0.205676,0.021456,13.419710
0.045226,0.003547,24.592719
0.193656,0.012373,8.902297
0.117150,0.008346,3.093916
0.149635,0.002215,21.522144
0.019676,0.004147,36.976879
0.184612,0.010170,6.939779
0.043016,0.007064,19.928573
0.246992,0.005863,10.259546
0.051370,0.006321,15.580808
0.032603,0.019438,38.602098
0.134530,0.005985,7.479014
0.086314,0.010126,2.908892
0.032763,0.004664,24.721458
0.015943,0.000457,46.032803
0.113187,0.021299,7.309012
0.166583,0.001867,23.677276
0.077301,0.022466,8.504286
0.026333,0.001508,37.664607
0.080004,0.002383,20.987747
0.017871,0.009446,40.837687
0.059949,0.000108,41.798165
0.046915,0.003304,22.779506
0.176906,0.012308,7.684826
0.037593,0.000208,44.112471
0.071753,0.001494,27.995994
0.252354,0.017464,12.608593
0.177345,0.157648,37.871593
0.023232,0.003916,33.528913
0.131978,0.027514,8.902953
0.240644,0.005401,11.132616
0.065080,0.001629,27.540067
0.026163,0.012899,31.829944
0.035473,0.010854,22.097271
0.171037,0.012421,7.945485
0.040020,0.001441,35.684038
0.060195,0.007326,12.285517
0.101809,0.028802,8.418372
0.154593,0.000585,33.744084
0.028074,0.005717,27.297251
0.080271,0.002788,18.415084
0.071061,0.002261,22.886082
0.036600,0.001659,34.760593
0.162867,0.002687,18.830827
0.327834,0.001958,24.963175
0.197623,0.003899,13.815026
0.180928,0.018148,10.825478
0.025750,0.004795,30.281558
0.037242,0.008685,20.865252
0.179347,0.009365,6.005853
0.031918,0.004234,27.499986
0.127530,0.001241,28.213959
0.036888,0.006309,22.409523
0.144000,0.001620,25.065236
0.303178,0.008021,9.477294
0.018681,0.008445,41.228026
0.186467,0.005837,9.410432
0.090990,0.016123,6.548718
0.064362,0.012481,8.902906
0.348158,0.013044,12.338466
0.073494,0.001460,26.213955
0.054040,0.017080,15.410121
0.320197,0.004086,14.591728
0.039731,0.023016,26.819579
0.117383,0.006354,5.564456
0.147244,0.004237,12.253084
0.108817,0.002359,19.446588
0.332959,0.014571,12.964529
0.101648,0.001030,28.808103
0.041786,0.007578,19.136098
0.223958,0.004489,12.233995
0.126254,0.007180,4.242702
0.054130,0.001426,32.539148
0.037124,0.026071,32.253663
0.021047,0.003391,35.192797
0.032172,0.010969,23.334027
0.034054,0.001634,34.768286
0.124632,0.004881,9.992586
0.111833,0.011422,2.668165
0.008817,0.009846,47.153976
0.155508,0.010413,5.960047
0.152598,0.008300,5.565487
0.142764,0.000989,29.732224
0.232877,0.047608,15.693101
0.054336,0.019420,12.855581
0.313146,0.000459,38.969732
0.201592,0.050259,13.070318
0.282120,0.000059,44.294342
0.116362,0.004262,10.320446
0.064687,0.011329,8.865957
0.220159,0.003229,17.181357
0.029747,0.014688,30.460515
0.272441,0.008572,9.036394
0.013734,0.008231,44.513193
0.030172,0.005332,27.088608
0.029919,0.005145,24.781647
0.020542,0.000728,44.042425
0.113312,0.002862,16.802627
0.027989,0.008352,27.242988
0.112091,0.020039,6.676281
0.384448,0.018711,15.078994
0.131951,0.020919,7.622686
0.064728,0.017005,9.593860
0.058514,0.025269,17.134778
0.037506,0.015710,27.461022
0.310617,0.012156,11.304285
0.262759,0.002552,21.227550
0.387337,0.000306,41.421515
0.014766,0.005850,43.912179
0.046097,0.020909,16.538561
0.030248,0.014918,33.680701
0.314448,0.023327,15.281593
0.011732,0.003942,43.282827
0.183943,0.003089,16.580141
0.355643,0.017776,14.315874
0.119044,0.000911,29.535109
0.269784,0.000614,35.256868
0.023291,0.000411,45.720625
0.029309,0.012965,25.311222
0.019452,0.003802,37.716951
0.153215,0.011487,4.289815
0.098153,0.007409,4.855050
0.100008,0.023093,6.931899
0.068394,0.004470,13.889833
0.036850,0.005532,24.548146
0.104863,0.028415,8.916573
0.997079,0.023021,18.088581
0.012312,0.009420,46.033578
0.023366,0.004671,33.873526
0.248742,0.000387,38.924064
0.034321,0.003517,26.684071
0.028250,0.008959,27.183511
0.224463,0.000408,38.834746
0.107791,0.003183,14.719934
0.066326,0.008495,7.735808
0.245417,0.016895,12.400834
0.087905,0.017955,5.408171
0.156382,0.146077,41.560953
0.074531,0.001249,28.369715
0.136789,0.010312,3.661246
0.026499,0.009905,31.818663
0.011924,0.002642,43.497735
0.100285,0.014218,3.638017
0.086537,0.025658,9.218417
0.073729,0.020540,10.126710
0.063464,0.000265,40.869654
0.217221,0.009434,6.813118
0.099291,0.007165,4.893442
0.039726,0.004009,24.803189
0.095136,0.006953,4.410439
0.286230,0.007081,9.627205
0.155876,0.005131,10.474317
0.033063,0.002315,30.654950
0.053649,0.001781,28.851620
0.045075,0.013449,17.449620
0.055515,0.003108,21.746576
0.171288,0.004647,10.835158
0.130510,0.022578,8.299687
0.236076,0.011520,9.952432
0.032682,0.013509,23.248468
0.042792,0.003362,25.004466
0.053766,0.003804,19.422482
0.377658,0.012599,12.968451
0.049088,0.006626,15.212081
0.070769,0.014759,8.518331
0.085716,0.030068,8.970853
0.051410,0.014392,10.768238
0.030556,0.001591,38.271785
0.185413,0.016883,10.260151
0.037005,0.005100,24.951981
0.295175,0.007868,10.135433
0.134264,0.004286,11.771206
0.040043,0.000516,41.395224
0.033522,0.009377,25.769323
0.077519,0.010435,2.390044
0.023726,0.003649,34.068445
0.009319,0.001676,45.288033
0.033654,0.001731,31.925679
0.047871,0.010956,12.826138
0.129312,0.011002,4.103663
0.399575,0.011505,12.831334
0.073287,0.005898,10.090209
0.340132,0.002047,24.257134
0.042671,0.000718,39.881302
0.031983,0.013992,27.627673
0.228221,0.014934,10.779199
0.174656,0.011674,7.744139
0.153042,0.010047,4.632414
0.202516,0.007822,7.833209
0.024696,0.000441,44.957804
0.029612,0.006689,27.280373
0.071600,0.012835,6.813521
0.325647,0.004118,14.443173
0.024235,0.000495,46.236856
0.050149,0.006389,17.403472
0.102664,0.001564,23.844883
0.108736,0.011551,1.725616
0.045359,0.013231,16.145738
0.044002,0.003875,25.274690
0.116544,0.002234,20.328082
0.086373,0.001000,29.532541
0.024692,0.006315,29.358836
0.125239,0.008992,3.229862
0.035644,0.001190,35.780070
0.020013,0.005138,35.583304
0.034498,0.008622,20.275419
0.022231,0.011169,40.669336
0.038351,0.008529,18.487973
0.070205,0.015486,6.821355
0.241350,0.014861,10.772390
0.416719,0.005642,12.013718
0.205630,0.000189,40.569279
0.636082,0.010167,12.925749
0.141612,0.008936,4.725390
0.032631,0.004557,25.664354
0.148279,0.007375,4.781130
0.301546,0.003960,15.456861
0.064781,0.000852,34.079138
0.025641,0.007899,30.292846
0.012446,0.002374,43.852479
0.236068,0.007923,8.762254
0.334225,0.010434,10.680558
0.058983,0.012885,10.937075
0.178473,0.006054,8.823442
0.020544,0.022658,46.852852
0.177918,0.003532,15.324928
0.218216,0.008620,7.593637
0.104773,0.007378,3.490157
0.006681,0.002672,47.396016
0.284480,0.002786,19.322597
0.324050,0.005995,10.972008
0.155990,0.008714,4.795209
0.180883,0.001674,25.360807
0.055887,0.011135,12.759652
0.182705,0.009133,6.183903
0.278858,0.012142,11.668130
0.048800,0.007707,14.979101
0.154695,0.003915,12.686235
0.317627,0.017052,14.077239
0.249629,0.007238,9.083197
0.154110,0.002381,20.267771
0.142597,0.008829,4.460336
0.137355,0.010185,3.590419
0.055079,0.004108,16.740933
0.023388,0.008794,31.959664
0.190273,0.004399,12.419327
0.104860,0.001574,24.025560
0.097367,0.024977,8.196640
0.036780,0.002989,30.423448
0.194711,0.016203,11.182795
0.099147,0.005152,8.317415
0.021731,0.004236,34.801025
0.048138,0.007154,14.438303
0.015799,0.010499,42.499653
0.109812,0.002353,19.163219
0.094437,0.004110,10.492494
0.022293,0.006210,34.128306
0.120283,0.011849,1.776638
0.135722,0.001895,22.798503
0.017388,0.003068,39.392096
0.069763,0.002742,19.925010
0.153615,0.027100,10.193589
0.065158,0.012382,6.597919
0.158671,0.014998,7.286267
0.018942,0.002668,37.433527
0.006789,0.004526,47.060626
0.061198,0.051368,35.232175
0.167530,0.001165,29.603371
0.013848,0.004887,41.272958
0.051533,0.007984,15.259105
0.017803,0.011748,42.801703
0.083480,0.001009,29.321659
0.241528,0.009900,8.703996
0.134543,0.003423,14.517223
0.408835,0.150741,17.968348
0.144575,0.001319,28.042791
0.219644,0.008940,8.498484
0.027210,0.012955,36.323403
0.112529,0.010212,1.631653
0.126300,0.014097,3.770353
0.124603,0.010323,2.088093
0.133244,0.009114,3.307721
0.060881,0.006412,16.333042
0.076192,0.008431,9.876423
0.132750,0.002104,20.769942
0.052900,0.015046,14.519419
0.130062,0.004608,9.936267
0.093809,0.022316,6.624487
0.128084,0.002550,18.440528
0.080530,0.001363,26.777326
0.079158,0.002243,19.220448
0.058800,0.008476,12.965413
0.067923,0.014615,10.029049
0.198468,0.020288,11.511341
0.064047,0.003954,14.976398
0.026337,0.006819,26.878313
0.123799,0.005458,7.964823
0.082640,0.001812,22.944536
0.012685,0.002501,44.327603
0.299960,0.003325,17.464558
0.213224,0.004671,12.264576
0.082002,0.003695,14.042010
0.040282,0.006283,23.538416
0.226616,0.010427,8.648697
0.037903,0.005591,23.020281
0.092465,0.004063,11.098321
0.234302,0.008369,8.388170
0.078054,0.020563,6.953374
0.046927,0.003256,24.718998
0.238430,0.017276,13.021933
0.095812,0.003619,13.811294
0.068566,0.015135,7.850955
0.121491,0.000720,32.516671
0.082070,0.005253,10.288525
0.044782,0.008849,15.604483
0.227537,0.018641,12.130421
0.205815,0.000511,37.223647
0.037728,0.026043,33.767740
0.086409,0.002107,20.897259
0.127507,0.002865,16.990327
0.088834,0.004958,9.793802
0.037237,0.005102,20.056806
0.066008,0.011029,7.592063
0.077868,0.001991,23.276825
0.222417,0.013158,10.089126
0.079112,0.003659,16.257368
0.013313,0.004985,43.431613
0.062866,0.003989,16.560375
0.007431,0.001204,46.963067
0.251995,0.012441,10.778243
0.355852,0.009618,10.633581
0.069951,0.005140,11.984656
0.033506,0.002708,31.466130
0.121551,0.009172,1.975104
0.051580,0.005421,15.455364
0.220381,0.000619,35.524301
0.085969,0.002030,20.971167
0.072062,0.004450,12.815983
0.073181,0.000999,30.128854
0.106399,0.010196,2.013441
0.016788,0.010892,37.678601
0.150634,0.017371,7.559348
0.041736,0.012896,20.609093
0.027152,0.007940,30.854225
0.049250,0.003385,23.146033
0.016705,0.000698,47.266378
0.057572,0.016170,11.207704
0.271519,0.001820,25.705395
0.102348,0.012350,2.450627
0.222602,0.015666,11.503268
0.104871,0.007760,3.260263
0.070916,0.024791,9.562454
0.050832,0.010387,13.106020
0.108297,0.012885,2.651170
0.133482,0.004097,11.640418
0.139955,0.011440,4.086791
0.127085,0.008976,3.758621
0.180567,0.001373,28.664582
0.275468,0.012093,11.225518
0.045808,0.002040,28.888036
0.054482,0.008809,16.108287
0.293563,0.004569,13.656511
0.075475,0.009986,6.516586
0.010930,0.007932,46.209894
0.236479,0.002825,19.945935
0.010075,0.002549,45.457456
0.296175,0.019704,14.669998
0.018865,0.009730,40.311472
0.083099,0.001386,28.370046
0.035730,0.003753,29.519876
0.163647,0.011194,7.155539
0.072904,0.003982,14.355158
0.098209,0.009264,3.406203
0.010120,0.002805,45.070635
0.018595,0.006210,35.664440
0.029391,0.004821,27.254021
0.062478,0.013827,9.441040
0.027921,0.002298,33.562275
0.014206,0.005322,40.425904
0.109666,0.010914,2.782875
0.248374,0.022796,13.895707
0.038932,0.004205,25.710710
0.111144,0.013762,2.909847
0.180406,0.046600,14.067320
0.091332,0.011540,1.419188
0.020677,0.010601,37.265497
0.071765,0.004868,11.084204
0.246940,0.007208,8.631226
0.045806,0.008670,15.158932
0.091419,0.008012,7.389518
0.035415,0.006845,23.051810
0.155043,0.011735,7.731165
0.195345,0.039834,13.724902
0.308147,0.028726,16.126286
0.072282,0.000745,33.348816
0.149125,0.008752,4.379348
0.013108,0.001269,45.291520
0.252448,0.018695,13.389270
0.181165,0.010245,7.454810
0.086262,0.011001,4.460391
0.047353,0.021187,18.652878
0.018983,0.002912,38.324594
0.033863,0.003713,27.445004
0.109628,0.001653,23.071902
0.105182,0.004017,11.774369
0.016104,0.006131,43.081272
0.098780,0.007060,5.054088
0.024628,0.019367,43.704689
0.465575,0.012631,13.300066
0.046832,0.010673,14.076230
0.135531,0.014582,6.182275
0.083768,0.007820,5.276098
0.047508,0.007600,14.466710
0.204399,0.004774,11.729277
