beta,gamma,epsilon
0.122070,0.012496,3.150578
0.143569,0.013860,6.365565
0.100697,0.012225,2.287665
0.077578,0.016294,6.509584
0.149262,0.016425,8.609551
0.124050,0.014551,5.871285
0.091350,0.024182,7.321341
0.132758,0.018899,7.492541
0.085001,0.024620,8.289604
0.116354,0.015281,4.342130
0.100291,0.015865,4.384693
0.103487,0.015676,5.201382
0.148532,0.010113,5.233154
0.105145,0.022440,6.745029
0.127171,0.005323,8.494028
0.123785,0.013577,5.174931
0.105395,0.029036,8.547204
0.090603,0.032573,8.786781
0.092419,0.014120,3.702258
0.091722,0.015234,4.363927
0.129953,0.031903,8.554728
0.117382,0.012056,2.825524
0.133732,0.006634,6.581261
0.145383,0.009830,3.748909
0.068420,0.014347,8.544809
0.072029,0.010119,5.247844
0.114773,0.026123,7.452054
0.103950,0.009882,0.874561
0.122441,0.020139,6.470213
0.089424,0.007034,5.351421
0.078397,0.012455,5.010155
0.083991,0.015255,4.763220
0.094015,0.018155,5.446500
0.105408,0.031431,8.730712
0.135702,0.030886,8.768373
0.092781,0.009771,1.498727
0.119776,0.028708,8.153800
0.155305,0.013600,6.047634
0.245047,0.008326,7.994133
0.084511,0.024522,8.139890
0.148173,0.007709,5.496947
0.149447,0.009513,5.080804
0.122282,0.030877,8.328890
0.095489,0.029615,8.688553
0.066513,0.013057,7.707683
0.108256,0.018139,5.849034
0.112047,0.029899,8.034285
0.074962,0.016491,5.250945
0.144776,0.027714,8.361512
0.139155,0.026015,7.887939
0.144635,0.017355,8.019116
0.123264,0.023790,7.155426
0.123982,0.023849,7.464004
0.103582,0.025728,7.423227
0.073035,0.018269,6.808443
0.074527,0.012362,8.873460
0.113584,0.017689,6.494859
0.119717,0.022389,6.279881
0.092743,0.022200,6.901699
0.097110,0.010347,1.415542
0.154597,0.017931,8.077590
0.172842,0.012027,7.562517
0.088412,0.012437,2.893630
0.111020,0.026784,7.760081
0.092721,0.028102,8.344585
0.117211,0.019169,5.529788
0.091596,0.027578,7.984319
0.135841,0.023657,6.950387
0.105502,0.014751,3.837979
0.079910,0.013409,3.972829
0.146629,0.017484,7.955899
0.135171,0.014393,6.521412
0.106686,0.030893,8.391943
0.086875,0.021619,6.388449
0.102006,0.011688,2.196978
0.108324,0.024808,7.174033
0.118319,0.015208,3.911181
0.178859,0.009135,6.847069
0.086005,0.011421,5.124494
0.089443,0.017500,5.829561
0.123867,0.028988,7.897536
0.098482,0.020760,6.168805
0.104553,0.015567,5.252395
0.120172,0.010922,3.181395
0.154724,0.020369,8.165265
0.116219,0.019060,6.328475
0.111432,0.014373,4.042330
0.097938,0.031064,8.747346
0.108878,0.028771,8.365682
0.097794,0.011506,2.467732
0.114925,0.026390,7.844721
0.145965,0.026519,8.066022
0.160014,0.005596,8.469746
0.101026,0.016560,4.862311
0.152641,0.009636,4.737990
0.086241,0.019293,6.276015
0.094321,0.018445,5.396771
0.108217,0.030656,8.306069
0.107848,0.006000,6.332566
0.150806,0.016968,8.716227
0.095615,0.021875,7.570774
0.143285,0.018952,8.384977
0.144012,0.032093,8.677133
0.148964,0.007031,6.513782
0.095114,0.004728,8.840836
0.115968,0.017221,5.325307
0.094310,0.019520,6.906432
0.156321,0.007565,6.154242
0.091202,0.018605,5.602501
0.113885,0.013366,3.106521
0.084227,0.022167,6.959543
0.141541,0.014708,6.095905
0.083246,0.018098,6.303298
0.092474,0.027842,8.433062
0.085605,0.006463,8.469643
0.061396,0.014262,6.430539
0.167626,0.014235,8.596457
0.132407,0.014299,6.100312
0.112086,0.019117,5.773967
0.123037,0.028323,7.758916
0.104492,0.013929,3.353416
0.121923,0.012946,4.375566
0.082235,0.012331,4.030632
0.130549,0.008627,2.410474
0.110481,0.031620,8.457086
0.095813,0.025175,7.847922
0.106975,0.018369,5.139645
0.112696,0.027562,7.776664
0.121121,0.008202,3.658081
0.124054,0.017728,8.038678
0.101531,0.026173,7.813519
0.100813,0.012939,2.876917
0.103087,0.031312,8.748228
0.166328,0.008753,4.773393
0.102396,0.023851,7.056441
0.206056,0.008558,7.063350
0.129075,0.021074,6.419561
0.126374,0.032652,8.606750
0.207997,0.009788,7.777483
0.137845,0.017266,8.233693
0.077194,0.018156,7.375551
0.097862,0.022767,7.258159
0.122235,0.031668,8.563645
0.112041,0.012414,2.393212
0.128205,0.013219,3.538858
0.085614,0.010009,3.254449
0.092934,0.020598,6.517650
0.115440,0.027937,8.271147
0.110633,0.011855,2.635169
0.130142,0.034089,8.848038
0.120607,0.017593,4.648970
0.128987,0.012272,3.994147
0.128262,0.023727,6.820434
0.138359,0.014747,6.227322
0.138395,0.020508,6.743236
0.137806,0.016389,7.056736
0.114603,0.034202,8.688216
0.095002,0.019401,6.458094
0.109647,0.019388,5.979075
0.123727,0.020734,7.074533
0.157136,0.011327,4.938955
0.133883,0.022905,6.986645
0.115874,0.023963,6.792947
0.114869,0.012512,3.712953
0.071235,0.019752,6.616267
0.103483,0.022067,6.612909
0.092986,0.017387,4.846213
0.118107,0.014737,4.278294
0.062086,0.010478,7.411816
0.116116,0.029032,8.026906
0.102336,0.008350,2.814088
0.101637,0.019641,6.473868
0.141501,0.017626,8.302870
0.116897,0.027782,7.797419
0.144220,0.006985,5.956243
0.095855,0.017597,4.980609
0.086780,0.016368,4.783008
0.110144,0.011364,2.029712
0.107735,0.011319,2.500694
0.112824,0.017376,4.786662
0.107193,0.019657,6.069715
0.092045,0.024331,7.105151
0.148398,0.018866,8.759688
0.134768,0.021537,8.550217
0.079805,0.013555,6.628469
0.103268,0.010536,0.929929
0.124524,0.029323,8.163779
0.111732,0.024881,7.089137
0.110203,0.011053,1.708129
0.089929,0.021078,6.798878
0.075653,0.008365,5.936057
0.101216,0.005522,6.543601
0.129029,0.025571,8.375599
0.087568,0.016023,4.389313
0.095384,0.018609,6.001050
0.111613,0.026318,7.836192
0.127902,0.016696,7.464478
0.147494,0.005544,8.265183
0.113562,0.020147,5.916782
0.199725,0.012633,8.533770
0.118533,0.008549,2.418709
0.125827,0.020358,7.026244
0.083732,0.009465,6.086902
0.120411,0.008683,3.013568
0.082012,0.018090,5.437302
0.117001,0.024582,7.737833
0.128778,0.018100,6.186933
0.069250,0.010774,7.811094
0.081438,0.023996,7.672360
0.124650,0.024958,7.675802
0.102250,0.022539,6.578136
0.090064,0.015932,4.557018
0.183138,0.008334,7.230430
0.122046,0.011739,4.535321
0.124506,0.012536,3.653637
0.131078,0.025572,7.141886
0.117729,0.032979,8.805657
0.118564,0.027416,7.779931
0.124786,0.019209,7.767577
0.090290,0.005910,6.750208
0.110255,0.019930,5.872738
0.093072,0.017102,5.067691
0.131427,0.019808,8.060312
0.123180,0.015749,5.117156
0.100129,0.012810,2.814506
0.116461,0.005221,8.260143
0.090213,0.017570,5.974243
0.123477,0.027893,8.060082
0.111051,0.007923,3.287435
0.115187,0.007750,3.611987
0.071184,0.011626,5.770819
0.078296,0.021379,7.154930
0.156567,0.012464,6.736454
0.127169,0.009894,1.966402
0.116315,0.031314,8.653514
0.111997,0.019454,5.711982
0.104677,0.012975,2.834545
0.232960,0.008998,8.206226
0.145078,0.006654,6.056318
0.113704,0.027818,7.696041
0.084660,0.015016,5.603376
0.124982,0.011307,2.950135
0.100734,0.025717,7.842597
0.151750,0.011246,5.034363
0.128974,0.026755,7.584281
0.111203,0.029483,8.550582
0.112103,0.026595,7.657195
0.124001,0.018980,7.597303
0.130112,0.019841,6.543723
0.087209,0.008297,4.634743
0.096999,0.028592,7.991081
0.120110,0.028274,8.127224
0.091265,0.016964,4.820433
0.130763,0.020558,6.954919
0.107543,0.008059,2.305604
0.148700,0.014255,6.652128
0.183036,0.009973,6.894287
0.078871,0.015411,6.277486
0.156459,0.021461,8.680709
0.119978,0.023158,7.733520
0.067978,0.020751,8.820845
0.173689,0.009990,6.420527
0.126187,0.005475,8.613473
0.124261,0.016999,6.217962
0.092329,0.006187,6.433801
0.122880,0.012068,2.913225
0.203419,0.011048,8.338263
0.138452,0.017662,7.638873
0.090765,0.012973,2.580492
0.115658,0.029296,8.006545
0.098862,0.013962,3.460871
0.067178,0.010862,7.950685
0.068786,0.011854,7.148061
0.099674,0.023852,7.061979
0.074237,0.014248,4.934832
0.085586,0.017454,5.657746
0.156412,0.016095,8.269557
0.118532,0.012199,3.758452
0.145593,0.008210,5.276004
0.133352,0.023654,8.649239
0.125390,0.021713,7.261284
0.162879,0.013349,7.509236
0.090998,0.016227,4.796031
0.161336,0.013693,7.837657
0.133336,0.030167,8.312660
0.131501,0.021128,8.043092
0.096487,0.013859,3.120842
0.131493,0.009014,4.207613
0.109828,0.028845,7.711968
0.122549,0.018550,5.498053
0.112658,0.023632,7.067765
0.103896,0.014686,4.184231
0.151769,0.010522,4.479547
0.094226,0.011517,2.507484
0.106899,0.026089,7.821850
0.131428,0.009369,3.109281
0.106188,0.007800,3.544252
0.121275,0.017820,5.557142
0.158316,0.008407,5.376917
0.108097,0.017198,4.537568
0.125583,0.031335,8.378886
0.140137,0.017017,7.445212
0.114812,0.010582,1.669337
0.095999,0.019300,6.016817
0.096348,0.019834,5.624583
0.100174,0.011776,1.806284
0.077366,0.015361,7.218547
0.092810,0.029088,8.025615
0.111949,0.022934,6.636786
0.094148,0.016172,5.463954
0.191023,0.008567,7.076218
0.145870,0.024023,7.784043
0.175463,0.006430,7.785757
0.123871,0.008101,4.506117
0.127188,0.019697,7.129416
0.155088,0.013605,7.188313
0.084500,0.022808,7.721045
0.146631,0.006213,7.334536
0.136408,0.021749,8.006263
0.087468,0.009662,3.905026
0.108722,0.013865,3.258276
0.079101,0.016967,6.543565
0.138919,0.006225,6.794596
0.104118,0.027876,8.218050
0.097908,0.014489,4.373219
0.119318,0.012724,4.275754
0.088523,0.018656,6.582039
0.092765,0.027843,8.518877
0.103545,0.022070,6.943262
0.106843,0.008816,2.292550
0.119760,0.027066,7.470343
0.190167,0.008623,7.050401
0.091639,0.028345,8.420587
0.083196,0.014738,6.098550
0.094809,0.029053,8.174918
0.106909,0.027238,7.850783
0.163190,0.014283,8.143899
0.073896,0.022419,7.377847
0.130352,0.027840,8.443834
0.095467,0.021063,5.920674
0.128948,0.013717,4.230756
0.090854,0.026656,8.868012
0.147220,0.016492,7.058616
0.079572,0.023601,8.733939
0.129073,0.012167,4.928521
0.093419,0.019120,6.291752
0.269845,0.007768,8.712916
0.106116,0.007884,2.970126
0.149975,0.017877,7.439557
0.094251,0.025921,7.715142
0.165038,0.012064,7.054032
0.113713,0.021251,6.581952
0.125986,0.005820,6.733682
0.104321,0.032041,8.878141
0.096451,0.022721,6.981410
0.083685,0.022552,7.911340
0.166568,0.010470,6.622963
0.126709,0.016307,5.962543
0.091910,0.014694,3.676626
0.106864,0.028641,7.682405
0.105548,0.023110,6.798185
0.095691,0.014157,3.207799
0.140595,0.019034,6.859589
0.130494,0.028872,8.605904
0.117375,0.018042,4.924730
0.190018,0.006292,7.747462
0.100491,0.020295,6.074541
0.135075,0.026604,8.077930
0.088978,0.007779,4.064953
0.164044,0.007299,5.384762
0.120613,0.019008,6.178066
0.111916,0.028013,8.352192
0.087147,0.024181,7.918925
0.084881,0.009025,2.335367
0.107059,0.023400,7.002129
0.111548,0.024355,7.261491
0.102841,0.017622,4.996750
0.124243,0.012991,5.270186
0.100235,0.023289,6.927763
0.116186,0.006359,6.794534
0.116929,0.017026,4.828215
0.160586,0.013508,7.263428
0.123032,0.018634,6.849660
0.082984,0.008409,5.469836
0.116293,0.021899,6.494737
0.115615,0.023829,7.058676
0.193318,0.009786,6.875046
0.108657,0.024951,7.335582
0.124844,0.013990,5.331899
0.111539,0.019865,5.424449
0.089619,0.007101,6.036697
0.088936,0.017734,6.124083
0.139887,0.015169,5.526481
0.124955,0.004670,8.559384
0.126177,0.022431,7.523554
0.101030,0.006937,4.287751
0.102735,0.013015,3.313791
0.112106,0.022102,7.057937
0.078555,0.016430,5.831748
0.102433,0.013594,3.217200
0.102426,0.019908,5.887248
0.084164,0.028632,8.854138
0.132898,0.022899,6.889460
0.119012,0.008289,2.775865
0.186517,0.011597,7.049708
0.102316,0.005808,6.779849
0.074546,0.019122,6.866253
0.148546,0.022027,8.240557
0.117833,0.013660,5.221899
0.136803,0.008630,4.196718
0.127658,0.016411,5.495131
0.084434,0.015799,5.359529
0.179649,0.014281,8.553859
0.135107,0.007968,4.253733
0.099861,0.023384,7.287162
0.152036,0.005906,8.135625
0.149488,0.006853,6.007708
0.131264,0.014230,3.886447
0.091704,0.024442,7.940133
0.104192,0.006084,5.582755
0.101964,0.012530,2.720025
0.103772,0.021869,7.450582
0.105938,0.008303,2.806743
0.087223,0.013926,4.167385
0.079766,0.011647,2.969369
0.107241,0.015412,4.040473
0.089867,0.009807,2.912586
0.104024,0.015311,4.110897
0.105047,0.010285,1.632712
0.178110,0.007662,6.839567
0.109781,0.021819,6.574699
0.079358,0.020849,8.260281
0.110880,0.024996,7.103837
0.144998,0.010388,5.132132
0.134453,0.012738,5.402272
0.129209,0.032276,8.589632
0.152900,0.010814,6.456421
0.130297,0.019600,6.266708
0.181359,0.005946,7.747865
0.147274,0.019901,7.902731
0.166010,0.012344,7.322101
0.092584,0.019610,5.973131
0.073525,0.008247,7.674452
0.127592,0.016043,4.238904
0.111672,0.031001,8.774831
0.079193,0.021509,7.937451
0.127328,0.020029,8.276950
0.118057,0.031173,8.356773
0.140949,0.021772,7.926224
0.097432,0.020907,6.275778
0.088835,0.011683,4.299892
0.073362,0.021681,7.913008
0.126195,0.011531,4.058767
0.109139,0.016263,4.791026
0.113389,0.019773,6.624383
0.139619,0.017855,7.723270
0.100757,0.006527,6.344753
0.103829,0.008836,0.976234
0.149489,0.021978,8.297057
0.108786,0.018682,5.350667
0.085566,0.016035,5.106436
0.105515,0.029452,8.470740
0.110519,0.030353,8.460205
0.135376,0.006216,5.899961
0.104949,0.018881,6.025969
0.068695,0.017927,8.862379
0.125785,0.021580,8.261661
0.091732,0.022689,6.718728
0.123440,0.019270,6.656295
0.094953,0.028805,8.668995
0.120060,0.011010,2.757179
0.099802,0.010863,1.720412
0.082899,0.012966,6.585443
0.077442,0.024096,8.491701
0.126464,0.028934,8.371558
0.118839,0.021390,6.866657
0.104915,0.025364,7.612870
0.122825,0.018095,5.850300
0.226924,0.008357,8.033067
0.087906,0.016394,5.523822
0.148718,0.013058,6.778782
0.119104,0.022562,6.667884
0.142677,0.026741,8.166571
0.166893,0.016048,8.571701
0.103698,0.032112,8.637106
0.169819,0.012065,6.783815
0.113624,0.009923,1.602458
0.108121,0.025366,7.022464
0.099558,0.017895,5.514873
0.115745,0.016901,6.459099
0.113102,0.008455,1.917577
0.091972,0.008475,1.530621
0.136073,0.008891,4.556458
0.234257,0.008370,8.752922
0.096364,0.012636,3.055861
0.115650,0.028592,8.114515
0.112123,0.016464,4.136118
0.117678,0.031145,8.618704
0.128819,0.028071,7.786298
0.127766,0.022690,7.371963
0.124496,0.031542,8.715091
0.118730,0.014980,4.764678
0.068100,0.008067,8.322245
0.077841,0.008314,5.705206
0.091359,0.018195,6.184534
0.111782,0.029528,7.993941
0.086451,0.013416,3.807827
0.102305,0.027733,8.329762
0.117916,0.009331,1.652737
0.098754,0.017233,4.497693
0.197082,0.010101,8.043323
0.087520,0.017213,5.512608
0.133993,0.006902,5.573560
0.155427,0.017326,8.055931
0.112328,0.011882,3.908584
0.078664,0.013394,4.086602
0.108228,0.024331,7.014141
0.109558,0.014476,3.223332
0.140313,0.008674,4.109576
0.078717,0.018324,6.858417
0.125694,0.013199,3.781463
0.149664,0.005567,8.269134
0.115618,0.025206,7.165231
0.095709,0.016970,4.553018
0.129783,0.011581,3.841737
0.110378,0.013236,3.236062
0.155975,0.008905,4.585204
0.101769,0.011799,1.770350
0.127928,0.028988,8.292495
0.108980,0.018404,6.105822
0.099077,0.009165,2.216632
0.073901,0.017504,6.402242
0.092152,0.020911,6.152820
0.084308,0.009648,4.518464
0.127795,0.026088,8.778107
0.096339,0.022905,7.107310
0.099453,0.007290,4.316183
0.080372,0.023279,8.849357
0.104779,0.006704,5.217460
0.113617,0.011919,3.021209
0.066036,0.015376,8.572594
0.132345,0.019745,8.009250
0.090198,0.016661,5.246753
0.150040,0.019324,8.622772
0.076418,0.016839,6.275296
0.097130,0.026890,8.176267
0.107563,0.013298,2.819285
0.084376,0.015775,5.888252
0.117970,0.032372,8.639590
0.134129,0.022627,7.837162
0.188089,0.007070,7.055726
0.080046,0.020340,7.343486
0.097906,0.017680,5.690410
0.107151,0.023805,7.552985
0.072478,0.017195,6.433483
0.087745,0.020653,6.893542
0.173132,0.012010,8.105825
0.158347,0.014580,7.430957
0.127083,0.007449,3.202893
0.102719,0.021653,6.180053
0.076414,0.013925,6.460144
0.079975,0.011650,5.479189
0.090330,0.012969,3.083054
0.096298,0.023568,7.003625
0.122909,0.026741,7.337287
0.102833,0.025541,7.544784
0.119657,0.025665,7.576897
0.098756,0.028435,8.073862
0.093644,0.022538,7.309892
0.077348,0.020808,8.764368
0.131451,0.014565,2.758141
0.170205,0.014275,7.617308
0.126496,0.009308,3.145547
0.116667,0.024785,7.282780
0.085101,0.014961,5.745952
0.138514,0.005101,8.811892
0.070925,0.009991,6.377555
0.135970,0.019789,7.146503
0.118189,0.030139,8.363166
0.127274,0.014606,6.516595
0.120790,0.028317,8.140626
0.065807,0.011432,8.609639
0.125690,0.009294,1.045937
0.116791,0.016348,4.967256
0.088864,0.030085,8.831393
0.131876,0.013906,5.739255
0.136093,0.019814,7.584677
0.175267,0.008614,6.882106
0.104942,0.019964,5.947955
0.118047,0.020245,6.233084
0.130155,0.017023,6.713093
0.085122,0.016920,5.726129
0.107839,0.024826,7.449740
0.072604,0.015646,5.193111
0.086924,0.021692,6.911929
0.068116,0.021827,8.786965
0.183957,0.007102,7.258230
0.097363,0.027469,8.299037
0.179142,0.007916,7.090343
0.116584,0.019246,5.750018
0.170787,0.013872,7.830258
0.130426,0.011886,4.348608
0.113720,0.032059,8.537728
0.135980,0.018985,8.382342
0.091977,0.022604,8.072994
0.133516,0.006408,6.667478
0.174202,0.010233,7.348466
0.096391,0.010811,2.013364
0.124781,0.025949,7.818018
0.080684,0.018845,7.498765
0.130527,0.024684,7.163402
0.114608,0.022887,7.126265
0.077197,0.013660,4.081822
0.101526,0.020716,6.377509
0.091842,0.013244,4.216588
0.134715,0.031459,8.780836
0.071752,0.021020,7.373745
0.120551,0.023854,6.865936
0.083925,0.008433,5.106697
0.164239,0.015281,8.862946
0.107100,0.008270,1.685325
0.110568,0.016659,4.892076
0.112020,0.020422,6.316292
0.070924,0.019310,7.291133
0.075759,0.008517,5.917423
0.096610,0.026810,7.627630
0.135315,0.009667,2.123217
0.084504,0.020770,7.173602
0.100403,0.031957,8.812412
0.132252,0.027268,8.139767
0.102968,0.025292,7.404789
0.109288,0.019319,5.691557
0.108621,0.023090,6.740046
0.135251,0.006761,6.171419
0.108672,0.017985,4.706664
0.092073,0.012916,3.886994
0.091592,0.015350,5.008727
0.126457,0.021992,7.550719
0.184745,0.006656,7.626393
0.078782,0.015204,6.355542
0.163497,0.012800,7.213405
0.141028,0.032317,8.782058
0.127281,0.032297,8.525239
0.088359,0.026643,7.956177
0.182086,0.010016,6.622084
0.121895,0.018546,5.188676
0.118508,0.019978,5.664653
0.081997,0.016060,5.719296
0.142301,0.006947,5.926283
0.108097,0.031020,8.640002
0.118879,0.028592,8.452773
0.164650,0.012053,7.062499
0.164836,0.007310,6.410175
0.144642,0.012895,7.009959
0.117282,0.015527,5.330470
0.139163,0.014487,5.869930
0.094362,0.028253,8.286609
0.107130,0.014944,3.895645
0.093910,0.020698,6.768324
0.178947,0.011278,6.907123
0.097708,0.010392,1.087202
0.218427,0.010198,8.721257
0.131784,0.020670,8.538979
0.116381,0.021767,6.841664
0.111707,0.005523,6.278696
0.123747,0.006980,5.452683
0.099432,0.018430,5.512875
0.125934,0.015696,4.285066
0.157196,0.021416,8.715995
0.088288,0.023558,7.186234
0.071460,0.010900,5.724497
0.157984,0.013461,6.739966
0.074252,0.020722,6.728407
0.212030,0.009715,7.733036
0.152701,0.014811,5.866939
0.138251,0.012101,5.123186
0.105627,0.022678,6.960778
0.097970,0.021777,6.647789
0.112132,0.023855,6.710161
0.162878,0.017193,8.781976
0.134160,0.006931,5.155580
0.152100,0.016159,7.462891
0.130775,0.013317,4.391300
0.085245,0.020586,7.199745
0.100048,0.024970,7.734200
0.094173,0.007986,3.476871
0.070100,0.010561,8.245241
0.088613,0.028991,8.856759
0.163503,0.014555,7.908811
0.113031,0.009007,1.510991
0.122314,0.021609,7.835038
0.264533,0.008748,8.853627
0.113653,0.018993,5.622048
0.176852,0.005910,8.342758
0.130754,0.010401,2.917007
0.166466,0.012741,7.686055
0.121506,0.020264,7.129397
0.127520,0.027516,7.747043
0.102345,0.008723,2.530993
0.149591,0.020674,8.791388
0.118898,0.006247,5.855079
0.091238,0.019236,6.478699
0.114683,0.025289,7.157318
0.087692,0.015063,4.033410
0.080792,0.025765,8.005466
0.095724,0.025186,7.958955
0.109992,0.028454,8.415240
0.086570,0.016718,4.874407
0.089228,0.016052,4.579443
0.130788,0.021501,8.105235
0.111731,0.029416,8.032599
0.110674,0.027562,8.331409
0.106450,0.018457,5.131950
0.086459,0.016860,5.528540
0.100082,0.022876,6.839320
0.116474,0.021794,6.353981
0.088018,0.017872,5.916539
0.124305,0.015005,4.854821
0.137385,0.016127,5.482778
0.097028,0.026393,7.856064
0.076953,0.008009,8.389961
0.131509,0.008421,3.643264
0.094740,0.029032,8.498968
0.090576,0.022123,7.141841
0.066816,0.018220,8.888550
0.130272,0.026100,8.810023
0.122945,0.017979,6.239650
0.160586,0.014023,8.422788
0.077702,0.021076,8.518026
0.102591,0.005970,6.119940
0.145018,0.010731,5.184482
0.098036,0.012344,2.671118
0.115042,0.014067,3.925097
0.066763,0.009993,7.925108
0.123767,0.020403,6.642637
0.097126,0.020766,6.531991
0.095931,0.008618,1.488425
0.143329,0.006355,5.828427
0.072165,0.013601,6.212610
0.120438,0.010202,3.138547
0.155080,0.006793,6.022001
0.141237,0.019019,7.454082
0.204934,0.007367,7.311944
0.114926,0.018496,5.886987
0.098797,0.016562,5.197141
0.094638,0.022229,8.401955
0.127414,0.025372,7.229802
0.080541,0.023821,8.038068
0.121096,0.025013,7.334484
0.168298,0.012903,8.266123
0.069537,0.013047,6.087758
0.138934,0.012815,5.869373
0.117101,0.022718,6.672069
0.145153,0.015231,6.691482
0.105373,0.022819,6.623197
0.090562,0.015732,4.891453
0.090977,0.017254,5.538874
0.162773,0.015629,8.549967
0.129503,0.010845,4.380908
0.107220,0.015864,3.849964
0.084824,0.017409,5.639243
0.104542,0.030265,8.752335
0.097176,0.018114,5.544658
0.092698,0.010605,1.044134
0.089945,0.014809,4.629041
0.132788,0.033621,8.829343
0.097150,0.027754,8.428492
0.085608,0.013430,4.293148
0.077904,0.014644,5.143769
0.160365,0.015828,8.622759
0.088518,0.025778,8.120357
0.151225,0.017244,7.888032
0.106713,0.021393,6.209012
0.068075,0.012440,7.981520
0.089530,0.015615,4.635612
0.108686,0.019374,6.195460
0.137671,0.017642,7.525472
0.129084,0.033262,8.882254
0.183308,0.005968,8.030040
0.128766,0.023250,7.832117
0.087344,0.021881,6.753179
0.162327,0.017674,8.805059
0.084834,0.019254,6.532409
0.094303,0.016911,4.912269
0.072749,0.021456,8.050887
0.119671,0.009937,1.388882
0.119687,0.029964,8.433603
0.123195,0.023897,7.645196
0.105722,0.025996,7.488177
0.150917,0.012532,5.914456
0.164817,0.011644,7.194302
0.064901,0.011677,6.837552
0.120575,0.024655,7.101508
0.107815,0.018009,5.546332
0.083117,0.012507,3.866235
0.161786,0.015922,6.541960
0.124314,0.015112,5.217676
0.096992,0.007026,4.976971
0.142891,0.015948,7.541683
0.152763,0.012240,6.448015
0.075038,0.024289,8.321120
0.117908,0.021228,7.193777
0.079010,0.011610,5.085213
0.086127,0.020698,6.457973
0.116552,0.026182,7.763628
0.089331,0.006929,6.459765
0.101315,0.023031,6.890764
0.143872,0.028570,8.621343
0.102339,0.005279,8.138642
0.102325,0.011756,2.272195
0.153934,0.012494,7.069011
0.133462,0.032573,8.620097
0.063556,0.015936,8.073943
0.108785,0.015624,4.430134
0.085873,0.006937,6.728917
0.127380,0.024038,8.247243
0.106093,0.027589,7.871325
0.118898,0.010515,3.945548
0.091248,0.020216,6.704960
0.103773,0.015638,4.533090
0.135897,0.015196,6.509249
0.116391,0.012493,2.697341
0.094670,0.024182,7.200833
0.111598,0.018823,5.411711
0.108625,0.016271,5.047430
0.069736,0.010949,8.481562
0.106049,0.010002,1.267226
0.150881,0.029678,8.580492
0.180214,0.008698,4.581997
0.082417,0.018938,6.452123
0.104527,0.010997,1.453080
0.140915,0.012652,5.047869
0.128910,0.022903,8.130001
0.120354,0.015238,4.335117
0.125519,0.028287,7.934780
0.135337,0.012054,5.591068
0.096108,0.017234,5.901606
0.059706,0.018620,8.802664
0.095030,0.025230,7.447839
0.100996,0.013244,2.892436
0.100527,0.026322,7.935481
0.094039,0.006403,7.751018
0.115785,0.007604,3.545456
0.135283,0.009331,3.611287
0.135129,0.016319,6.691445
0.091841,0.014286,3.659550
0.077695,0.010621,6.109883
0.120957,0.009290,2.225216
0.107955,0.015221,3.905128
0.097660,0.016281,4.578894
0.106324,0.007106,4.655479
